Dataset:  CSI
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2017,
        "test_year": 2018,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 114, train_loss 0.001474, train_ic 0.040479, train_icir 0.448224, train_ric 0.029805, train_ricir 0.281604, train_mae 0.030418, train_rmse 0.036228, train_mape 152.551239, train_acc 0.159922, valid_loss 0.0006101778, valid_ic 0.006650, valid_icir 0.172875, valid_ric 0.010408, valid_ricir 0.189642, valid_prec@10 0.553279, valid_prec@30 0.546995, valid_mae 0.012274, valid_rmse 0.020737, valid_mape 167.050797, valid_acc 0.654519, test_loss 0.000966, ic -0.000597, icir -0.016629, ric -0.004053, ricir -0.055214, prec@10 0.503704, prec@30 0.493553, test_mae 0.016772, test_rmse 0.025240, test_mape 180.385406, test_acc 0.478996
Epoch 115, train_loss 0.001524, train_ic 0.072418, train_icir 0.758577, train_ric 0.057795, train_ricir 0.503842, train_mae 0.020459, train_rmse 0.025618, train_mape 108.428490, train_acc 0.625516, valid_loss 0.0005567362, valid_ic 0.015912, valid_icir 0.330029, valid_ric 0.017434, valid_ricir 0.232322, valid_prec@10 0.564344, valid_prec@30 0.545902, valid_mae 0.013717, valid_rmse 0.022330, valid_mape 135.700806, valid_acc 0.382519, test_loss 0.000907, ic 0.006249, icir 0.139461, ric 0.001434, ricir 0.015115, prec@10 0.507407, prec@30 0.509739, test_mae 0.015150, test_rmse 0.023749, test_mape 130.481369, test_acc 0.460389
Epoch 116, train_loss 0.001487, train_ic 0.058808, train_icir 0.625654, train_ric 0.050055, train_ricir 0.471847, train_mae 0.014379, train_rmse 0.020221, train_mape 245.951263, train_acc 0.459882, valid_loss 0.0006437929, valid_ic 0.013046, valid_icir 0.292421, valid_ric 0.014188, valid_ricir 0.235189, valid_prec@10 0.586885, valid_prec@30 0.566530, valid_mae 0.012680, valid_rmse 0.020747, valid_mape 192.229279, valid_acc 0.671407, test_loss 0.001004, ic 0.008233, icir 0.218553, ric 0.004637, ricir 0.067323, prec@10 0.525926, prec@30 0.532373, test_mae 0.017240, test_rmse 0.025431, test_mape 206.191681, test_acc 0.504088
Epoch 117, train_loss 0.001471, train_ic 0.058506, train_icir 0.641958, train_ric 0.060638, train_ricir 0.564124, train_mae 0.029759, train_rmse 0.039926, train_mape 167.107605, train_acc 0.610603, valid_loss 0.0008387243, valid_ic 0.014837, valid_icir 0.317052, valid_ric 0.023150, valid_ricir 0.332216, valid_prec@10 0.552049, valid_prec@30 0.542213, valid_mae 0.016090, valid_rmse 0.022916, valid_mape 335.633453, valid_acc 0.677037, test_loss 0.001230, ic 0.013036, icir 0.292367, ric 0.013043, ricir 0.170645, prec@10 0.498354, prec@30 0.504938, test_mae 0.021731, test_rmse 0.028958, test_mape 333.423004, test_acc 0.504934
Epoch 118, train_loss 0.001487, train_ic 0.060671, train_icir 0.600779, train_ric 0.053354, train_ricir 0.447186, train_mae 0.026704, train_rmse 0.032558, train_mape 246.013565, train_acc 0.260406, valid_loss 0.0007986549, valid_ic 0.013737, valid_icir 0.257310, valid_ric 0.015414, valid_ricir 0.180331, valid_prec@10 0.566393, valid_prec@30 0.550000, valid_mae 0.014564, valid_rmse 0.021852, valid_mape 295.602722, valid_acc 0.682370, test_loss 0.001159, ic 0.010719, icir 0.232497, ric 0.010801, ricir 0.120733, prec@10 0.498354, prec@30 0.509602, test_mae 0.020112, test_rmse 0.027637, test_mape 299.283173, test_acc 0.506061
Epoch 119, train_loss 0.001495, train_ic 0.077687, train_icir 0.787569, train_ric 0.062369, train_ricir 0.517364, train_mae 0.021984, train_rmse 0.033555, train_mape 141.958313, train_acc 0.425775, valid_loss 0.0005562330, valid_ic 0.017445, valid_icir 0.365450, valid_ric 0.018513, valid_ricir 0.233192, valid_prec@10 0.588115, valid_prec@30 0.560792, valid_mae 0.012310, valid_rmse 0.021024, valid_mape 124.113548, valid_acc 0.560593, test_loss 0.000910, ic 0.011489, icir 0.275053, ric 0.004793, ricir 0.054228, prec@10 0.524691, prec@30 0.533882, test_mae 0.015188, test_rmse 0.023690, test_mape 129.429047, test_acc 0.461517
Epoch 120, train_loss 0.001486, train_ic 0.051802, train_icir 0.477197, train_ric 0.062328, train_ricir 0.505999, train_mae 0.020073, train_rmse 0.026144, train_mape 356.400055, train_acc 0.717469, valid_loss 0.0008975245, valid_ic 0.011217, valid_icir 0.163487, valid_ric 0.021821, valid_ricir 0.234247, valid_prec@10 0.584426, valid_prec@30 0.561612, valid_mae 0.017692, valid_rmse 0.024171, valid_mape 366.744202, valid_acc 0.664593, test_loss 0.001323, ic 0.005427, icir 0.081565, ric 0.009779, ricir 0.087165, prec@10 0.511523, prec@30 0.513717, test_mae 0.024034, test_rmse 0.030941, test_mape 370.955994, test_acc 0.502396
Epoch 121, train_loss 0.001474, train_ic 0.063828, train_icir 0.523446, train_ric 0.053547, train_ricir 0.381849, train_mae 0.024035, train_rmse 0.033700, train_mape 178.336456, train_acc 0.291134, valid_loss 0.0005904600, valid_ic 0.020918, valid_icir 0.292758, valid_ric 0.011691, valid_ricir 0.120108, valid_prec@10 0.618443, valid_prec@30 0.586475, valid_mae 0.014132, valid_rmse 0.022761, valid_mape 156.067703, valid_acc 0.475556, test_loss 0.000986, ic 0.015042, icir 0.202017, ric 0.003120, ricir 0.026052, prec@10 0.530041, prec@30 0.544170, test_mae 0.016982, test_rmse 0.025150, test_mape 179.262238, test_acc 0.490273
Epoch 122, train_loss 0.001470, train_ic 0.041416, train_icir 0.416790, train_ric 0.063358, train_ricir 0.546722, train_mae 0.015280, train_rmse 0.023320, train_mape 128.895676, train_acc 0.559571, valid_loss 0.0005722853, valid_ic 0.011389, valid_icir 0.204262, valid_ric 0.032197, valid_ricir 0.377224, valid_prec@10 0.593852, valid_prec@30 0.567077, valid_mae 0.012371, valid_rmse 0.021148, valid_mape 130.231644, valid_acc 0.581926, test_loss 0.000954, ic 0.001409, icir 0.023102, ric 0.017744, ricir 0.162133, prec@10 0.531687, prec@30 0.538683, test_mae 0.016021, test_rmse 0.024522, test_mape 149.520416, test_acc 0.505498
Epoch 123, train_loss 0.001443, train_ic 0.066906, train_icir 0.567248, train_ric 0.030070, train_ricir 0.219270, train_mae 0.032998, train_rmse 0.045685, train_mape 58.471352, train_acc 0.445905, valid_loss 0.0005630674, valid_ic 0.022694, valid_icir 0.381427, valid_ric -0.001800, valid_ricir -0.022400, valid_prec@10 0.634836, valid_prec@30 0.566393, valid_mae 0.013300, valid_rmse 0.022068, valid_mape 139.071472, valid_acc 0.511407, test_loss 0.000935, ic 0.020253, icir 0.358621, ric -0.008862, ricir -0.089832, prec@10 0.570782, prec@30 0.559122, test_mae 0.015920, test_rmse 0.024439, test_mape 140.237289, test_acc 0.474485
Epoch 124, train_loss 0.001493, train_ic 0.072141, train_icir 0.644766, train_ric 0.047818, train_ricir 0.355767, train_mae 0.020115, train_rmse 0.027640, train_mape 111.175194, train_acc 0.531104, valid_loss 0.0005556148, valid_ic 0.020399, valid_icir 0.337037, valid_ric 0.009893, valid_ricir 0.110887, valid_prec@10 0.588115, valid_prec@30 0.549044, valid_mae 0.014269, valid_rmse 0.022762, valid_mape 143.872375, valid_acc 0.330667, test_loss 0.000910, ic 0.015001, icir 0.310404, ric -0.002798, ricir -0.028608, prec@10 0.516049, prec@30 0.518519, test_mae 0.015371, test_rmse 0.023806, test_mape 128.122452, test_acc 0.441218
Epoch 125, train_loss 0.001454, train_ic 0.051188, train_icir 0.479042, train_ric 0.005973, train_ricir 0.048718, train_mae 0.024518, train_rmse 0.029425, train_mape 10359.853516, train_acc 0.412518, valid_loss 0.0009286236, valid_ic 0.012254, valid_icir 0.220812, valid_ric -0.002017, valid_ricir -0.022595, valid_prec@10 0.572951, valid_prec@30 0.560792, valid_mae 0.028530, valid_rmse 0.034011, valid_mape 474.618042, valid_acc 0.216296, test_loss 0.001263, ic 0.009096, icir 0.219416, ric -0.010658, ricir -0.134448, prec@10 0.544444, prec@30 0.542661, test_mae 0.025588, test_rmse 0.032079, test_mape 410.251434, test_acc 0.436425
Epoch 126, train_loss 0.001461, train_ic 0.060602, train_icir 0.564503, train_ric 0.023319, train_ricir 0.184717, train_mae 0.078035, train_rmse 0.082817, train_mape 92.119598, train_acc 0.848975, valid_loss 0.0005842147, valid_ic 0.015532, valid_icir 0.281289, valid_ric 0.005686, valid_ricir 0.065108, valid_prec@10 0.595082, valid_prec@30 0.564891, valid_mae 0.017039, valid_rmse 0.024514, valid_mape 202.184921, valid_acc 0.255111, test_loss 0.000925, ic 0.011501, icir 0.253844, ric -0.004783, ricir -0.050207, prec@10 0.536626, prec@30 0.528669, test_mae 0.017447, test_rmse 0.025113, test_mape 187.635345, test_acc 0.432478
Epoch 127, train_loss 0.001490, train_ic 0.052001, train_icir 0.465330, train_ric 0.029096, train_ricir 0.227252, train_mae 0.013994, train_rmse 0.019635, train_mape 186.874954, train_acc 0.406709, valid_loss 0.0005968947, valid_ic 0.010048, valid_icir 0.178087, valid_ric 0.003562, valid_ricir 0.046024, valid_prec@10 0.596721, valid_prec@30 0.555738, valid_mae 0.013919, valid_rmse 0.022239, valid_mape 167.013062, valid_acc 0.529185, test_loss 0.001010, ic 0.002763, icir 0.040275, ric -0.007259, ricir -0.067165, prec@10 0.534156, prec@30 0.528121, test_mae 0.018837, test_rmse 0.027554, test_mape 191.822464, test_acc 0.432196
Epoch 128, train_loss 0.001460, train_ic 0.061389, train_icir 0.603544, train_ric 0.021746, train_ricir 0.184771, train_mae 0.019505, train_rmse 0.025730, train_mape 107.159462, train_acc 0.586469, valid_loss 0.0005528299, valid_ic 0.018744, valid_icir 0.441964, valid_ric 0.001881, valid_ricir 0.028057, valid_prec@10 0.558197, valid_prec@30 0.533743, valid_mae 0.013644, valid_rmse 0.022149, valid_mape 139.436020, valid_acc 0.406222, test_loss 0.000907, ic 0.013107, icir 0.314560, ric -0.011565, ricir -0.144325, prec@10 0.546502, prec@30 0.520988, test_mae 0.015957, test_rmse 0.024298, test_mape 143.053726, test_acc 0.435016
Epoch 129, train_loss 0.001547, train_ic 0.054591, train_icir 0.482859, train_ric 0.058034, train_ricir 0.458464, train_mae 0.027129, train_rmse 0.032053, train_mape 204.753876, train_acc 0.209339, valid_loss 0.0006878963, valid_ic 0.011895, valid_icir 0.156300, valid_ric 0.018785, valid_ricir 0.178736, valid_prec@10 0.540984, valid_prec@30 0.530055, valid_mae 0.013995, valid_rmse 0.021615, valid_mape 230.065125, valid_acc 0.657185, test_loss 0.001095, ic 0.004570, icir 0.067211, ric 0.009156, ricir 0.077561, prec@10 0.486831, prec@30 0.492593, test_mae 0.019827, test_rmse 0.027132, test_mape 263.706818, test_acc 0.504652
Epoch 130, train_loss 0.001463, train_ic 0.051521, train_icir 0.517772, train_ric 0.026943, train_ricir 0.235417, train_mae 0.041317, train_rmse 0.049399, train_mape 106.069328, train_acc 0.587895, valid_loss 0.0005787589, valid_ic 0.017180, valid_icir 0.394601, valid_ric 0.013483, valid_ricir 0.208042, valid_prec@10 0.565984, valid_prec@30 0.537978, valid_mae 0.015887, valid_rmse 0.023622, valid_mape 182.378967, valid_acc 0.317333, test_loss 0.000920, ic 0.012918, icir 0.327093, ric -0.002867, ricir -0.035340, prec@10 0.509053, prec@30 0.514129, test_mae 0.017918, test_rmse 0.025584, test_mape 196.418243, test_acc 0.427122
Epoch 131, train_loss 0.001449, train_ic 0.068924, train_icir 0.714596, train_ric 0.066685, train_ricir 0.585948, train_mae 0.027350, train_rmse 0.034359, train_mape 294.897675, train_acc 0.395010, valid_loss 0.0007839940, valid_ic 0.012962, valid_icir 0.227223, valid_ric 0.022872, valid_ricir 0.260366, valid_prec@10 0.559426, valid_prec@30 0.546995, valid_mae 0.014459, valid_rmse 0.021561, valid_mape 295.192566, valid_acc 0.680000, test_loss 0.001147, ic 0.009373, icir 0.199289, ric 0.012979, ricir 0.143609, prec@10 0.508230, prec@30 0.511523, test_mae 0.020161, test_rmse 0.027581, test_mape 297.446442, test_acc 0.506061
Epoch 132, train_loss 0.001454, train_ic 0.075474, train_icir 0.730778, train_ric 0.064536, train_ricir 0.540937, train_mae 0.064987, train_rmse 0.072636, train_mape 194.982040, train_acc 0.072835, valid_loss 0.0010159685, valid_ic 0.019682, valid_icir 0.343255, valid_ric 0.017710, valid_ricir 0.221604, valid_prec@10 0.563934, valid_prec@30 0.543579, valid_mae 0.018963, valid_rmse 0.025013, valid_mape 427.280182, valid_acc 0.682667, test_loss 0.001413, ic 0.016104, icir 0.306203, ric 0.010650, ricir 0.124462, prec@10 0.521811, prec@30 0.531687, test_mae 0.024382, test_rmse 0.031479, test_mape 402.485657, test_acc 0.507471
Epoch 133, train_loss 0.001444, train_ic 0.055323, train_icir 0.618672, train_ric 0.054056, train_ricir 0.541663, train_mae 0.025583, train_rmse 0.035256, train_mape 117.149559, train_acc 0.468003, valid_loss 0.0005690900, valid_ic 0.014200, valid_icir 0.278448, valid_ric 0.028362, valid_ricir 0.370855, valid_prec@10 0.584016, valid_prec@30 0.566530, valid_mae 0.012402, valid_rmse 0.020860, valid_mape 140.391602, valid_acc 0.530667, test_loss 0.000929, ic 0.010884, icir 0.258897, ric 0.016866, ricir 0.244371, prec@10 0.533745, prec@30 0.543210, test_mae 0.016038, test_rmse 0.024310, test_mape 152.903976, test_acc 0.475613
Epoch 134, train_loss 0.001439, train_ic 0.032331, train_icir 0.281749, train_ric 0.001629, train_ricir 0.012459, train_mae 0.034205, train_rmse 0.045700, train_mape 131.435608, train_acc 0.532351, valid_loss 0.0006345923, valid_ic 0.008970, valid_icir 0.138078, valid_ric -0.000886, valid_ricir -0.009358, valid_prec@10 0.577459, valid_prec@30 0.554781, valid_mae 0.017862, valid_rmse 0.025229, valid_mape 225.514694, valid_acc 0.302222, test_loss 0.000997, ic 0.003949, icir 0.059339, ric -0.013083, ricir -0.117800, prec@10 0.502058, prec@30 0.508368, test_mae 0.020064, test_rmse 0.027398, test_mape 242.151733, test_acc 0.419791
Epoch 135, train_loss 0.001498, train_ic 0.059011, train_icir 0.637134, train_ric 0.041762, train_ricir 0.415660, train_mae 0.012719, train_rmse 0.019674, train_mape 125.357529, train_acc 0.471009, valid_loss 0.0005556631, valid_ic 0.012752, valid_icir 0.317374, valid_ric 0.013912, valid_ricir 0.288378, valid_prec@10 0.572541, valid_prec@30 0.546175, valid_mae 0.012643, valid_rmse 0.021249, valid_mape 127.386116, valid_acc 0.540148, test_loss 0.000904, ic 0.008926, icir 0.241623, ric 0.001478, ricir 0.022751, prec@10 0.526749, prec@30 0.520713, test_mae 0.015215, test_rmse 0.023638, test_mape 129.892639, test_acc 0.477305
Epoch 136, train_loss 0.001503, train_ic 0.072376, train_icir 0.760587, train_ric 0.053165, train_ricir 0.481365, train_mae 0.030967, train_rmse 0.034464, train_mape 235.762314, train_acc 0.117152, valid_loss 0.0008873266, valid_ic 0.017275, valid_icir 0.312950, valid_ric 0.015755, valid_ricir 0.187794, valid_prec@10 0.581148, valid_prec@30 0.568579, valid_mae 0.016502, valid_rmse 0.023146, valid_mape 360.715363, valid_acc 0.682370, test_loss 0.001263, ic 0.011277, icir 0.237146, ric 0.005303, ricir 0.059902, prec@10 0.513580, prec@30 0.515912, test_mae 0.021796, test_rmse 0.029370, test_mape 344.016022, test_acc 0.506061
Epoch 137, train_loss 0.001444, train_ic 0.042141, train_icir 0.482852, train_ric 0.060286, train_ricir 0.615809, train_mae 0.023284, train_rmse 0.031055, train_mape 206.957123, train_acc 0.135425, valid_loss 0.0005985041, valid_ic 0.007333, valid_icir 0.118303, valid_ric 0.038847, valid_ricir 0.413547, valid_prec@10 0.546311, valid_prec@30 0.553415, valid_mae 0.016272, valid_rmse 0.024014, valid_mape 198.057526, valid_acc 0.288000, test_loss 0.000927, ic 0.001415, icir 0.030863, ric 0.022962, ricir 0.252445, prec@10 0.461728, prec@30 0.484499, test_mae 0.015646, test_rmse 0.024008, test_mape 147.144791, test_acc 0.457852
Epoch 138, train_loss 0.001441, train_ic 0.081257, train_icir 0.721147, train_ric 0.042879, train_ricir 0.318722, train_mae 0.015353, train_rmse 0.021460, train_mape 229.315948, train_acc 0.335453, valid_loss 0.0006372130, valid_ic 0.020790, valid_icir 0.357388, valid_ric -0.000479, valid_ricir -0.005730, valid_prec@10 0.593033, valid_prec@30 0.544126, valid_mae 0.019808, valid_rmse 0.026863, valid_mape 268.979614, valid_acc 0.213630, test_loss 0.000993, ic 0.016682, icir 0.316291, ric -0.007690, ricir -0.080020, prec@10 0.557613, prec@30 0.540192, test_mae 0.018161, test_rmse 0.025827, test_mape 218.290848, test_acc 0.424866
Epoch 139, train_loss 0.001446, train_ic 0.067443, train_icir 0.687124, train_ric 0.041689, train_ricir 0.378239, train_mae 0.013088, train_rmse 0.020089, train_mape 154.489502, train_acc 0.445340, valid_loss 0.0005669684, valid_ic 0.015776, valid_icir 0.306325, valid_ric 0.008394, valid_ricir 0.131047, valid_prec@10 0.583607, valid_prec@30 0.540301, valid_mae 0.012173, valid_rmse 0.020878, valid_mape 135.171432, valid_acc 0.631407, test_loss 0.000920, ic 0.014027, icir 0.334866, ric -0.002124, ricir -0.029113, prec@10 0.522222, prec@30 0.517147, test_mae 0.015361, test_rmse 0.023695, test_mape 137.549911, test_acc 0.500987
Epoch 140, train_loss 0.001476, train_ic 0.073001, train_icir 0.605676, train_ric 0.060551, train_ricir 0.443327, train_mae 0.034281, train_rmse 0.039300, train_mape 162.803513, train_acc 0.169346, valid_loss 0.0007413444, valid_ic 0.018911, valid_icir 0.270023, valid_ric 0.013316, valid_ricir 0.142353, valid_prec@10 0.624180, valid_prec@30 0.585929, valid_mae 0.014762, valid_rmse 0.021928, valid_mape 267.502991, valid_acc 0.669630, test_loss 0.001157, ic 0.018020, icir 0.284096, ric 0.010060, ricir 0.093932, prec@10 0.542387, prec@30 0.545405, test_mae 0.020767, test_rmse 0.027939, test_mape 298.562134, test_acc 0.508599
Epoch 141, train_loss 0.001457, train_ic 0.071295, train_icir 0.731427, train_ric 0.056809, train_ricir 0.515095, train_mae 0.049825, train_rmse 0.062854, train_mape 134.713226, train_acc 0.355393, valid_loss 0.0005547777, valid_ic 0.017948, valid_icir 0.399417, valid_ric 0.016626, valid_ricir 0.257411, valid_prec@10 0.577869, valid_prec@30 0.552596, valid_mae 0.013391, valid_rmse 0.021808, valid_mape 136.427689, valid_acc 0.445037, test_loss 0.000909, ic 0.010162, icir 0.228171, ric 0.005329, ricir 0.066188, prec@10 0.505350, prec@30 0.518519, test_mae 0.015221, test_rmse 0.023532, test_mape 136.560913, test_acc 0.486608
Epoch 142, train_loss 0.001435, train_ic 0.067796, train_icir 0.693028, train_ric 0.076830, train_ricir 0.664382, train_mae 0.029980, train_rmse 0.038078, train_mape 78.282982, train_acc 0.694464, valid_loss 0.0005699973, valid_ic 0.014730, valid_icir 0.259274, valid_ric 0.030071, valid_ricir 0.335474, valid_prec@10 0.565164, valid_prec@30 0.550137, valid_mae 0.012189, valid_rmse 0.020754, valid_mape 140.225830, valid_acc 0.595556, test_loss 0.000943, ic 0.001981, icir 0.039811, ric 0.012887, ricir 0.137592, prec@10 0.482305, prec@30 0.492730, test_mae 0.015942, test_rmse 0.024247, test_mape 159.726135, test_acc 0.488864
Epoch 143, train_loss 0.001422, train_ic 0.053806, train_icir 0.405016, train_ric 0.049609, train_ricir 0.340323, train_mae 0.028988, train_rmse 0.039691, train_mape 163.102020, train_acc 0.307663, valid_loss 0.0006658177, valid_ic 0.014003, valid_icir 0.143746, valid_ric 0.009945, valid_ricir 0.083014, valid_prec@10 0.611066, valid_prec@30 0.582240, valid_mae 0.018328, valid_rmse 0.026565, valid_mape 256.279694, valid_acc 0.368000, test_loss 0.001015, ic 0.011973, icir 0.131036, ric 0.005793, ricir 0.043005, prec@10 0.538272, prec@30 0.554184, test_mae 0.017140, test_rmse 0.025057, test_mape 197.399719, test_acc 0.507471
Epoch 144, train_loss 0.001464, train_ic 0.068206, train_icir 0.630240, train_ric 0.041278, train_ricir 0.324510, train_mae 0.017397, train_rmse 0.023777, train_mape 186.977158, train_acc 0.405081, valid_loss 0.0006655883, valid_ic 0.016890, valid_icir 0.277791, valid_ric 0.005920, valid_ricir 0.065550, valid_prec@10 0.585656, valid_prec@30 0.536202, valid_mae 0.013264, valid_rmse 0.021248, valid_mape 211.825394, valid_acc 0.608000, test_loss 0.001029, ic 0.011975, icir 0.195188, ric -0.004197, ricir -0.041094, prec@10 0.522634, prec@30 0.520713, test_mae 0.017890, test_rmse 0.025903, test_mape 223.031113, test_acc 0.474767
Epoch 145, train_loss 0.001436, train_ic 0.062276, train_icir 0.697679, train_ric 0.054265, train_ricir 0.553175, train_mae 0.026349, train_rmse 0.030503, train_mape 295.199738, train_acc 0.314357, valid_loss 0.0008701954, valid_ic 0.014378, valid_icir 0.326641, valid_ric 0.024393, valid_ricir 0.424014, valid_prec@10 0.577049, valid_prec@30 0.558470, valid_mae 0.016419, valid_rmse 0.022835, valid_mape 350.909210, valid_acc 0.684148, test_loss 0.001244, ic 0.006425, icir 0.184379, ric 0.008305, ricir 0.115802, prec@10 0.520576, prec@30 0.519616, test_mae 0.023118, test_rmse 0.029992, test_mape 366.589081, test_acc 0.504652
Epoch 146, train_loss 0.001429, train_ic 0.069180, train_icir 0.608571, train_ric 0.072991, train_ricir 0.577004, train_mae 0.014670, train_rmse 0.019869, train_mape 131.682312, train_acc 0.560306, valid_loss 0.0005650279, valid_ic 0.018713, valid_icir 0.285602, valid_ric 0.026453, valid_ricir 0.291366, valid_prec@10 0.615164, valid_prec@30 0.586066, valid_mae 0.013553, valid_rmse 0.021958, valid_mape 147.069138, valid_acc 0.485333, test_loss 0.000947, ic 0.012467, icir 0.180429, ric 0.016283, ricir 0.141304, prec@10 0.520165, prec@30 0.542387, test_mae 0.016138, test_rmse 0.024222, test_mape 155.749588, test_acc 0.512828
Epoch 147, train_loss 0.001445, train_ic 0.063054, train_icir 0.537534, train_ric 0.023312, train_ricir 0.168735, train_mae 0.018101, train_rmse 0.026221, train_mape 210.801407, train_acc 0.555477, valid_loss 0.0005903612, valid_ic 0.020706, valid_icir 0.327844, valid_ric -0.002084, valid_ricir -0.023725, valid_prec@10 0.566803, valid_prec@30 0.536612, valid_mae 0.017178, valid_rmse 0.025000, valid_mape 208.190613, valid_acc 0.216889, test_loss 0.000939, ic 0.019466, icir 0.365581, ric -0.011297, ricir -0.114469, prec@10 0.532099, prec@30 0.514540, test_mae 0.016612, test_rmse 0.024514, test_mape 177.442062, test_acc 0.431069
Epoch 148, train_loss 0.001445, train_ic 0.062582, train_icir 0.593477, train_ric 0.066591, train_ricir 0.580206, train_mae 0.020048, train_rmse 0.028340, train_mape 114.912834, train_acc 0.772825, valid_loss 0.0007038429, valid_ic 0.016112, valid_icir 0.296469, valid_ric 0.028961, valid_ricir 0.367048, valid_prec@10 0.606967, valid_prec@30 0.589754, valid_mae 0.014030, valid_rmse 0.021409, valid_mape 248.443436, valid_acc 0.680889, test_loss 0.001135, ic 0.011290, icir 0.184681, ric 0.018821, ricir 0.177680, prec@10 0.512757, prec@30 0.538409, test_mae 0.020811, test_rmse 0.027922, test_mape 284.490570, test_acc 0.506343
Early stopping -----
Epoch 149, train_loss 0.001420, train_ic 0.066349, train_icir 0.691634, train_ric 0.059498, train_ricir 0.550942, train_mae 0.012605, train_rmse 0.018724, train_mape 204.445007, train_acc 0.414957, valid_loss 0.0005978310, valid_ic 0.018624, valid_icir 0.426983, valid_ric 0.021396, valid_ricir 0.361600, valid_prec@10 0.563115, valid_prec@30 0.549727, valid_mae 0.012196, valid_rmse 0.020573, valid_mape 163.467651, valid_acc 0.649778, test_loss 0.000958, ic 0.011047, icir 0.255551, ric 0.004393, ricir 0.059295, prec@10 0.508642, prec@30 0.518244, test_mae 0.016159, test_rmse 0.024467, test_mape 170.278824, test_acc 0.505216
Epoch 150, train_loss 0.001460, train_ic 0.067068, train_icir 0.640871, train_ric 0.030287, train_ricir 0.257681, train_mae 0.034050, train_rmse 0.043326, train_mape 135.079758, train_acc 0.632506, valid_loss 0.0005751805, valid_ic 0.015591, valid_icir 0.285620, valid_ric 0.009777, valid_ricir 0.113358, valid_prec@10 0.583607, valid_prec@30 0.538661, valid_mae 0.016344, valid_rmse 0.023817, valid_mape 194.729904, valid_acc 0.275259, test_loss 0.000910, ic 0.011473, icir 0.289685, ric -0.002356, ricir -0.032587, prec@10 0.533745, prec@30 0.525377, test_mae 0.016609, test_rmse 0.024400, test_mape 174.420334, test_acc 0.442346
Epoch 151, train_loss 0.001398, train_ic 0.047507, train_icir 0.397032, train_ric 0.014353, train_ricir 0.107443, train_mae 0.029966, train_rmse 0.037901, train_mape 139.354004, train_acc 0.419186, valid_loss 0.0006341147, valid_ic 0.011291, valid_icir 0.151803, valid_ric -0.001555, valid_ricir -0.015340, valid_prec@10 0.579918, valid_prec@30 0.557787, valid_mae 0.015106, valid_rmse 0.022771, valid_mape 218.308853, valid_acc 0.477630, test_loss 0.000996, ic 0.007218, icir 0.095383, ric -0.011249, ricir -0.097659, prec@10 0.538683, prec@30 0.529904, test_mae 0.018506, test_rmse 0.026297, test_mape 206.153458, test_acc 0.423456
Epoch 152, train_loss 0.001418, train_ic 0.049318, train_icir 0.525181, train_ric 0.054088, train_ricir 0.482742, train_mae 0.013638, train_rmse 0.019799, train_mape 168.885223, train_acc 0.651963, valid_loss 0.0006484258, valid_ic 0.010159, valid_icir 0.194694, valid_ric 0.027023, valid_ricir 0.334342, valid_prec@10 0.578279, valid_prec@30 0.542350, valid_mae 0.020046, valid_rmse 0.026881, valid_mape 279.209320, valid_acc 0.228444, test_loss 0.001006, ic -0.002665, icir -0.058414, ric 0.007580, ricir 0.082944, prec@10 0.504115, prec@30 0.495610, test_mae 0.018269, test_rmse 0.026000, test_mape 205.917831, test_acc 0.414153
Epoch 153, train_loss 0.001420, train_ic 0.049443, train_icir 0.586029, train_ric 0.047312, train_ricir 0.500717, train_mae 0.014433, train_rmse 0.019996, train_mape 123.286095, train_acc 0.552408, valid_loss 0.0005537293, valid_ic 0.010391, valid_icir 0.257871, valid_ric 0.019674, valid_ricir 0.346923, valid_prec@10 0.587705, valid_prec@30 0.544262, valid_mae 0.013652, valid_rmse 0.021956, valid_mape 145.893524, valid_acc 0.444444, test_loss 0.000903, ic -0.002263, icir -0.062714, ric 0.003486, ricir 0.050012, prec@10 0.493827, prec@30 0.487380, test_mae 0.015134, test_rmse 0.023471, test_mape 131.540970, test_acc 0.478714
Epoch 154, train_loss 0.001431, train_ic 0.041306, train_icir 0.394608, train_ric 0.027172, train_ricir 0.235668, train_mae 0.020774, train_rmse 0.026794, train_mape 118.015877, train_acc 0.493249, valid_loss 0.0006389643, valid_ic 0.007154, valid_icir 0.112995, valid_ric 0.013724, valid_ricir 0.159331, valid_prec@10 0.575000, valid_prec@30 0.549727, valid_mae 0.014533, valid_rmse 0.022017, valid_mape 225.842422, valid_acc 0.541630, test_loss 0.000996, ic 0.003518, icir 0.050773, ric 0.000683, ricir 0.006382, prec@10 0.532099, prec@30 0.523594, test_mae 0.018973, test_rmse 0.026659, test_mape 224.731186, test_acc 0.418382
