Dataset:  CSI
Radom seed: 1234
GPU: 6
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2024,
        "test_year": 2025,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 115, train_loss 0.001036, train_ic 0.039508, train_icir 0.626803, train_ric 0.025793, train_ricir 0.380140, train_mae 0.021108, train_rmse 0.029117, train_mape 341.976685, train_acc 0.470460, valid_loss 0.0013899044, valid_ic 0.022483, valid_icir 0.369590, valid_ric 0.011203, valid_ricir 0.125609, valid_prec@10 0.550826, valid_prec@30 0.534986, valid_mae 0.025598, valid_rmse 0.034455, valid_mape 418.861298, valid_acc 0.475866, test_loss 0.000978, ic 0.012451, icir 0.408925, ric 0.013069, ricir 0.269660, prec@10 0.524280, prec@30 0.534568, test_mae 0.020198, test_rmse 0.030190, test_mape 500.763580, test_acc 0.492242
Epoch 116, train_loss 0.001030, train_ic 0.040730, train_icir 0.606105, train_ric 0.019314, train_ricir 0.288517, train_mae 0.020872, train_rmse 0.029201, train_mape 294.843018, train_acc 0.474162, valid_loss 0.0013676717, valid_ic 0.022549, valid_icir 0.325067, valid_ric 0.008959, valid_ricir 0.098280, valid_prec@10 0.519008, valid_prec@30 0.501240, valid_mae 0.025233, valid_rmse 0.034262, valid_mape 332.096771, valid_acc 0.489985, test_loss 0.000977, ic 0.013726, icir 0.444535, ric 0.002597, ricir 0.067011, prec@10 0.517284, prec@30 0.510425, test_mae 0.019993, test_rmse 0.030297, test_mape 391.543457, test_acc 0.488866
Epoch 117, train_loss 0.001043, train_ic 0.043502, train_icir 0.577638, train_ric 0.006167, train_ricir 0.076770, train_mae 0.023764, train_rmse 0.031030, train_mape 630.887024, train_acc 0.467915, valid_loss 0.0015510457, valid_ic 0.024738, valid_icir 0.286155, valid_ric -0.001175, valid_ricir -0.010067, valid_prec@10 0.542562, valid_prec@30 0.517355, valid_mae 0.028014, valid_rmse 0.036447, valid_mape 753.270813, valid_acc 0.476108, test_loss 0.001111, ic 0.017756, icir 0.436354, ric -0.008732, ricir -0.147156, prec@10 0.541152, prec@30 0.531139, test_mae 0.023070, test_rmse 0.032122, test_mape 981.627014, test_acc 0.490408
Epoch 118, train_loss 0.001042, train_ic 0.032397, train_icir 0.396661, train_ric 0.006679, train_ricir 0.067960, train_mae 0.023374, train_rmse 0.030757, train_mape 582.120667, train_acc 0.467429, valid_loss 0.0014897542, valid_ic 0.017434, valid_icir 0.196806, valid_ric -0.001835, valid_ricir -0.014265, valid_prec@10 0.563636, valid_prec@30 0.528099, valid_mae 0.027488, valid_rmse 0.035932, valid_mape 692.365295, valid_acc 0.476626, test_loss 0.001095, ic 0.013849, icir 0.290090, ric 0.000995, ricir 0.012031, prec@10 0.539095, prec@30 0.527023, test_mae 0.022836, test_rmse 0.031935, test_mape 912.348938, test_acc 0.489667
Epoch 119, train_loss 0.001030, train_ic 0.026302, train_icir 0.380980, train_ric 0.036724, train_ricir 0.416814, train_mae 0.021104, train_rmse 0.029672, train_mape 343.351624, train_acc 0.478311, valid_loss 0.0014378829, valid_ic 0.010507, valid_icir 0.154624, valid_ric 0.012098, valid_ricir 0.106071, valid_prec@10 0.571074, valid_prec@30 0.549036, valid_mae 0.025576, valid_rmse 0.034989, valid_mape 380.539795, valid_acc 0.489554, test_loss 0.001008, ic 0.008811, icir 0.227269, ric 0.025789, ricir 0.387371, prec@10 0.531687, prec@30 0.531413, test_mae 0.020175, test_rmse 0.030842, test_mape 471.811676, test_acc 0.495545
Epoch 120, train_loss 0.001039, train_ic 0.046545, train_icir 0.552166, train_ric 0.001263, train_ricir 0.012782, train_mae 0.023681, train_rmse 0.031894, train_mape 649.126038, train_acc 0.464110, valid_loss 0.0015717388, valid_ic 0.025680, valid_icir 0.286215, valid_ric -0.004005, valid_ricir -0.029958, valid_prec@10 0.545868, valid_prec@30 0.511846, valid_mae 0.027543, valid_rmse 0.037140, valid_mape 820.850342, valid_acc 0.499994, test_loss 0.001153, ic 0.021691, icir 0.497651, ric -0.008368, ricir -0.124740, prec@10 0.550617, prec@30 0.533059, test_mae 0.022736, test_rmse 0.033107, test_mape 952.401855, test_acc 0.476753
Epoch 121, train_loss 0.001041, train_ic 0.039035, train_icir 0.620940, train_ric 0.030774, train_ricir 0.472192, train_mae 0.021254, train_rmse 0.029196, train_mape 370.155914, train_acc 0.472343, valid_loss 0.0013951866, valid_ic 0.023928, valid_icir 0.410717, valid_ric 0.022425, valid_ricir 0.261121, valid_prec@10 0.626446, valid_prec@30 0.589256, valid_mae 0.025707, valid_rmse 0.034585, valid_mape 454.851166, valid_acc 0.477310, test_loss 0.000986, ic 0.012404, icir 0.287316, ric 0.020663, ricir 0.367085, prec@10 0.573663, prec@30 0.566941, test_mae 0.020315, test_rmse 0.030344, test_mape 520.954468, test_acc 0.494013
Epoch 122, train_loss 0.001038, train_ic 0.038280, train_icir 0.411712, train_ric 0.017446, train_ricir 0.145487, train_mae 0.021450, train_rmse 0.029682, train_mape 350.413208, train_acc 0.471557, valid_loss 0.0013975486, valid_ic 0.020030, valid_icir 0.219592, valid_ric -0.004549, valid_ricir -0.032821, valid_prec@10 0.498347, valid_prec@30 0.491873, valid_mae 0.025929, valid_rmse 0.034804, valid_mape 418.735718, valid_acc 0.473728, test_loss 0.001004, ic 0.018294, icir 0.292118, ric 0.001285, ricir 0.010961, prec@10 0.498765, prec@30 0.510014, test_mae 0.020635, test_rmse 0.030670, test_mape 478.793091, test_acc 0.493799
Epoch 123, train_loss 0.001026, train_ic 0.045941, train_icir 0.657988, train_ric 0.019317, train_ricir 0.258945, train_mae 0.022654, train_rmse 0.030798, train_mape 578.006592, train_acc 0.465669, valid_loss 0.0014583192, valid_ic 0.029441, valid_icir 0.422686, valid_ric 0.007884, valid_ricir 0.081042, valid_prec@10 0.532645, valid_prec@30 0.527273, valid_mae 0.026367, valid_rmse 0.035476, valid_mape 666.126404, valid_acc 0.501434, test_loss 0.001070, ic 0.020087, icir 0.584039, ric 0.009072, ricir 0.184498, prec@10 0.511934, prec@30 0.523182, test_mae 0.021644, test_rmse 0.031835, test_mape 836.154907, test_acc 0.479588
Epoch 124, train_loss 0.001041, train_ic 0.031384, train_icir 0.449319, train_ric 0.030692, train_ricir 0.361238, train_mae 0.021531, train_rmse 0.029485, train_mape 410.887238, train_acc 0.470732, valid_loss 0.0014236698, valid_ic 0.013660, valid_icir 0.233815, valid_ric 0.008929, valid_ricir 0.091524, valid_prec@10 0.636777, valid_prec@30 0.584573, valid_mae 0.025975, valid_rmse 0.034913, valid_mape 494.585754, valid_acc 0.476759, test_loss 0.000992, ic 0.011160, icir 0.307311, ric 0.021796, ricir 0.413376, prec@10 0.562963, prec@30 0.548834, test_mae 0.020523, test_rmse 0.030433, test_mape 581.949463, test_acc 0.494067
Epoch 125, train_loss 0.001035, train_ic 0.031321, train_icir 0.409399, train_ric 0.017124, train_ricir 0.169698, train_mae 0.021351, train_rmse 0.029713, train_mape 351.631561, train_acc 0.472514, valid_loss 0.0014065610, valid_ic 0.013344, valid_icir 0.197621, valid_ric -0.005406, valid_ricir -0.047455, valid_prec@10 0.571074, valid_prec@30 0.533609, valid_mae 0.025470, valid_rmse 0.034693, valid_mape 394.479919, valid_acc 0.493690, test_loss 0.000995, ic 0.011831, icir 0.278921, ric 0.007037, ricir 0.085700, prec@10 0.549383, prec@30 0.544033, test_mae 0.020274, test_rmse 0.030613, test_mape 486.134583, test_acc 0.484456
Epoch 126, train_loss 0.001026, train_ic 0.042269, train_icir 0.584868, train_ric 0.009149, train_ricir 0.114113, train_mae 0.022265, train_rmse 0.030552, train_mape 506.936829, train_acc 0.466479, valid_loss 0.0014503124, valid_ic 0.027200, valid_icir 0.322573, valid_ric 0.003011, valid_ricir 0.027346, valid_prec@10 0.501240, valid_prec@30 0.512121, valid_mae 0.026395, valid_rmse 0.035469, valid_mape 563.118530, valid_acc 0.492260, test_loss 0.001049, ic 0.018995, icir 0.498651, ric 0.001960, ricir 0.039003, prec@10 0.501235, prec@30 0.517147, test_mae 0.021215, test_rmse 0.031483, test_mape 664.081177, test_acc 0.481502
Epoch 127, train_loss 0.001030, train_ic 0.038276, train_icir 0.499998, train_ric 0.018124, train_ricir 0.193588, train_mae 0.021010, train_rmse 0.029279, train_mape 301.584686, train_acc 0.470653, valid_loss 0.0013978405, valid_ic 0.022167, valid_icir 0.292177, valid_ric 0.005313, valid_ricir 0.045259, valid_prec@10 0.554545, valid_prec@30 0.536088, valid_mae 0.025414, valid_rmse 0.034523, valid_mape 351.584839, valid_acc 0.481571, test_loss 0.000981, ic 0.016771, icir 0.371768, ric 0.011358, ricir 0.123165, prec@10 0.526337, prec@30 0.532647, test_mae 0.020142, test_rmse 0.030316, test_mape 407.311615, test_acc 0.490528
Epoch 128, train_loss 0.001029, train_ic 0.032642, train_icir 0.456778, train_ric 0.025411, train_ricir 0.286616, train_mae 0.021367, train_rmse 0.029624, train_mape 370.162476, train_acc 0.473777, valid_loss 0.0014160909, valid_ic 0.019470, valid_icir 0.294499, valid_ric 0.008679, valid_ricir 0.084683, valid_prec@10 0.528512, valid_prec@30 0.531129, valid_mae 0.025848, valid_rmse 0.034907, valid_mape 456.711273, valid_acc 0.478455, test_loss 0.001005, ic 0.013548, icir 0.341053, ric 0.019084, ricir 0.318989, prec@10 0.535391, prec@30 0.531139, test_mae 0.020406, test_rmse 0.030706, test_mape 506.820984, test_acc 0.497899
Epoch 129, train_loss 0.001032, train_ic 0.035670, train_icir 0.483640, train_ric 0.003393, train_ricir 0.046430, train_mae 0.025082, train_rmse 0.032184, train_mape 735.859985, train_acc 0.468273, valid_loss 0.0016296353, valid_ic 0.017693, valid_icir 0.227438, valid_ric -0.004291, valid_ricir -0.042921, valid_prec@10 0.556612, valid_prec@30 0.547521, valid_mae 0.029188, valid_rmse 0.037513, valid_mape 874.919434, valid_acc 0.477287, test_loss 0.001208, ic 0.012593, icir 0.290354, ric -0.008607, ricir -0.124280, prec@10 0.526749, prec@30 0.542112, test_mae 0.024737, test_rmse 0.033488, test_mape 1164.459961, test_acc 0.490018
Epoch 130, train_loss 0.001031, train_ic 0.032842, train_icir 0.381546, train_ric 0.007668, train_ricir 0.067562, train_mae 0.024612, train_rmse 0.032566, train_mape 812.406372, train_acc 0.463955, valid_loss 0.0015919797, valid_ic 0.013268, valid_icir 0.156825, valid_ric -0.011957, valid_ricir -0.087272, valid_prec@10 0.553719, valid_prec@30 0.515702, valid_mae 0.027814, valid_rmse 0.037034, valid_mape 945.481506, valid_acc 0.498229, test_loss 0.001157, ic 0.013026, icir 0.232499, ric -0.003289, ricir -0.028763, prec@10 0.523868, prec@30 0.524280, test_mae 0.023247, test_rmse 0.033168, test_mape 1141.631958, test_acc 0.478945
Epoch 131, train_loss 0.001031, train_ic 0.032377, train_icir 0.493133, train_ric 0.022543, train_ricir 0.292199, train_mae 0.021721, train_rmse 0.030095, train_mape 417.022125, train_acc 0.470182, valid_loss 0.0014242023, valid_ic 0.018831, valid_icir 0.335431, valid_ric 0.007488, valid_ricir 0.084211, valid_prec@10 0.592562, valid_prec@30 0.553581, valid_mae 0.025722, valid_rmse 0.034931, valid_mape 478.132629, valid_acc 0.499774, test_loss 0.001033, ic 0.012562, icir 0.281676, ric 0.016645, ricir 0.283632, prec@10 0.578601, prec@30 0.549520, test_mae 0.020853, test_rmse 0.031236, test_mape 624.112976, test_acc 0.482526
Epoch 132, train_loss 0.001022, train_ic 0.028379, train_icir 0.334633, train_ric 0.018562, train_ricir 0.176250, train_mae 0.022789, train_rmse 0.031003, train_mape 593.976501, train_acc 0.467763, valid_loss 0.0014716377, valid_ic 0.008558, valid_icir 0.116338, valid_ric -0.006914, valid_ricir -0.059995, valid_prec@10 0.529752, valid_prec@30 0.520523, valid_mae 0.026529, valid_rmse 0.035704, valid_mape 675.228699, valid_acc 0.495648, test_loss 0.001071, ic 0.009524, icir 0.180224, ric 0.001971, ricir 0.020014, prec@10 0.512757, prec@30 0.525103, test_mae 0.021683, test_rmse 0.031874, test_mape 806.267944, test_acc 0.481479
Epoch 133, train_loss 0.001033, train_ic 0.040301, train_icir 0.532942, train_ric 0.017679, train_ricir 0.188284, train_mae 0.023183, train_rmse 0.030729, train_mape 565.358643, train_acc 0.470146, valid_loss 0.0015395695, valid_ic 0.023817, valid_icir 0.310036, valid_ric 0.003490, valid_ricir 0.030470, valid_prec@10 0.543388, valid_prec@30 0.514738, valid_mae 0.027704, valid_rmse 0.036380, valid_mape 705.906006, valid_acc 0.474663, test_loss 0.001075, ic 0.022026, icir 0.484099, ric 0.009063, ricir 0.131701, prec@10 0.532510, prec@30 0.533059, test_mae 0.022345, test_rmse 0.031644, test_mape 879.092590, test_acc 0.494768
Epoch 134, train_loss 0.001020, train_ic 0.027799, train_icir 0.369163, train_ric 0.022263, train_ricir 0.225137, train_mae 0.021645, train_rmse 0.029973, train_mape 432.321289, train_acc 0.471265, valid_loss 0.0014212104, valid_ic 0.012841, valid_icir 0.220575, valid_ric -0.001540, valid_ricir -0.014945, valid_prec@10 0.610744, valid_prec@30 0.569146, valid_mae 0.025826, valid_rmse 0.034962, valid_mape 494.989410, valid_acc 0.489736, test_loss 0.001003, ic 0.010520, icir 0.239613, ric 0.010082, ricir 0.107732, prec@10 0.558436, prec@30 0.536626, test_mae 0.020506, test_rmse 0.030751, test_mape 581.869629, test_acc 0.487401
Epoch 135, train_loss 0.001035, train_ic 0.029620, train_icir 0.342407, train_ric 0.016142, train_ricir 0.145241, train_mae 0.022522, train_rmse 0.030872, train_mape 513.460632, train_acc 0.470177, valid_loss 0.0014443776, valid_ic 0.017062, valid_icir 0.200623, valid_ric -0.001817, valid_ricir -0.014480, valid_prec@10 0.532645, valid_prec@30 0.497796, valid_mae 0.026502, valid_rmse 0.035518, valid_mape 608.248169, valid_acc 0.488847, test_loss 0.001041, ic 0.014581, icir 0.254470, ric 0.008835, ricir 0.089436, prec@10 0.507819, prec@30 0.503841, test_mae 0.021232, test_rmse 0.031370, test_mape 663.114319, test_acc 0.486672
Epoch 136, train_loss 0.001022, train_ic 0.034042, train_icir 0.369243, train_ric -0.000483, train_ricir -0.004162, train_mae 0.022728, train_rmse 0.031050, train_mape 559.983887, train_acc 0.463382, valid_loss 0.0014972045, valid_ic 0.016566, valid_icir 0.170495, valid_ric -0.012046, valid_ricir -0.081682, valid_prec@10 0.593802, valid_prec@30 0.545317, valid_mae 0.026850, valid_rmse 0.036275, valid_mape 627.611816, valid_acc 0.488905, test_loss 0.001089, ic 0.014653, icir 0.232233, ric -0.013820, ricir -0.115998, prec@10 0.565021, prec@30 0.522497, test_mae 0.021619, test_rmse 0.032139, test_mape 729.280090, test_acc 0.475943
Early stopping -----
Epoch 137, train_loss 0.001023, train_ic 0.032728, train_icir 0.464718, train_ric 0.020907, train_ricir 0.241451, train_mae 0.021168, train_rmse 0.029527, train_mape 329.889709, train_acc 0.473303, valid_loss 0.0013906913, valid_ic 0.015568, valid_icir 0.243089, valid_ric 0.002016, valid_ricir 0.019864, valid_prec@10 0.528926, valid_prec@30 0.525620, valid_mae 0.025368, valid_rmse 0.034491, valid_mape 353.650177, valid_acc 0.493362, test_loss 0.000989, ic 0.011617, icir 0.305674, ric 0.013969, ricir 0.231246, prec@10 0.523868, prec@30 0.533196, test_mae 0.020213, test_rmse 0.030495, test_mape 459.605865, test_acc 0.486947
Epoch 138, train_loss 0.001038, train_ic 0.030202, train_icir 0.336677, train_ric 0.018235, train_ricir 0.157348, train_mae 0.021577, train_rmse 0.029854, train_mape 374.224518, train_acc 0.472762, valid_loss 0.0013976266, valid_ic 0.013159, valid_icir 0.142951, valid_ric -0.003558, valid_ricir -0.025554, valid_prec@10 0.514876, valid_prec@30 0.498898, valid_mae 0.025802, valid_rmse 0.034759, valid_mape 459.233276, valid_acc 0.482408, test_loss 0.000990, ic 0.014346, icir 0.248394, ric 0.012107, ricir 0.114622, prec@10 0.529218, prec@30 0.526475, test_mae 0.020435, test_rmse 0.030491, test_mape 494.187286, test_acc 0.491660
Epoch 139, train_loss 0.001024, train_ic 0.030339, train_icir 0.348147, train_ric 0.017743, train_ricir 0.155622, train_mae 0.021650, train_rmse 0.029929, train_mape 386.115448, train_acc 0.470095, valid_loss 0.0014126065, valid_ic 0.014000, valid_icir 0.157911, valid_ric -0.001417, valid_ricir -0.010178, valid_prec@10 0.547521, valid_prec@30 0.530992, valid_mae 0.025885, valid_rmse 0.034901, valid_mape 441.400879, valid_acc 0.477818, test_loss 0.000998, ic 0.012979, icir 0.225498, ric 0.010193, ricir 0.091968, prec@10 0.516049, prec@30 0.525789, test_mae 0.020598, test_rmse 0.030624, test_mape 521.128967, test_acc 0.489875
Epoch 140, train_loss 0.001029, train_ic 0.026367, train_icir 0.306801, train_ric 0.009541, train_ricir 0.086295, train_mae 0.022961, train_rmse 0.031213, train_mape 602.291992, train_acc 0.466420, valid_loss 0.0014764277, valid_ic 0.012538, valid_icir 0.147645, valid_ric -0.007387, valid_ricir -0.056695, valid_prec@10 0.616529, valid_prec@30 0.571350, valid_mae 0.026651, valid_rmse 0.035791, valid_mape 668.460327, valid_acc 0.496724, test_loss 0.001061, ic 0.012167, icir 0.220311, ric 0.004228, ricir 0.041089, prec@10 0.553498, prec@30 0.539232, test_mae 0.021539, test_rmse 0.031691, test_mape 803.095154, test_acc 0.481248
Epoch 141, train_loss 0.001021, train_ic 0.034048, train_icir 0.526581, train_ric 0.015934, train_ricir 0.230201, train_mae 0.023439, train_rmse 0.031630, train_mape 654.440125, train_acc 0.464302, valid_loss 0.0014750203, valid_ic 0.024257, valid_icir 0.376641, valid_ric 0.012146, valid_ricir 0.141385, valid_prec@10 0.530165, valid_prec@30 0.528512, valid_mae 0.026861, valid_rmse 0.035807, valid_mape 727.714600, valid_acc 0.501976, test_loss 0.001122, ic 0.015244, icir 0.391065, ric 0.015549, ricir 0.335885, prec@10 0.516049, prec@30 0.534431, test_mae 0.022467, test_rmse 0.032594, test_mape 963.637573, test_acc 0.479130
Epoch 142, train_loss 0.001020, train_ic 0.042646, train_icir 0.514660, train_ric 0.002700, train_ricir 0.027839, train_mae 0.023416, train_rmse 0.031377, train_mape 676.171753, train_acc 0.465331, valid_loss 0.0014880677, valid_ic 0.020575, valid_icir 0.237063, valid_ric -0.010767, valid_ricir -0.086173, valid_prec@10 0.551240, valid_prec@30 0.536364, valid_mae 0.026939, valid_rmse 0.035914, valid_mape 801.700684, valid_acc 0.500136, test_loss 0.001095, ic 0.016873, icir 0.377644, ric -0.012871, ricir -0.153590, prec@10 0.517284, prec@30 0.529904, test_mae 0.022371, test_rmse 0.032233, test_mape 980.738953, test_acc 0.478574
Epoch 143, train_loss 0.001032, train_ic 0.039187, train_icir 0.577000, train_ric 0.018629, train_ricir 0.253412, train_mae 0.024639, train_rmse 0.032676, train_mape 780.487549, train_acc 0.465366, valid_loss 0.0015545877, valid_ic 0.026881, valid_icir 0.404052, valid_ric 0.013138, valid_ricir 0.137526, valid_prec@10 0.599174, valid_prec@30 0.553994, valid_mae 0.027848, valid_rmse 0.036837, valid_mape 904.564392, valid_acc 0.501857, test_loss 0.001205, ic 0.017773, icir 0.412824, ric 0.009052, ricir 0.187669, prec@10 0.567901, prec@30 0.543484, test_mae 0.023910, test_rmse 0.033890, test_mape 1193.350586, test_acc 0.480050
Epoch 144, train_loss 0.001030, train_ic 0.032062, train_icir 0.441421, train_ric 0.027164, train_ricir 0.286649, train_mae 0.021342, train_rmse 0.029617, train_mape 367.176636, train_acc 0.474097, valid_loss 0.0014135694, valid_ic 0.017754, valid_icir 0.270549, valid_ric 0.007920, valid_ricir 0.072009, valid_prec@10 0.536777, valid_prec@30 0.522865, valid_mae 0.025742, valid_rmse 0.034793, valid_mape 420.490479, valid_acc 0.475460, test_loss 0.000995, ic 0.014350, icir 0.305875, ric 0.020253, ricir 0.314472, prec@10 0.551029, prec@30 0.526200, test_mae 0.020450, test_rmse 0.030583, test_mape 500.619110, test_acc 0.497203
Epoch 145, train_loss 0.001018, train_ic 0.034713, train_icir 0.412846, train_ric 0.016950, train_ricir 0.167993, train_mae 0.024879, train_rmse 0.032906, train_mape 838.357178, train_acc 0.464099, valid_loss 0.0015790977, valid_ic 0.017164, valid_icir 0.197108, valid_ric -0.000274, valid_ricir -0.002213, valid_prec@10 0.536364, valid_prec@30 0.521074, valid_mae 0.028085, valid_rmse 0.037127, valid_mape 945.262634, valid_acc 0.498981, test_loss 0.001176, ic 0.015339, icir 0.290907, ric 0.006785, ricir 0.072788, prec@10 0.529630, prec@30 0.514678, test_mae 0.023498, test_rmse 0.033448, test_mape 1181.447510, test_acc 0.478904
Epoch 146, train_loss 0.001025, train_ic 0.038721, train_icir 0.619383, train_ric 0.018271, train_ricir 0.291279, train_mae 0.020985, train_rmse 0.029169, train_mape 317.183716, train_acc 0.471422, valid_loss 0.0013582602, valid_ic 0.024556, valid_icir 0.401378, valid_ric 0.013517, valid_ricir 0.170149, valid_prec@10 0.599587, valid_prec@30 0.568320, valid_mae 0.025330, valid_rmse 0.034186, valid_mape 335.697601, valid_acc 0.484149, test_loss 0.000971, ic 0.015478, icir 0.404218, ric 0.015282, ricir 0.326645, prec@10 0.552263, prec@30 0.549108, test_mae 0.020106, test_rmse 0.030156, test_mape 428.963593, test_acc 0.491326
Epoch 147, train_loss 0.001024, train_ic 0.043949, train_icir 0.646716, train_ric 0.032672, train_ricir 0.433577, train_mae 0.022735, train_rmse 0.030990, train_mape 579.034424, train_acc 0.466634, valid_loss 0.0014855421, valid_ic 0.030306, valid_icir 0.402913, valid_ric 0.026291, valid_ricir 0.263445, valid_prec@10 0.630579, valid_prec@30 0.592837, valid_mae 0.026650, valid_rmse 0.035825, valid_mape 629.552429, valid_acc 0.500646, test_loss 0.001105, ic 0.015141, icir 0.366835, ric 0.021133, ricir 0.355609, prec@10 0.575309, prec@30 0.550617, test_mae 0.021978, test_rmse 0.032358, test_mape 855.962830, test_acc 0.481281
Epoch 148, train_loss 0.001011, train_ic 0.046298, train_icir 0.599688, train_ric 0.009728, train_ricir 0.117152, train_mae 0.022063, train_rmse 0.030208, train_mape 497.137878, train_acc 0.464416, valid_loss 0.0014346194, valid_ic 0.028471, valid_icir 0.313198, valid_ric 0.005484, valid_ricir 0.045600, valid_prec@10 0.584298, valid_prec@30 0.577686, valid_mae 0.026042, valid_rmse 0.035112, valid_mape 570.211060, valid_acc 0.499276, test_loss 0.001032, ic 0.017148, icir 0.398837, ric -0.007363, ricir -0.104508, prec@10 0.533333, prec@30 0.541289, test_mae 0.021161, test_rmse 0.031220, test_mape 671.884521, test_acc 0.477653
Epoch 149, train_loss 0.001017, train_ic 0.040667, train_icir 0.477737, train_ric 0.006522, train_ricir 0.060862, train_mae 0.021696, train_rmse 0.029937, train_mape 407.143860, train_acc 0.467402, valid_loss 0.0013830496, valid_ic 0.022421, valid_icir 0.239033, valid_ric -0.008073, valid_ricir -0.058229, valid_prec@10 0.546694, valid_prec@30 0.529477, valid_mae 0.025751, valid_rmse 0.034601, valid_mape 485.009033, valid_acc 0.494652, test_loss 0.000999, ic 0.019278, icir 0.413443, ric -0.000428, ricir -0.004964, prec@10 0.531687, prec@30 0.542112, test_mae 0.020581, test_rmse 0.030664, test_mape 524.064758, test_acc 0.480153
Epoch 150, train_loss 0.001015, train_ic 0.037513, train_icir 0.477929, train_ric 0.021027, train_ricir 0.216330, train_mae 0.021973, train_rmse 0.029753, train_mape 464.989136, train_acc 0.469500, valid_loss 0.0014408831, valid_ic 0.016611, valid_icir 0.222518, valid_ric -0.001892, valid_ricir -0.016861, valid_prec@10 0.554959, valid_prec@30 0.520386, valid_mae 0.026419, valid_rmse 0.035121, valid_mape 555.858154, valid_acc 0.476213, test_loss 0.001016, ic 0.015950, icir 0.379349, ric 0.009498, ricir 0.128203, prec@10 0.525514, prec@30 0.533333, test_mae 0.021097, test_rmse 0.030761, test_mape 679.519592, test_acc 0.492626
Epoch 151, train_loss 0.001026, train_ic 0.039822, train_icir 0.623827, train_ric 0.034573, train_ricir 0.474695, train_mae 0.022882, train_rmse 0.031183, train_mape 582.468201, train_acc 0.469449, valid_loss 0.0014863776, valid_ic 0.030909, valid_icir 0.488524, valid_ric 0.026213, valid_ricir 0.290156, valid_prec@10 0.558678, valid_prec@30 0.538843, valid_mae 0.026683, valid_rmse 0.035785, valid_mape 629.988525, valid_acc 0.498532, test_loss 0.001102, ic 0.018410, icir 0.380100, ric 0.025289, ricir 0.397392, prec@10 0.530453, prec@30 0.538134, test_mae 0.022171, test_rmse 0.032341, test_mape 873.796326, test_acc 0.483564
Epoch 152, train_loss 0.001029, train_ic 0.026642, train_icir 0.392020, train_ric 0.020883, train_ricir 0.270723, train_mae 0.023844, train_rmse 0.031131, train_mape 635.489136, train_acc 0.469614, valid_loss 0.0015496949, valid_ic 0.008951, valid_icir 0.143197, valid_ric 0.001449, valid_ricir 0.016566, valid_prec@10 0.556198, valid_prec@30 0.524380, valid_mae 0.028064, valid_rmse 0.036371, valid_mape 756.530334, valid_acc 0.476275, test_loss 0.001108, ic 0.009864, icir 0.243232, ric 0.008918, ricir 0.139908, prec@10 0.530864, prec@30 0.523868, test_mae 0.023178, test_rmse 0.032013, test_mape 970.231018, test_acc 0.491708
Epoch 153, train_loss 0.001020, train_ic 0.029364, train_icir 0.314362, train_ric 0.014539, train_ricir 0.119279, train_mae 0.021689, train_rmse 0.029751, train_mape 398.007843, train_acc 0.471230, valid_loss 0.0014188028, valid_ic 0.012736, valid_icir 0.135831, valid_ric -0.007457, valid_ricir -0.052167, valid_prec@10 0.483884, valid_prec@30 0.491460, valid_mae 0.026072, valid_rmse 0.034906, valid_mape 424.003998, valid_acc 0.475788, test_loss 0.000991, ic 0.015857, icir 0.243044, ric 0.006388, ricir 0.052491, prec@10 0.486831, prec@30 0.506036, test_mae 0.020806, test_rmse 0.030408, test_mape 601.238403, test_acc 0.492469
Epoch 154, train_loss 0.001015, train_ic 0.032191, train_icir 0.338681, train_ric 0.010422, train_ricir 0.080928, train_mae 0.021417, train_rmse 0.029625, train_mape 371.027283, train_acc 0.470810, valid_loss 0.0014136471, valid_ic 0.012317, valid_icir 0.133352, valid_ric -0.014798, valid_ricir -0.100584, valid_prec@10 0.555372, valid_prec@30 0.527548, valid_mae 0.025797, valid_rmse 0.034764, valid_mape 403.948700, valid_acc 0.476234, test_loss 0.000981, ic 0.015843, icir 0.254747, ric -0.004332, ricir -0.035457, prec@10 0.520165, prec@30 0.528258, test_mae 0.020490, test_rmse 0.030293, test_mape 490.925720, test_acc 0.491197
Epoch 155, train_loss 0.001018, train_ic 0.036825, train_icir 0.592681, train_ric 0.035128, train_ricir 0.512396, train_mae 0.028126, train_rmse 0.035727, train_mape 1092.097656, train_acc 0.461983, valid_loss 0.0017593802, valid_ic 0.024515, valid_icir 0.414086, valid_ric 0.025829, valid_ricir 0.303072, valid_prec@10 0.594215, valid_prec@30 0.574105, valid_mae 0.030662, valid_rmse 0.039244, valid_mape 1243.151489, valid_acc 0.498300, test_loss 0.001443, ic 0.011801, icir 0.255928, ric 0.025609, ricir 0.395602, prec@10 0.541975, prec@30 0.542661, test_mae 0.027887, test_rmse 0.037122, test_mape 1702.536621, test_acc 0.478175
