Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 113, train_loss 0.001104, train_ic 0.044668, train_icir 0.620962, train_ric 0.019928, train_ricir 0.273120, train_mae 0.020564, train_rmse 0.027018, train_mape 126.169754, train_acc 0.698059, valid_loss 0.0013483124, valid_ic 0.012114, valid_icir 0.338982, valid_ric 0.004319, valid_ricir 0.101662, valid_prec@10 0.590123, valid_prec@30 0.557339, valid_mae 0.025831, valid_rmse 0.040040, valid_mape 207.540421, valid_acc 0.234241, test_loss 0.001849, ic 0.008757, icir 0.175870, ric 0.008213, ricir 0.187500, prec@10 0.540329, prec@30 0.539369, test_mae 0.021196, test_rmse 0.039951, test_mape 237.487976, test_acc 0.388119
Epoch 114, train_loss 0.001111, train_ic 0.046574, train_icir 0.582349, train_ric 0.016622, train_ricir 0.183168, train_mae 0.025900, train_rmse 0.034929, train_mape 202.771164, train_acc 0.269853, valid_loss 0.0012988604, valid_ic 0.014207, valid_icir 0.384862, valid_ric 0.002537, valid_ricir 0.043636, valid_prec@10 0.590535, valid_prec@30 0.562551, valid_mae 0.020296, valid_rmse 0.035890, valid_mape 141.739548, valid_acc 0.571744, test_loss 0.001800, ic 0.008778, icir 0.194695, ric 0.004097, ricir 0.074176, prec@10 0.526337, prec@30 0.533196, test_mae 0.018937, test_rmse 0.038183, test_mape 212.217850, test_acc 0.552475
Epoch 115, train_loss 0.001108, train_ic 0.030941, train_icir 0.371042, train_ric 0.014607, train_ricir 0.153396, train_mae 0.022783, train_rmse 0.033101, train_mape 184.439026, train_acc 0.678292, valid_loss 0.0015568819, valid_ic 0.009499, valid_icir 0.308553, valid_ric 0.002516, valid_ricir 0.035850, valid_prec@10 0.582716, valid_prec@30 0.567490, valid_mae 0.032839, valid_rmse 0.044740, valid_mape 319.298035, valid_acc 0.206770, test_loss 0.002049, ic 0.006800, icir 0.214332, ric 0.000139, ricir 0.002036, prec@10 0.514403, prec@30 0.519890, test_mae 0.027428, test_rmse 0.043380, test_mape 409.559570, test_acc 0.370297
Epoch 116, train_loss 0.001085, train_ic 0.039471, train_icir 0.456609, train_ric 0.014388, train_ricir 0.150766, train_mae 0.031610, train_rmse 0.043494, train_mape 135.634033, train_acc 0.477836, valid_loss 0.0013744676, valid_ic 0.007245, valid_icir 0.150136, valid_ric -0.000169, valid_ricir -0.002063, valid_prec@10 0.603292, valid_prec@30 0.597942, valid_mae 0.025780, valid_rmse 0.040101, valid_mape 214.223068, valid_acc 0.276429, test_loss 0.001860, ic 0.009063, icir 0.170941, ric 0.010047, ricir 0.132324, prec@10 0.543621, prec@30 0.550343, test_mae 0.020683, test_rmse 0.039439, test_mape 246.078751, test_acc 0.431683
Epoch 117, train_loss 0.001104, train_ic 0.038279, train_icir 0.468738, train_ric 0.001067, train_ricir 0.012298, train_mae 0.014708, train_rmse 0.020743, train_mape 160.353409, train_acc 0.696816, valid_loss 0.0013691557, valid_ic 0.019902, valid_icir 0.454072, valid_ric 0.002417, valid_ricir 0.035820, valid_prec@10 0.583539, valid_prec@30 0.548697, valid_mae 0.026421, valid_rmse 0.039832, valid_mape 216.526123, valid_acc 0.244052, test_loss 0.001845, ic 0.007930, icir 0.265255, ric -0.010012, ricir -0.174290, prec@10 0.527572, prec@30 0.521811, test_mae 0.021845, test_rmse 0.039907, test_mape 257.179871, test_acc 0.372717
Epoch 118, train_loss 0.001095, train_ic 0.027701, train_icir 0.264759, train_ric 0.005563, train_ricir 0.045317, train_mae 0.020719, train_rmse 0.029693, train_mape 190.645615, train_acc 0.462657, valid_loss 0.0013671780, valid_ic 0.020921, valid_icir 0.337241, valid_ric 0.005373, valid_ricir 0.044919, valid_prec@10 0.583128, valid_prec@30 0.542798, valid_mae 0.023871, valid_rmse 0.037937, valid_mape 206.762009, valid_acc 0.449105, test_loss 0.001843, ic 0.006809, icir 0.177123, ric -0.011419, ricir -0.102193, prec@10 0.543210, prec@30 0.530316, test_mae 0.021450, test_rmse 0.039112, test_mape 272.987549, test_acc 0.474807
Epoch 119, train_loss 0.001091, train_ic 0.041465, train_icir 0.472732, train_ric 0.010229, train_ricir 0.101000, train_mae 0.013153, train_rmse 0.019418, train_mape 145.220108, train_acc 0.506298, valid_loss 0.0012805337, valid_ic 0.018747, valid_icir 0.452300, valid_ric 0.005343, valid_ricir 0.057893, valid_prec@10 0.580247, valid_prec@30 0.555967, valid_mae 0.020162, valid_rmse 0.035399, valid_mape 150.324188, valid_acc 0.604611, test_loss 0.001761, ic 0.007526, icir 0.207322, ric -0.008542, ricir -0.105135, prec@10 0.524691, prec@30 0.528669, test_mae 0.019287, test_rmse 0.037865, test_mape 213.741257, test_acc 0.524972
Epoch 120, train_loss 0.001092, train_ic 0.043670, train_icir 0.561038, train_ric 0.013036, train_ricir 0.156547, train_mae 0.038360, train_rmse 0.043607, train_mape 106.988945, train_acc 0.402321, valid_loss 0.0012767740, valid_ic 0.013922, valid_icir 0.387634, valid_ric 0.004233, valid_ricir 0.060238, valid_prec@10 0.582305, valid_prec@30 0.556516, valid_mae 0.020778, valid_rmse 0.035737, valid_mape 149.698776, valid_acc 0.525386, test_loss 0.001742, ic 0.007680, icir 0.196728, ric -0.004859, ricir -0.081540, prec@10 0.554733, prec@30 0.538272, test_mae 0.018917, test_rmse 0.037589, test_mape 193.724960, test_acc 0.518812
Epoch 121, train_loss 0.001093, train_ic 0.040239, train_icir 0.500523, train_ric 0.013560, train_ricir 0.157078, train_mae 0.014640, train_rmse 0.020490, train_mape 274.225677, train_acc 0.628956, valid_loss 0.0014142804, valid_ic 0.008494, valid_icir 0.156173, valid_ric -0.000713, valid_ricir -0.010800, valid_prec@10 0.560905, valid_prec@30 0.549794, valid_mae 0.019816, valid_rmse 0.035556, valid_mape 193.022552, valid_acc 0.697326, test_loss 0.001885, ic 0.008362, icir 0.117760, ric 0.001981, ricir 0.028627, prec@10 0.576955, prec@30 0.553224, test_mae 0.021660, test_rmse 0.038939, test_mape 334.822083, test_acc 0.583278
Epoch 122, train_loss 0.001084, train_ic 0.046807, train_icir 0.561354, train_ric 0.009225, train_ricir 0.106518, train_mae 0.016375, train_rmse 0.021328, train_mape 266.845428, train_acc 0.372999, valid_loss 0.0013249295, valid_ic 0.019757, valid_icir 0.493839, valid_ric 0.003219, valid_ricir 0.052986, valid_prec@10 0.580658, valid_prec@30 0.558299, valid_mae 0.018421, valid_rmse 0.033820, valid_mape 161.372177, valid_acc 0.705666, test_loss 0.001793, ic 0.009374, icir 0.255173, ric -0.006945, ricir -0.132142, prec@10 0.532922, prec@30 0.534156, test_mae 0.019654, test_rmse 0.037511, test_mape 276.467651, test_acc 0.567437
Epoch 123, train_loss 0.001089, train_ic 0.045537, train_icir 0.494884, train_ric 0.011414, train_ricir 0.108986, train_mae 0.017858, train_rmse 0.024557, train_mape 147.968979, train_acc 0.423184, valid_loss 0.0012896584, valid_ic 0.023407, valid_icir 0.470772, valid_ric 0.006491, valid_ricir 0.068124, valid_prec@10 0.577778, valid_prec@30 0.559396, valid_mae 0.019353, valid_rmse 0.034952, valid_mape 159.689117, valid_acc 0.638214, test_loss 0.001759, ic 0.010307, icir 0.229101, ric -0.007737, ricir -0.104850, prec@10 0.546914, prec@30 0.544444, test_mae 0.019835, test_rmse 0.037923, test_mape 238.278824, test_acc 0.521892
Epoch 124, train_loss 0.001080, train_ic 0.050298, train_icir 0.586637, train_ric 0.030215, train_ricir 0.296099, train_mae 0.011924, train_rmse 0.018722, train_mape 167.432953, train_acc 0.488056, valid_loss 0.0013051663, valid_ic 0.023111, valid_icir 0.537577, valid_ric 0.014538, valid_ricir 0.179307, valid_prec@10 0.565844, valid_prec@30 0.554870, valid_mae 0.021056, valid_rmse 0.036143, valid_mape 168.065887, valid_acc 0.558008, test_loss 0.001776, ic 0.012111, icir 0.259884, ric 0.005970, ricir 0.081350, prec@10 0.505350, prec@30 0.513717, test_mae 0.020131, test_rmse 0.038478, test_mape 220.230743, test_acc 0.501650
Epoch 125, train_loss 0.001073, train_ic 0.035829, train_icir 0.363367, train_ric 0.014914, train_ricir 0.130017, train_mae 0.017377, train_rmse 0.021800, train_mape 414.080872, train_acc 0.494184, valid_loss 0.0014282059, valid_ic 0.020030, valid_icir 0.366850, valid_ric 0.009984, valid_ricir 0.090531, valid_prec@10 0.573251, valid_prec@30 0.547325, valid_mae 0.018405, valid_rmse 0.032881, valid_mape 220.683716, valid_acc 0.701741, test_loss 0.001892, ic 0.006720, icir 0.207697, ric -0.008865, ricir -0.082088, prec@10 0.506584, prec@30 0.506173, test_mae 0.022503, test_rmse 0.038711, test_mape 396.268463, test_acc 0.557536
Epoch 126, train_loss 0.001081, train_ic 0.032716, train_icir 0.313459, train_ric 0.010511, train_ricir 0.087536, train_mae 0.015375, train_rmse 0.023990, train_mape 222.778625, train_acc 0.443631, valid_loss 0.0013136271, valid_ic 0.021653, valid_icir 0.354236, valid_ric 0.008723, valid_ricir 0.071667, valid_prec@10 0.574486, valid_prec@30 0.549931, valid_mae 0.020429, valid_rmse 0.034976, valid_mape 184.356262, valid_acc 0.568801, test_loss 0.001762, ic 0.007573, icir 0.207391, ric -0.010018, ricir -0.089098, prec@10 0.540741, prec@30 0.532236, test_mae 0.020547, test_rmse 0.037885, test_mape 264.740601, test_acc 0.500110
Epoch 127, train_loss 0.001091, train_ic 0.039440, train_icir 0.551530, train_ric 0.017246, train_ricir 0.222782, train_mae 0.013693, train_rmse 0.020387, train_mape 1261.261230, train_acc 0.420886, valid_loss 0.0013008147, valid_ic 0.020505, valid_icir 0.555153, valid_ric 0.013394, valid_ricir 0.225542, valid_prec@10 0.559671, valid_prec@30 0.542250, valid_mae 0.019883, valid_rmse 0.035140, valid_mape 146.865280, valid_acc 0.624234, test_loss 0.001746, ic 0.008745, icir 0.252624, ric 0.000690, ricir 0.013093, prec@10 0.518519, prec@30 0.510837, test_mae 0.019594, test_rmse 0.037606, test_mape 229.351303, test_acc 0.522552
Epoch 128, train_loss 0.001093, train_ic 0.058006, train_icir 0.638017, train_ric 0.009957, train_ricir 0.097072, train_mae 0.014964, train_rmse 0.023834, train_mape 167.419022, train_acc 0.451008, valid_loss 0.0013192060, valid_ic 0.020600, valid_icir 0.411615, valid_ric -0.001599, valid_ricir -0.023204, valid_prec@10 0.587243, valid_prec@30 0.572291, valid_mae 0.025633, valid_rmse 0.039075, valid_mape 197.689407, valid_acc 0.242335, test_loss 0.001777, ic 0.011949, icir 0.224602, ric -0.008796, ricir -0.145953, prec@10 0.562551, prec@30 0.545679, test_mae 0.021079, test_rmse 0.038879, test_mape 223.380234, test_acc 0.385259
Epoch 129, train_loss 0.001095, train_ic 0.042377, train_icir 0.616107, train_ric 0.028302, train_ricir 0.402180, train_mae 0.024163, train_rmse 0.029082, train_mape 298.331360, train_acc 0.277490, valid_loss 0.0014648461, valid_ic 0.007544, valid_icir 0.208573, valid_ric 0.007140, valid_ricir 0.138795, valid_prec@10 0.567490, valid_prec@30 0.579835, valid_mae 0.019264, valid_rmse 0.033331, valid_mape 223.001236, valid_acc 0.740741, test_loss 0.001881, ic 0.007862, icir 0.154830, ric 0.013664, ricir 0.257277, prec@10 0.532922, prec@30 0.545542, test_mae 0.022079, test_rmse 0.037822, test_mape 367.654297, test_acc 0.590759
Epoch 130, train_loss 0.001093, train_ic 0.042669, train_icir 0.585201, train_ric 0.016179, train_ricir 0.220528, train_mae 0.051466, train_rmse 0.060259, train_mape 98.280937, train_acc 0.694597, valid_loss 0.0012560318, valid_ic 0.009461, valid_icir 0.260832, valid_ric 0.002637, valid_ricir 0.057912, valid_prec@10 0.567901, valid_prec@30 0.557613, valid_mae 0.022409, valid_rmse 0.036421, valid_mape 155.148590, valid_acc 0.396125, test_loss 0.001679, ic 0.009085, icir 0.192072, ric 0.005848, ricir 0.148629, prec@10 0.545267, prec@30 0.549108, test_mae 0.019329, test_rmse 0.037187, test_mape 183.144974, test_acc 0.455446
Epoch 131, train_loss 0.001091, train_ic 0.034755, train_icir 0.394300, train_ric 0.027563, train_ricir 0.259878, train_mae 0.019189, train_rmse 0.025331, train_mape 179.761490, train_acc 0.326724, valid_loss 0.0013576855, valid_ic 0.022472, valid_icir 0.449777, valid_ric 0.014740, valid_ricir 0.136864, valid_prec@10 0.574897, valid_prec@30 0.551029, valid_mae 0.019100, valid_rmse 0.033967, valid_mape 177.751190, valid_acc 0.665195, test_loss 0.001769, ic 0.008402, icir 0.237332, ric 0.004957, ricir 0.052619, prec@10 0.493004, prec@30 0.512209, test_mae 0.019950, test_rmse 0.036969, test_mape 272.596527, test_acc 0.549835
Epoch 132, train_loss 0.001075, train_ic 0.038355, train_icir 0.510904, train_ric 0.009479, train_ricir 0.117229, train_mae 0.054008, train_rmse 0.063367, train_mape 115.730034, train_acc 0.728313, valid_loss 0.0012503256, valid_ic 0.011624, valid_icir 0.314506, valid_ric -0.000706, valid_ricir -0.015129, valid_prec@10 0.611523, valid_prec@30 0.556927, valid_mae 0.022029, valid_rmse 0.036263, valid_mape 152.847687, valid_acc 0.440029, test_loss 0.001668, ic 0.008212, icir 0.177274, ric 0.002748, ricir 0.064689, prec@10 0.537449, prec@30 0.542524, test_mae 0.019380, test_rmse 0.037179, test_mape 185.089218, test_acc 0.464246
Epoch 133, train_loss 0.001079, train_ic 0.044428, train_icir 0.557473, train_ric 0.015743, train_ricir 0.177939, train_mae 0.072749, train_rmse 0.078783, train_mape 96.399391, train_acc 0.771214, valid_loss 0.0012518805, valid_ic 0.018969, valid_icir 0.519823, valid_ric 0.009961, valid_ricir 0.129900, valid_prec@10 0.565844, valid_prec@30 0.555007, valid_mae 0.022134, valid_rmse 0.035988, valid_mape 157.782089, valid_acc 0.383615, test_loss 0.001679, ic 0.008524, icir 0.284863, ric -0.001641, ricir -0.024089, prec@10 0.490535, prec@30 0.504115, test_mae 0.019635, test_rmse 0.037263, test_mape 195.136673, test_acc 0.421342
Epoch 134, train_loss 0.001098, train_ic 0.053454, train_icir 0.690764, train_ric 0.026815, train_ricir 0.321026, train_mae 0.015792, train_rmse 0.023983, train_mape 182.146912, train_acc 0.478987, valid_loss 0.0013059953, valid_ic 0.018878, valid_icir 0.510134, valid_ric 0.010050, valid_ricir 0.199895, valid_prec@10 0.544444, valid_prec@30 0.553224, valid_mae 0.024455, valid_rmse 0.037893, valid_mape 186.407303, valid_acc 0.311749, test_loss 0.001727, ic 0.011804, icir 0.245911, ric 0.005774, ricir 0.124358, prec@10 0.533745, prec@30 0.535802, test_mae 0.021217, test_rmse 0.038207, test_mape 236.048264, test_acc 0.400220
Epoch 135, train_loss 0.001098, train_ic 0.037893, train_icir 0.497497, train_ric 0.013856, train_ricir 0.166148, train_mae 0.020050, train_rmse 0.025254, train_mape 364.775635, train_acc 0.412454, valid_loss 0.0014293994, valid_ic 0.010692, valid_icir 0.282753, valid_ric 0.000290, valid_ricir 0.005723, valid_prec@10 0.588889, valid_prec@30 0.543347, valid_mae 0.018469, valid_rmse 0.032379, valid_mape 218.752792, valid_acc 0.743684, test_loss 0.001833, ic 0.007539, icir 0.158974, ric 0.003269, ricir 0.071376, prec@10 0.530453, prec@30 0.529218, test_mae 0.022230, test_rmse 0.037548, test_mape 384.281219, test_acc 0.591859
Epoch 136, train_loss 0.001066, train_ic 0.041597, train_icir 0.517230, train_ric 0.016143, train_ricir 0.184235, train_mae 0.052487, train_rmse 0.060612, train_mape 109.756020, train_acc 0.277719, valid_loss 0.0012722040, valid_ic 0.018226, valid_icir 0.515469, valid_ric 0.009121, valid_ricir 0.153117, valid_prec@10 0.548148, valid_prec@30 0.546776, valid_mae 0.020290, valid_rmse 0.034717, valid_mape 149.571426, valid_acc 0.566838, test_loss 0.001698, ic 0.008662, icir 0.273865, ric 0.006306, ricir 0.115988, prec@10 0.504527, prec@30 0.503567, test_mae 0.019509, test_rmse 0.037115, test_mape 218.008453, test_acc 0.516832
Epoch 137, train_loss 0.001087, train_ic 0.034419, train_icir 0.422856, train_ric 0.021296, train_ricir 0.238501, train_mae 0.039936, train_rmse 0.047930, train_mape 16392.591797, train_acc 0.188620, valid_loss 0.0014103370, valid_ic 0.014265, valid_icir 0.365154, valid_ric 0.009936, valid_ricir 0.120003, valid_prec@10 0.579835, valid_prec@30 0.549246, valid_mae 0.017817, valid_rmse 0.031727, valid_mape 209.876678, valid_acc 0.716949, test_loss 0.001817, ic 0.007092, icir 0.225186, ric 0.004788, ricir 0.061648, prec@10 0.515638, prec@30 0.513717, test_mae 0.021718, test_rmse 0.037148, test_mape 377.759705, test_acc 0.574917
Epoch 138, train_loss 0.001079, train_ic 0.044887, train_icir 0.457257, train_ric 0.017889, train_ricir 0.160831, train_mae 0.016652, train_rmse 0.024153, train_mape 121.466743, train_acc 0.703743, valid_loss 0.0013282290, valid_ic 0.028356, valid_icir 0.495646, valid_ric 0.012133, valid_ricir 0.112165, valid_prec@10 0.552263, valid_prec@30 0.547188, valid_mae 0.018147, valid_rmse 0.032144, valid_mape 185.033340, valid_acc 0.687270, test_loss 0.001746, ic 0.011248, icir 0.366638, ric -0.007042, ricir -0.066271, prec@10 0.522634, prec@30 0.521262, test_mae 0.020687, test_rmse 0.036807, test_mape 331.706818, test_acc 0.559956
Epoch 139, train_loss 0.001066, train_ic 0.031810, train_icir 0.434692, train_ric 0.018693, train_ricir 0.236464, train_mae 0.013356, train_rmse 0.019284, train_mape 209.379105, train_acc 0.415602, valid_loss 0.0013131565, valid_ic 0.019401, valid_icir 0.496032, valid_ric 0.010721, valid_ricir 0.165654, valid_prec@10 0.557202, valid_prec@30 0.538957, valid_mae 0.025297, valid_rmse 0.037665, valid_mape 201.178223, valid_acc 0.291391, test_loss 0.001710, ic 0.008493, icir 0.335966, ric 0.004584, ricir 0.071327, prec@10 0.512757, prec@30 0.512071, test_mae 0.021358, test_rmse 0.037892, test_mape 252.031738, test_acc 0.403960
Epoch 140, train_loss 0.001068, train_ic 0.034273, train_icir 0.427685, train_ric 0.015946, train_ricir 0.181999, train_mae 0.015267, train_rmse 0.022041, train_mape 192.676819, train_acc 0.504565, valid_loss 0.0012420598, valid_ic 0.015235, valid_icir 0.396334, valid_ric 0.008512, valid_ricir 0.117555, valid_prec@10 0.571193, valid_prec@30 0.548834, valid_mae 0.019020, valid_rmse 0.033408, valid_mape 146.974152, valid_acc 0.636497, test_loss 0.001633, ic 0.007655, icir 0.217058, ric 0.003321, ricir 0.053316, prec@10 0.512757, prec@30 0.525240, test_mae 0.019134, test_rmse 0.036097, test_mape 231.825546, test_acc 0.542794
Epoch 141, train_loss 0.001073, train_ic 0.050320, train_icir 0.534390, train_ric -0.003142, train_ricir -0.030052, train_mae 0.013466, train_rmse 0.018659, train_mape 149.172836, train_acc 0.459874, valid_loss 0.0012941013, valid_ic 0.027287, valid_icir 0.481075, valid_ric -0.002684, valid_ricir -0.038884, valid_prec@10 0.588477, valid_prec@30 0.574760, valid_mae 0.023111, valid_rmse 0.036592, valid_mape 177.848984, valid_acc 0.440275, test_loss 0.001684, ic 0.013423, icir 0.266365, ric -0.011321, ricir -0.185670, prec@10 0.537449, prec@30 0.548560, test_mae 0.020231, test_rmse 0.037147, test_mape 225.784134, test_acc 0.479868
Epoch 142, train_loss 0.001082, train_ic 0.040193, train_icir 0.547984, train_ric 0.026081, train_ricir 0.335289, train_mae 0.027417, train_rmse 0.035261, train_mape 128.909439, train_acc 0.802457, valid_loss 0.0014846857, valid_ic 0.009897, valid_icir 0.300484, valid_ric 0.009082, valid_ricir 0.176192, valid_prec@10 0.590535, valid_prec@30 0.602195, valid_mae 0.030999, valid_rmse 0.042167, valid_mape 290.755066, valid_acc 0.201619, test_loss 0.001856, ic 0.008202, icir 0.239413, ric 0.008929, ricir 0.200283, prec@10 0.516049, prec@30 0.539506, test_mae 0.025878, test_rmse 0.040864, test_mape 373.111267, test_acc 0.369637
Epoch 143, train_loss 0.001076, train_ic 0.041976, train_icir 0.524351, train_ric 0.024353, train_ricir 0.272329, train_mae 0.016499, train_rmse 0.021123, train_mape 283.616608, train_acc 0.324133, valid_loss 0.0012667410, valid_ic 0.015811, valid_icir 0.388131, valid_ric 0.007980, valid_ricir 0.105690, valid_prec@10 0.572428, valid_prec@30 0.549794, valid_mae 0.017912, valid_rmse 0.032217, valid_mape 162.329071, valid_acc 0.688742, test_loss 0.001646, ic 0.009220, icir 0.210135, ric 0.006982, ricir 0.118680, prec@10 0.525926, prec@30 0.531687, test_mae 0.019289, test_rmse 0.035616, test_mape 264.651428, test_acc 0.555776
Epoch 144, train_loss 0.001078, train_ic 0.043456, train_icir 0.490441, train_ric 0.024945, train_ricir 0.244147, train_mae 0.021954, train_rmse 0.029428, train_mape 325.708618, train_acc 0.564121, valid_loss 0.0015463891, valid_ic 0.027766, valid_icir 0.547163, valid_ric 0.018150, valid_ricir 0.176953, valid_prec@10 0.567901, valid_prec@30 0.555007, valid_mae 0.032862, valid_rmse 0.043192, valid_mape 319.236023, valid_acc 0.211921, test_loss 0.001915, ic 0.011091, icir 0.363694, ric 0.002015, ricir 0.020476, prec@10 0.515226, prec@30 0.520027, test_mae 0.027108, test_rmse 0.041306, test_mape 398.041992, test_acc 0.370297
Epoch 145, train_loss 0.001056, train_ic 0.049123, train_icir 0.684506, train_ric 0.031620, train_ricir 0.407311, train_mae 0.017668, train_rmse 0.024054, train_mape 856.704163, train_acc 0.417314, valid_loss 0.0013829667, valid_ic 0.013368, valid_icir 0.328055, valid_ric 0.009447, valid_ricir 0.191592, valid_prec@10 0.576955, valid_prec@30 0.555830, valid_mae 0.028572, valid_rmse 0.040946, valid_mape 256.351074, valid_acc 0.203826, test_loss 0.001769, ic 0.010809, icir 0.186784, ric 0.016211, ricir 0.284899, prec@10 0.554321, prec@30 0.540878, test_mae 0.023619, test_rmse 0.039272, test_mape 314.522156, test_acc 0.371177
Epoch 146, train_loss 0.001083, train_ic 0.055725, train_icir 0.655358, train_ric 0.018552, train_ricir 0.197580, train_mae 0.020643, train_rmse 0.027282, train_mape 276.194550, train_acc 0.289038, valid_loss 0.0013443544, valid_ic 0.024005, valid_icir 0.591425, valid_ric 0.010809, valid_ricir 0.175056, valid_prec@10 0.568313, valid_prec@30 0.563512, valid_mae 0.027757, valid_rmse 0.039657, valid_mape 240.581055, valid_acc 0.210939, test_loss 0.001715, ic 0.011873, icir 0.311266, ric 0.003983, ricir 0.073002, prec@10 0.521399, prec@30 0.522222, test_mae 0.022536, test_rmse 0.038356, test_mape 292.263428, test_acc 0.370957
Epoch 147, train_loss 0.001069, train_ic 0.037758, train_icir 0.445795, train_ric 0.032032, train_ricir 0.377219, train_mae 0.022651, train_rmse 0.028578, train_mape 172.846161, train_acc 0.293487, valid_loss 0.0013605288, valid_ic 0.000372, valid_icir 0.005245, valid_ric 0.004758, valid_ricir 0.053724, valid_prec@10 0.591770, valid_prec@30 0.589300, valid_mae 0.022477, valid_rmse 0.037338, valid_mape 186.657928, valid_acc 0.578366, test_loss 0.001737, ic 0.009351, icir 0.107558, ric 0.019196, ricir 0.203420, prec@10 0.553909, prec@30 0.563649, test_mae 0.020768, test_rmse 0.037552, test_mape 275.631989, test_acc 0.538394
Epoch 148, train_loss 0.001060, train_ic 0.042947, train_icir 0.603530, train_ric 0.021760, train_ricir 0.285915, train_mae 0.016513, train_rmse 0.025084, train_mape 150.270599, train_acc 0.466048, valid_loss 0.0012147727, valid_ic 0.016816, valid_icir 0.479953, valid_ric 0.007586, valid_ricir 0.140074, valid_prec@10 0.595473, valid_prec@30 0.556241, valid_mae 0.020672, valid_rmse 0.034418, valid_mape 149.050278, valid_acc 0.518028, test_loss 0.001586, ic 0.009550, icir 0.220370, ric 0.004151, ricir 0.091829, prec@10 0.534979, prec@30 0.523045, test_mae 0.019112, test_rmse 0.035683, test_mape 208.826584, test_acc 0.499230
Epoch 149, train_loss 0.001077, train_ic 0.035260, train_icir 0.345865, train_ric 0.009894, train_ricir 0.082934, train_mae 0.021667, train_rmse 0.029470, train_mape 135.219757, train_acc 0.600567, valid_loss 0.0013822288, valid_ic 0.021199, valid_icir 0.360500, valid_ric 0.007514, valid_ricir 0.065050, valid_prec@10 0.580247, valid_prec@30 0.556241, valid_mae 0.025994, valid_rmse 0.038730, valid_mape 223.998001, valid_acc 0.387785, test_loss 0.001747, ic 0.008603, icir 0.211448, ric -0.009646, ricir -0.094360, prec@10 0.551440, prec@30 0.536077, test_mae 0.022403, test_rmse 0.038205, test_mape 254.227997, test_acc 0.427283
Epoch 150, train_loss 0.001065, train_ic 0.045482, train_icir 0.528116, train_ric 0.030711, train_ricir 0.322911, train_mae 0.017488, train_rmse 0.023991, train_mape 150.439377, train_acc 0.470425, valid_loss 0.0012714071, valid_ic 0.010731, valid_icir 0.190886, valid_ric 0.007262, valid_ricir 0.081086, valid_prec@10 0.568724, valid_prec@30 0.546639, valid_mae 0.025275, valid_rmse 0.037865, valid_mape 192.479584, valid_acc 0.261467, test_loss 0.001632, ic 0.012209, icir 0.192980, ric 0.019760, ricir 0.222511, prec@10 0.554321, prec@30 0.536214, test_mae 0.020288, test_rmse 0.036702, test_mape 244.262863, test_acc 0.431243
Epoch 151, train_loss 0.001071, train_ic 0.044103, train_icir 0.465703, train_ric 0.013089, train_ricir 0.119211, train_mae 0.015251, train_rmse 0.023911, train_mape 162.755325, train_acc 0.459813, valid_loss 0.0012347128, valid_ic 0.021247, valid_icir 0.414820, valid_ric 0.005469, valid_ricir 0.050491, valid_prec@10 0.579012, valid_prec@30 0.555144, valid_mae 0.022337, valid_rmse 0.035111, valid_mape 158.070236, valid_acc 0.419426, test_loss 0.001588, ic 0.009602, icir 0.291451, ric -0.008452, ricir -0.085798, prec@10 0.537860, prec@30 0.536626, test_mae 0.019907, test_rmse 0.035991, test_mape 203.439682, test_acc 0.429263
Epoch 152, train_loss 0.001072, train_ic 0.043968, train_icir 0.543944, train_ric 0.009464, train_ricir 0.107572, train_mae 0.032501, train_rmse 0.039097, train_mape 385.209167, train_acc 0.194247, valid_loss 0.0016533411, valid_ic 0.012227, valid_icir 0.238885, valid_ric -0.001961, valid_ricir -0.028680, valid_prec@10 0.596296, valid_prec@30 0.563649, valid_mae 0.037254, valid_rmse 0.047401, valid_mape 389.365967, valid_acc 0.192053, test_loss 0.002016, ic 0.010739, icir 0.182230, ric 0.004795, ricir 0.072799, prec@10 0.542798, prec@30 0.544444, test_mae 0.030119, test_rmse 0.043545, test_mape 501.457062, test_acc 0.366997
Epoch 153, train_loss 0.001063, train_ic 0.039142, train_icir 0.516913, train_ric 0.026874, train_ricir 0.325168, train_mae 0.021197, train_rmse 0.031310, train_mape 152.622696, train_acc 0.354678, valid_loss 0.0013157826, valid_ic 0.019971, valid_icir 0.446359, valid_ric 0.009320, valid_ricir 0.137880, valid_prec@10 0.566667, valid_prec@30 0.544719, valid_mae 0.023475, valid_rmse 0.036486, valid_mape 165.245529, valid_acc 0.386804, test_loss 0.001625, ic 0.010221, icir 0.251236, ric 0.009657, ricir 0.168040, prec@10 0.547737, prec@30 0.532922, test_mae 0.019699, test_rmse 0.035941, test_mape 195.943527, test_acc 0.462926
