Dataset:  CSI2259
Radom seed: 1234
GPU: 5
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 32,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI2259",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 114, train_loss 0.001105, train_ic 0.032782, train_icir 0.398608, train_ric 0.025362, train_ricir 0.281074, train_mae 0.023667, train_rmse 0.030060, train_mape 20669.300781, train_acc 0.490925, valid_loss 0.0014374729, valid_ic 0.009674, valid_icir 0.257181, valid_ric 0.013297, valid_ricir 0.236636, valid_prec@10 0.567623, valid_prec@30 0.524863, valid_mae 0.022915, valid_rmse 0.030361, valid_mape 484.657806, valid_acc 0.597167, test_loss 0.001896, ic 0.006848, icir 0.163757, ric 0.006185, ricir 0.087491, prec@10 0.564198, prec@30 0.538820, test_mae 0.022713, test_rmse 0.037734, test_mape 347.846741, test_acc 0.714033
Epoch 115, train_loss 0.001093, train_ic 0.053974, train_icir 0.562335, train_ric 0.033700, train_ricir 0.301592, train_mae 0.012270, train_rmse 0.020096, train_mape 127.138245, train_acc 0.391324, valid_loss 0.0008981022, valid_ic 0.008655, valid_icir 0.214579, valid_ric -0.001757, valid_ricir -0.023250, valid_prec@10 0.581557, valid_prec@30 0.562158, valid_mae 0.013233, valid_rmse 0.024559, valid_mape 144.353287, valid_acc 0.588313, test_loss 0.001324, ic 0.007615, icir 0.190954, ric 0.007878, ricir 0.079173, prec@10 0.571193, prec@30 0.562551, test_mae 0.020032, test_rmse 0.036929, test_mape 147.532425, test_acc 0.452855
Epoch 116, train_loss 0.001119, train_ic 0.039728, train_icir 0.417986, train_ric 0.043383, train_ricir 0.385223, train_mae 0.029086, train_rmse 0.035631, train_mape 196.069000, train_acc 0.288623, valid_loss 0.0010371523, valid_ic 0.004239, valid_icir 0.095097, valid_ric 0.016410, valid_ricir 0.183114, valid_prec@10 0.571311, valid_prec@30 0.546858, valid_mae 0.016257, valid_rmse 0.025758, valid_mape 266.989075, valid_acc 0.604692, test_loss 0.001469, ic -0.002398, icir -0.053440, ric 0.006376, ricir 0.059992, prec@10 0.572428, prec@30 0.540055, test_mae 0.019050, test_rmse 0.035962, test_mape 200.884598, test_acc 0.699867
Epoch 117, train_loss 0.001134, train_ic 0.041674, train_icir 0.459737, train_ric 0.039061, train_ricir 0.369299, train_mae 0.011348, train_rmse 0.017862, train_mape 152.656082, train_acc 0.455954, valid_loss 0.0008970952, valid_ic 0.010503, valid_icir 0.306285, valid_ric 0.018554, valid_ricir 0.249634, valid_prec@10 0.550000, valid_prec@30 0.546038, valid_mae 0.015160, valid_rmse 0.025951, valid_mape 165.135666, valid_acc 0.405932, test_loss 0.001294, ic 0.006479, icir 0.180147, ric 0.012308, ricir 0.118318, prec@10 0.572840, prec@30 0.546091, test_mae 0.020518, test_rmse 0.037499, test_mape 151.548813, test_acc 0.436476
Epoch 118, train_loss 0.001094, train_ic 0.041722, train_icir 0.467181, train_ric 0.058404, train_ricir 0.512432, train_mae 0.018541, train_rmse 0.024598, train_mape 132.918518, train_acc 0.417441, valid_loss 0.0008945346, valid_ic 0.005830, valid_icir 0.137471, valid_ric 0.029593, valid_ricir 0.355117, valid_prec@10 0.565984, valid_prec@30 0.544126, valid_mae 0.014103, valid_rmse 0.025737, valid_mape 152.254623, valid_acc 0.425852, test_loss 0.001327, ic 0.000306, icir 0.007245, ric 0.016427, ricir 0.190454, prec@10 0.564609, prec@30 0.547737, test_mae 0.020418, test_rmse 0.038342, test_mape 149.927521, test_acc 0.454626
Epoch 119, train_loss 0.001104, train_ic 0.060606, train_icir 0.700846, train_ric 0.041066, train_ricir 0.400812, train_mae 0.050362, train_rmse 0.058498, train_mape 125.708595, train_acc 0.821160, valid_loss 0.0009559119, valid_ic 0.013174, valid_icir 0.361208, valid_ric 0.000450, valid_ricir 0.007331, valid_prec@10 0.574590, valid_prec@30 0.550137, valid_mae 0.016568, valid_rmse 0.027231, valid_mape 210.777573, valid_acc 0.330677, test_loss 0.001363, ic 0.010498, icir 0.274400, ric 0.014078, ricir 0.191812, prec@10 0.564609, prec@30 0.549108, test_mae 0.024689, test_rmse 0.040558, test_mape 210.360687, test_acc 0.239486
Epoch 120, train_loss 0.001107, train_ic 0.057157, train_icir 0.580152, train_ric 0.045093, train_ricir 0.409493, train_mae 0.016991, train_rmse 0.023164, train_mape 234.193390, train_acc 0.361664, valid_loss 0.0009667732, valid_ic 0.010954, valid_icir 0.215277, valid_ric 0.008614, valid_ricir 0.096418, valid_prec@10 0.587705, valid_prec@30 0.571038, valid_mae 0.014904, valid_rmse 0.024860, valid_mape 220.470184, valid_acc 0.600266, test_loss 0.001380, ic 0.005935, icir 0.127005, ric 0.009579, ricir 0.093235, prec@10 0.592593, prec@30 0.566392, test_mae 0.018694, test_rmse 0.035430, test_mape 174.735779, test_acc 0.681275
Epoch 121, train_loss 0.001111, train_ic 0.052049, train_icir 0.664402, train_ric 0.041565, train_ricir 0.485642, train_mae 0.014473, train_rmse 0.020194, train_mape 224.028427, train_acc 0.430279, valid_loss 0.0009253879, valid_ic 0.011455, valid_icir 0.404773, valid_ric 0.020019, valid_ricir 0.417647, valid_prec@10 0.570082, valid_prec@30 0.538388, valid_mae 0.013690, valid_rmse 0.024256, valid_mape 201.693756, valid_acc 0.601594, test_loss 0.001338, ic 0.005110, icir 0.165433, ric 0.014057, ricir 0.263049, prec@10 0.564198, prec@30 0.542112, test_mae 0.016896, test_rmse 0.034696, test_mape 156.314926, test_acc 0.701195
Epoch 122, train_loss 0.001099, train_ic 0.059288, train_icir 0.634714, train_ric 0.042537, train_ricir 0.414022, train_mae 0.022165, train_rmse 0.028842, train_mape 195.747391, train_acc 0.137672, valid_loss 0.0009301959, valid_ic 0.009447, valid_icir 0.223020, valid_ric 0.005763, valid_ricir 0.076920, valid_prec@10 0.582377, valid_prec@30 0.564071, valid_mae 0.015605, valid_rmse 0.026728, valid_mape 186.306076, valid_acc 0.365206, test_loss 0.001328, ic 0.008191, icir 0.225879, ric 0.013142, ricir 0.154955, prec@10 0.581070, prec@30 0.562826, test_mae 0.023626, test_rmse 0.039220, test_mape 189.970428, test_acc 0.231518
Epoch 123, train_loss 0.001095, train_ic 0.067224, train_icir 0.643964, train_ric 0.031097, train_ricir 0.257039, train_mae 0.017623, train_rmse 0.024625, train_mape 346.298828, train_acc 0.467463, valid_loss 0.0010426835, valid_ic 0.016634, valid_icir 0.366777, valid_ric -0.008014, valid_ricir -0.104149, valid_prec@10 0.581967, valid_prec@30 0.541940, valid_mae 0.019248, valid_rmse 0.029042, valid_mape 275.561188, valid_acc 0.332005, test_loss 0.001417, ic 0.017300, icir 0.395581, ric 0.011996, ricir 0.135098, prec@10 0.582716, prec@30 0.562826, test_mae 0.027012, test_rmse 0.041404, test_mape 245.001038, test_acc 0.225321
Epoch 124, train_loss 0.001101, train_ic 0.053722, train_icir 0.573604, train_ric 0.016861, train_ricir 0.157001, train_mae 0.019711, train_rmse 0.025562, train_mape 12585.675781, train_acc 0.176184, valid_loss 0.0009666484, valid_ic 0.017537, valid_icir 0.481528, valid_ric -0.003707, valid_ricir -0.068229, valid_prec@10 0.586885, valid_prec@30 0.561066, valid_mae 0.017308, valid_rmse 0.027504, valid_mape 216.862442, valid_acc 0.337760, test_loss 0.001352, ic 0.015706, icir 0.417411, ric 0.004770, ricir 0.070079, prec@10 0.578189, prec@30 0.567353, test_mae 0.023964, test_rmse 0.038986, test_mape 197.186584, test_acc 0.271359
Epoch 125, train_loss 0.001094, train_ic 0.049752, train_icir 0.566943, train_ric 0.040724, train_ricir 0.380758, train_mae 0.013310, train_rmse 0.021830, train_mape 118.116188, train_acc 0.391324, valid_loss 0.0008667267, valid_ic 0.012770, valid_icir 0.424900, valid_ric 0.022741, valid_ricir 0.286083, valid_prec@10 0.572131, valid_prec@30 0.548224, valid_mae 0.013657, valid_rmse 0.024842, valid_mape 138.443924, valid_acc 0.446658, test_loss 0.001262, ic 0.008348, icir 0.269647, ric 0.015371, ricir 0.145102, prec@10 0.581070, prec@30 0.557202, test_mae 0.018347, test_rmse 0.035584, test_mape 125.789558, test_acc 0.564409
Epoch 126, train_loss 0.001090, train_ic 0.043176, train_icir 0.442231, train_ric 0.039166, train_ricir 0.348872, train_mae 0.012104, train_rmse 0.019072, train_mape 22073.080078, train_acc 0.445330, valid_loss 0.0009133149, valid_ic 0.009234, valid_icir 0.201499, valid_ric 0.011993, valid_ricir 0.139741, valid_prec@10 0.584016, valid_prec@30 0.572404, valid_mae 0.014563, valid_rmse 0.026397, valid_mape 170.033051, valid_acc 0.432492, test_loss 0.001359, ic 0.002240, icir 0.045335, ric 0.010417, ricir 0.093739, prec@10 0.571193, prec@30 0.557202, test_mae 0.022471, test_rmse 0.039628, test_mape 188.100983, test_acc 0.322709
Epoch 127, train_loss 0.001081, train_ic 0.046170, train_icir 0.448275, train_ric 0.056156, train_ricir 0.471281, train_mae 0.019562, train_rmse 0.024811, train_mape 141.482300, train_acc 0.482072, valid_loss 0.0009136874, valid_ic 0.005502, valid_icir 0.108635, valid_ric 0.012394, valid_ricir 0.137949, valid_prec@10 0.554098, valid_prec@30 0.536475, valid_mae 0.013959, valid_rmse 0.025473, valid_mape 163.365036, valid_acc 0.554670, test_loss 0.001314, ic 0.003777, icir 0.075893, ric 0.015104, ricir 0.156095, prec@10 0.560905, prec@30 0.534979, test_mae 0.021380, test_rmse 0.037479, test_mape 173.850433, test_acc 0.438690
Epoch 128, train_loss 0.001102, train_ic 0.036837, train_icir 0.394382, train_ric 0.021759, train_ricir 0.204117, train_mae 0.052864, train_rmse 0.062229, train_mape 92.395805, train_acc 0.667552, valid_loss 0.0009020057, valid_ic 0.008330, valid_icir 0.196056, valid_ric 0.001436, valid_ricir 0.017927, valid_prec@10 0.556148, valid_prec@30 0.537158, valid_mae 0.014403, valid_rmse 0.024877, valid_mape 188.113983, valid_acc 0.532537, test_loss 0.001300, ic 0.009421, icir 0.207587, ric 0.003386, ricir 0.032701, prec@10 0.568724, prec@30 0.541975, test_mae 0.018449, test_rmse 0.035233, test_mape 146.220306, test_acc 0.610004
Epoch 129, train_loss 0.001066, train_ic 0.061759, train_icir 0.695601, train_ric 0.034130, train_ricir 0.364332, train_mae 0.028048, train_rmse 0.031580, train_mape 444.198242, train_acc 0.274015, valid_loss 0.0012622786, valid_ic 0.014808, valid_icir 0.426723, valid_ric 0.007943, valid_ricir 0.162852, valid_prec@10 0.583607, valid_prec@30 0.570492, valid_mae 0.021130, valid_rmse 0.028703, valid_mape 429.470245, valid_acc 0.606906, test_loss 0.001680, ic 0.009392, icir 0.280558, ric 0.012820, ricir 0.228137, prec@10 0.578601, prec@30 0.563512, test_mae 0.020861, test_rmse 0.035274, test_mape 290.835022, test_acc 0.718459
Epoch 130, train_loss 0.001091, train_ic 0.050204, train_icir 0.496344, train_ric 0.039038, train_ricir 0.350752, train_mae 0.025119, train_rmse 0.032945, train_mape 138.325684, train_acc 0.431164, valid_loss 0.0008945332, valid_ic 0.010831, valid_icir 0.231387, valid_ric 0.009491, valid_ricir 0.121801, valid_prec@10 0.564344, valid_prec@30 0.543443, valid_mae 0.013576, valid_rmse 0.024205, valid_mape 173.715698, valid_acc 0.597167, test_loss 0.001287, ic 0.007039, icir 0.152009, ric 0.011271, ricir 0.110715, prec@10 0.573251, prec@30 0.545405, test_mae 0.018874, test_rmse 0.035761, test_mape 141.270477, test_acc 0.585657
Epoch 131, train_loss 0.001093, train_ic 0.056915, train_icir 0.606596, train_ric 0.008758, train_ricir 0.081838, train_mae 0.017988, train_rmse 0.025869, train_mape 110.639824, train_acc 0.500221, valid_loss 0.0008740789, valid_ic 0.011503, valid_icir 0.279091, valid_ric -0.018302, valid_ricir -0.284324, valid_prec@10 0.589344, valid_prec@30 0.553279, valid_mae 0.014290, valid_rmse 0.025243, valid_mape 147.770126, valid_acc 0.340416, test_loss 0.001272, ic 0.010871, icir 0.295068, ric -0.007450, ricir -0.105349, prec@10 0.586420, prec@30 0.563649, test_mae 0.020926, test_rmse 0.036846, test_mape 146.425888, test_acc 0.280655
Epoch 132, train_loss 0.001066, train_ic 0.060505, train_icir 0.692226, train_ric 0.036326, train_ricir 0.383235, train_mae 0.013182, train_rmse 0.019629, train_mape 179.703217, train_acc 0.603807, valid_loss 0.0009313825, valid_ic 0.013439, valid_icir 0.353903, valid_ric 0.003231, valid_ricir 0.057930, valid_prec@10 0.586066, valid_prec@30 0.563934, valid_mae 0.016086, valid_rmse 0.026591, valid_mape 193.685913, valid_acc 0.342629, test_loss 0.001305, ic 0.012516, icir 0.349233, ric 0.010997, ricir 0.170666, prec@10 0.581893, prec@30 0.571056, test_mae 0.024181, test_rmse 0.039023, test_mape 197.874573, test_acc 0.251881
Epoch 133, train_loss 0.001069, train_ic 0.053365, train_icir 0.587909, train_ric 0.060705, train_ricir 0.528141, train_mae 0.021082, train_rmse 0.026623, train_mape 178.517044, train_acc 0.273130, valid_loss 0.0008961150, valid_ic 0.013800, valid_icir 0.396568, valid_ric 0.035234, valid_ricir 0.414705, valid_prec@10 0.565984, valid_prec@30 0.544262, valid_mae 0.013201, valid_rmse 0.023902, valid_mape 175.656250, valid_acc 0.609562, test_loss 0.001289, ic 0.004496, icir 0.130919, ric 0.022264, ricir 0.221179, prec@10 0.571193, prec@30 0.532373, test_mae 0.016831, test_rmse 0.034453, test_mape 158.177917, test_acc 0.701638
Epoch 134, train_loss 0.001098, train_ic 0.054046, train_icir 0.515591, train_ric 0.036983, train_ricir 0.314646, train_mae 0.014236, train_rmse 0.022019, train_mape 144.774124, train_acc 0.462594, valid_loss 0.0008979453, valid_ic 0.015216, valid_icir 0.301743, valid_ric 0.005737, valid_ricir 0.067783, valid_prec@10 0.580328, valid_prec@30 0.552322, valid_mae 0.014588, valid_rmse 0.025837, valid_mape 168.117020, valid_acc 0.416113, test_loss 0.001297, ic 0.010388, icir 0.208814, ric 0.013654, ricir 0.134080, prec@10 0.579424, prec@30 0.562826, test_mae 0.021508, test_rmse 0.037846, test_mape 156.678635, test_acc 0.342187
Epoch 135, train_loss 0.001086, train_ic 0.061973, train_icir 0.663276, train_ric 0.049496, train_ricir 0.470804, train_mae 0.016289, train_rmse 0.023317, train_mape 544.926575, train_acc 0.518814, valid_loss 0.0009101745, valid_ic 0.014689, valid_icir 0.345523, valid_ric 0.009417, valid_ricir 0.139755, valid_prec@10 0.575000, valid_prec@30 0.550956, valid_mae 0.013806, valid_rmse 0.024344, valid_mape 199.117249, valid_acc 0.607348, test_loss 0.001306, ic 0.010390, icir 0.250309, ric 0.016374, ricir 0.203550, prec@10 0.571193, prec@30 0.555281, test_mae 0.017986, test_rmse 0.034672, test_mape 153.444946, test_acc 0.665781
Epoch 136, train_loss 0.001084, train_ic 0.044007, train_icir 0.508639, train_ric 0.043120, train_ricir 0.416477, train_mae 0.019335, train_rmse 0.026833, train_mape 165.248001, train_acc 0.191235, valid_loss 0.0008830457, valid_ic 0.012498, valid_icir 0.413779, valid_ric 0.030994, valid_ricir 0.408778, valid_prec@10 0.569672, valid_prec@30 0.547131, valid_mae 0.015526, valid_rmse 0.026214, valid_mape 174.262039, valid_acc 0.337760, test_loss 0.001259, ic 0.006907, icir 0.224300, ric 0.022512, ricir 0.218711, prec@10 0.563786, prec@30 0.538683, test_mae 0.020594, test_rmse 0.036708, test_mape 144.869202, test_acc 0.340416
Epoch 137, train_loss 0.001100, train_ic 0.056098, train_icir 0.653075, train_ric 0.048870, train_ricir 0.499415, train_mae 0.012199, train_rmse 0.021362, train_mape 127.147469, train_acc 0.648517, valid_loss 0.0008737616, valid_ic 0.017214, valid_icir 0.513759, valid_ric 0.025213, valid_ricir 0.408890, valid_prec@10 0.563934, valid_prec@30 0.557240, valid_mae 0.013221, valid_rmse 0.024279, valid_mape 153.924850, valid_acc 0.576361, test_loss 0.001255, ic 0.011714, icir 0.389654, ric 0.021996, ricir 0.295946, prec@10 0.567490, prec@30 0.561728, test_mae 0.017508, test_rmse 0.034237, test_mape 134.705109, test_acc 0.662683
Epoch 138, train_loss 0.001081, train_ic 0.056968, train_icir 0.585735, train_ric 0.029019, train_ricir 0.287407, train_mae 0.017262, train_rmse 0.023405, train_mape 7749.976562, train_acc 0.316512, valid_loss 0.0010305854, valid_ic 0.012822, valid_icir 0.270331, valid_ric 0.000026, valid_ricir 0.000397, valid_prec@10 0.585246, valid_prec@30 0.570765, valid_mae 0.020047, valid_rmse 0.029622, valid_mape 306.475128, valid_acc 0.354139, test_loss 0.001421, ic 0.008317, icir 0.179759, ric 0.007286, ricir 0.089744, prec@10 0.584774, prec@30 0.563374, test_mae 0.027665, test_rmse 0.041742, test_mape 259.318481, test_acc 0.231076
Epoch 139, train_loss 0.001109, train_ic 0.061226, train_icir 0.706417, train_ric 0.054754, train_ricir 0.577220, train_mae 0.011854, train_rmse 0.019834, train_mape 142.652435, train_acc 0.598938, valid_loss 0.0008658094, valid_ic 0.013034, valid_icir 0.383162, valid_ric 0.012633, valid_ricir 0.232584, valid_prec@10 0.578689, valid_prec@30 0.547131, valid_mae 0.013007, valid_rmse 0.023670, valid_mape 161.296341, valid_acc 0.595839, test_loss 0.001243, ic 0.008554, icir 0.240536, ric 0.015689, ricir 0.255925, prec@10 0.576543, prec@30 0.556379, test_mae 0.017471, test_rmse 0.034296, test_mape 133.238403, test_acc 0.671536
Epoch 140, train_loss 0.001103, train_ic 0.065113, train_icir 0.752801, train_ric 0.062198, train_ricir 0.618260, train_mae 0.019776, train_rmse 0.026174, train_mape 239.263321, train_acc 0.200089, valid_loss 0.0009413955, valid_ic 0.015578, valid_icir 0.426415, valid_ric 0.025289, valid_ricir 0.361945, valid_prec@10 0.577869, valid_prec@30 0.544945, valid_mae 0.018029, valid_rmse 0.027962, valid_mape 244.349960, valid_acc 0.328907, test_loss 0.001310, ic 0.008760, icir 0.275681, ric 0.020601, ricir 0.285178, prec@10 0.562551, prec@30 0.550343, test_mae 0.024364, test_rmse 0.039637, test_mape 202.595596, test_acc 0.223108
Epoch 141, train_loss 0.001083, train_ic 0.055100, train_icir 0.667887, train_ric 0.044196, train_ricir 0.469989, train_mae 0.009586, train_rmse 0.016456, train_mape 142.420471, train_acc 0.433378, valid_loss 0.0008452121, valid_ic 0.014455, valid_icir 0.475287, valid_ric 0.024052, valid_ricir 0.399692, valid_prec@10 0.580738, valid_prec@30 0.554645, valid_mae 0.013321, valid_rmse 0.024596, valid_mape 130.915298, valid_acc 0.473218, test_loss 0.001215, ic 0.007897, icir 0.267341, ric 0.019366, ricir 0.272755, prec@10 0.577778, prec@30 0.555693, test_mae 0.018445, test_rmse 0.035446, test_mape 130.265259, test_acc 0.577689
Epoch 142, train_loss 0.001091, train_ic 0.062508, train_icir 0.691014, train_ric 0.030221, train_ricir 0.301049, train_mae 0.014886, train_rmse 0.022739, train_mape 147.716568, train_acc 0.597610, valid_loss 0.0009184729, valid_ic 0.012817, valid_icir 0.343429, valid_ric -0.002630, valid_ricir -0.052174, valid_prec@10 0.579098, valid_prec@30 0.551913, valid_mae 0.016651, valid_rmse 0.027003, valid_mape 208.708832, valid_acc 0.332448, test_loss 0.001291, ic 0.011741, icir 0.346478, ric 0.006265, ricir 0.106034, prec@10 0.586420, prec@30 0.554047, test_mae 0.024251, test_rmse 0.038773, test_mape 197.084320, test_acc 0.232846
Epoch 143, train_loss 0.001076, train_ic 0.056949, train_icir 0.678547, train_ric 0.045850, train_ricir 0.505874, train_mae 0.012939, train_rmse 0.019895, train_mape 141.063324, train_acc 0.493139, valid_loss 0.0008936002, valid_ic 0.011438, valid_icir 0.263005, valid_ric 0.009020, valid_ricir 0.149646, valid_prec@10 0.588934, valid_prec@30 0.563798, valid_mae 0.014945, valid_rmse 0.025988, valid_mape 170.528900, valid_acc 0.367862, test_loss 0.001298, ic 0.006016, icir 0.152826, ric 0.009252, ricir 0.143986, prec@10 0.572840, prec@30 0.567215, test_mae 0.022202, test_rmse 0.037723, test_mape 168.084457, test_acc 0.288623
Epoch 144, train_loss 0.001076, train_ic 0.054367, train_icir 0.548797, train_ric 0.008839, train_ricir 0.075948, train_mae 0.016697, train_rmse 0.022115, train_mape 227.800232, train_acc 0.351040, valid_loss 0.0009545090, valid_ic 0.018048, valid_icir 0.419478, valid_ric -0.010005, valid_ricir -0.137659, valid_prec@10 0.588115, valid_prec@30 0.549044, valid_mae 0.014835, valid_rmse 0.024594, valid_mape 250.258011, valid_acc 0.604692, test_loss 0.001340, ic 0.017764, icir 0.356035, ric -0.001139, ricir -0.012590, prec@10 0.576543, prec@30 0.554184, test_mae 0.017344, test_rmse 0.033903, test_mape 178.803940, test_acc 0.691014
Epoch 145, train_loss 0.001085, train_ic 0.057508, train_icir 0.558780, train_ric 0.035679, train_ricir 0.308758, train_mae 0.026476, train_rmse 0.032675, train_mape 290.869843, train_acc 0.496237, valid_loss 0.0011946115, valid_ic 0.010282, valid_icir 0.200250, valid_ric -0.000023, valid_ricir -0.000261, valid_prec@10 0.593852, valid_prec@30 0.566530, valid_mae 0.020523, valid_rmse 0.027977, valid_mape 398.895966, valid_acc 0.604692, test_loss 0.001592, ic 0.004885, icir 0.097814, ric 0.001685, ricir 0.014901, prec@10 0.583128, prec@30 0.563786, test_mae 0.020789, test_rmse 0.035110, test_mape 262.820007, test_acc 0.708721
Epoch 146, train_loss 0.001085, train_ic 0.057770, train_icir 0.609639, train_ric 0.049700, train_ricir 0.463830, train_mae 0.017723, train_rmse 0.023892, train_mape 203.755615, train_acc 0.446658, valid_loss 0.0009768274, valid_ic 0.011306, valid_icir 0.235545, valid_ric 0.009973, valid_ricir 0.124272, valid_prec@10 0.580328, valid_prec@30 0.576093, valid_mae 0.015590, valid_rmse 0.025228, valid_mape 237.138870, valid_acc 0.604692, test_loss 0.001387, ic 0.006358, icir 0.138599, ric 0.015630, ricir 0.160314, prec@10 0.566255, prec@30 0.554047, test_mae 0.019227, test_rmse 0.034650, test_mape 181.531708, test_acc 0.680832
Epoch 147, train_loss 0.001093, train_ic 0.063139, train_icir 0.657163, train_ric 0.023990, train_ricir 0.222376, train_mae 0.027464, train_rmse 0.035396, train_mape 157.617432, train_acc 0.327579, valid_loss 0.0009211058, valid_ic 0.015588, valid_icir 0.364834, valid_ric -0.008847, valid_ricir -0.126139, valid_prec@10 0.588115, valid_prec@30 0.559699, valid_mae 0.014244, valid_rmse 0.023958, valid_mape 212.293671, valid_acc 0.605578, test_loss 0.001313, ic 0.012823, icir 0.325640, ric 0.002535, ricir 0.029270, prec@10 0.581481, prec@30 0.562414, test_mae 0.017650, test_rmse 0.033792, test_mape 156.036163, test_acc 0.692342
Epoch 148, train_loss 0.001080, train_ic 0.046977, train_icir 0.449486, train_ric 0.019427, train_ricir 0.158782, train_mae 0.015914, train_rmse 0.023609, train_mape 143.726761, train_acc 0.449757, valid_loss 0.0009141986, valid_ic 0.013461, valid_icir 0.296558, valid_ric -0.003606, valid_ricir -0.041787, valid_prec@10 0.586475, valid_prec@30 0.564481, valid_mae 0.015463, valid_rmse 0.025788, valid_mape 181.343765, valid_acc 0.424524, test_loss 0.001298, ic 0.013261, icir 0.280347, ric 0.001748, ricir 0.016243, prec@10 0.588066, prec@30 0.562551, test_mae 0.020759, test_rmse 0.035740, test_mape 178.073364, test_acc 0.440018
Epoch 149, train_loss 0.001080, train_ic 0.051071, train_icir 0.550314, train_ric 0.024858, train_ricir 0.231439, train_mae 0.011750, train_rmse 0.017380, train_mape 140.522842, train_acc 0.429836, valid_loss 0.0009839592, valid_ic 0.007466, valid_icir 0.171322, valid_ric -0.012813, valid_ricir -0.207256, valid_prec@10 0.581967, valid_prec@30 0.571721, valid_mae 0.014422, valid_rmse 0.026764, valid_mape 160.221817, valid_acc 0.562638, test_loss 0.001468, ic 0.005591, icir 0.130460, ric -0.005838, ricir -0.077595, prec@10 0.550206, prec@30 0.549520, test_mae 0.021597, test_rmse 0.037970, test_mape 167.225128, test_acc 0.410801
Epoch 150, train_loss 0.001067, train_ic 0.052644, train_icir 0.502552, train_ric 0.044067, train_ricir 0.371722, train_mae 0.011480, train_rmse 0.017965, train_mape 368.477570, train_acc 0.433820, valid_loss 0.0008991791, valid_ic 0.010539, valid_icir 0.189919, valid_ric 0.006297, valid_ricir 0.068789, valid_prec@10 0.572541, valid_prec@30 0.545355, valid_mae 0.014149, valid_rmse 0.025359, valid_mape 166.012222, valid_acc 0.532094, test_loss 0.001312, ic 0.004267, icir 0.086081, ric 0.006282, ricir 0.056434, prec@10 0.553498, prec@30 0.558025, test_mae 0.021308, test_rmse 0.037495, test_mape 166.474731, test_acc 0.453298
Epoch 151, train_loss 0.001086, train_ic 0.063895, train_icir 0.664830, train_ric 0.022231, train_ricir 0.204554, train_mae 0.013627, train_rmse 0.021454, train_mape 137.868881, train_acc 0.437362, valid_loss 0.0008735849, valid_ic 0.016036, valid_icir 0.375036, valid_ric -0.014428, valid_ricir -0.239311, valid_prec@10 0.588525, valid_prec@30 0.548087, valid_mae 0.013477, valid_rmse 0.024264, valid_mape 167.788605, valid_acc 0.584329, test_loss 0.001259, ic 0.015562, icir 0.381467, ric -0.001897, ricir -0.024912, prec@10 0.576132, prec@30 0.562414, test_mae 0.017934, test_rmse 0.034042, test_mape 141.017990, test_acc 0.633466
Epoch 152, train_loss 0.001075, train_ic 0.062802, train_icir 0.623667, train_ric 0.046047, train_ricir 0.412685, train_mae 0.021482, train_rmse 0.028890, train_mape 225.644012, train_acc 0.351040, valid_loss 0.0010108703, valid_ic 0.011141, valid_icir 0.233728, valid_ric 0.005724, valid_ricir 0.068440, valid_prec@10 0.585246, valid_prec@30 0.572951, valid_mae 0.019654, valid_rmse 0.029278, valid_mape 293.734436, valid_acc 0.339088, test_loss 0.001390, ic 0.005492, icir 0.124955, ric 0.010334, ricir 0.103343, prec@10 0.574897, prec@30 0.555418, test_mae 0.027420, test_rmse 0.041223, test_mape 255.083084, test_acc 0.222222
Epoch 153, train_loss 0.001086, train_ic 0.064518, train_icir 0.707843, train_ric 0.039537, train_ricir 0.414359, train_mae 0.030937, train_rmse 0.039958, train_mape 253.915100, train_acc 0.167331, valid_loss 0.0010057570, valid_ic 0.015710, valid_icir 0.370969, valid_ric 0.007360, valid_ricir 0.118657, valid_prec@10 0.566393, valid_prec@30 0.561749, valid_mae 0.019679, valid_rmse 0.029052, valid_mape 291.747375, valid_acc 0.333333, test_loss 0.001363, ic 0.010937, icir 0.306957, ric 0.011463, ricir 0.164568, prec@10 0.560082, prec@30 0.564335, test_mae 0.026764, test_rmse 0.040498, test_mape 249.889969, test_acc 0.228420
Epoch 154, train_loss 0.001058, train_ic 0.064274, train_icir 0.636776, train_ric 0.030982, train_ricir 0.278054, train_mae 0.016586, train_rmse 0.023614, train_mape 130.568619, train_acc 0.590527, valid_loss 0.0008873525, valid_ic 0.013007, valid_icir 0.262643, valid_ric -0.010094, valid_ricir -0.134669, valid_prec@10 0.593033, valid_prec@30 0.565984, valid_mae 0.014902, valid_rmse 0.025387, valid_mape 168.376465, valid_acc 0.391766, test_loss 0.001264, ic 0.010821, icir 0.239454, ric 0.002217, ricir 0.023819, prec@10 0.583951, prec@30 0.570919, test_mae 0.023413, test_rmse 0.037905, test_mape 191.016159, test_acc 0.280655
