Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- LSTM ----------
{
    "epochs": 200,
    "lookback_length": 64,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2020,
        "test_year": 2021,
        "window": 64,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 164, train_loss 0.001060, train_ic 0.068373, train_icir 0.678646, train_ric 0.021161, train_ricir 0.180765, train_mae 0.017698, train_rmse 0.022455, train_mape 142.573700, train_acc 0.296142, valid_loss 0.0011858423, valid_ic 0.026976, valid_icir 0.501962, valid_ric 0.006935, valid_ricir 0.076424, valid_prec@10 0.590535, valid_prec@30 0.565432, valid_mae 0.020409, valid_rmse 0.033050, valid_mape 151.482910, valid_acc 0.557047, test_loss 0.001499, ic 0.014239, icir 0.295836, ric 0.002372, ricir 0.029282, prec@10 0.518107, prec@30 0.530178, test_mae 0.018348, test_rmse 0.033928, test_mape 222.972458, test_acc 0.579358
Epoch 165, train_loss 0.001049, train_ic 0.064723, train_icir 0.783318, train_ric 0.034883, train_ricir 0.395434, train_mae 0.021521, train_rmse 0.027662, train_mape 133.351288, train_acc 0.229445, valid_loss 0.0011865919, valid_ic 0.024383, valid_icir 0.587169, valid_ric 0.016650, valid_ricir 0.265576, valid_prec@10 0.587654, valid_prec@30 0.568313, valid_mae 0.018358, valid_rmse 0.031522, valid_mape 124.886368, valid_acc 0.719115, test_loss 0.001478, ic 0.012418, icir 0.371071, ric 0.005456, ricir 0.112366, prec@10 0.543210, prec@30 0.534979, test_mae 0.018109, test_rmse 0.033786, test_mape 199.127014, test_acc 0.570441
Epoch 166, train_loss 0.001044, train_ic 0.062822, train_icir 0.722879, train_ric 0.043914, train_ricir 0.420631, train_mae 0.019348, train_rmse 0.026506, train_mape 146.852478, train_acc 0.319346, valid_loss 0.0012182072, valid_ic 0.027098, valid_icir 0.648113, valid_ric 0.023248, valid_ricir 0.310944, valid_prec@10 0.544856, valid_prec@30 0.541427, valid_mae 0.022144, valid_rmse 0.034127, valid_mape 160.715668, valid_acc 0.349490, test_loss 0.001513, ic 0.013212, icir 0.408637, ric 0.009579, ricir 0.130554, prec@10 0.492181, prec@30 0.505624, test_mae 0.019783, test_rmse 0.034791, test_mape 224.996979, test_acc 0.395230
Epoch 167, train_loss 0.001057, train_ic 0.062528, train_icir 0.703238, train_ric 0.031451, train_ricir 0.315124, train_mae 0.015868, train_rmse 0.021164, train_mape 124.073837, train_acc 0.468329, valid_loss 0.0011559912, valid_ic 0.021831, valid_icir 0.583332, valid_ric 0.013645, valid_ricir 0.179777, valid_prec@10 0.580658, valid_prec@30 0.559396, valid_mae 0.020126, valid_rmse 0.032477, valid_mape 136.388535, valid_acc 0.473776, test_loss 0.001451, ic 0.012203, icir 0.371238, ric 0.003077, ricir 0.041273, prec@10 0.522634, prec@30 0.520439, test_mae 0.018137, test_rmse 0.033544, test_mape 171.275253, test_acc 0.491306
Epoch 168, train_loss 0.001054, train_ic 0.053465, train_icir 0.679898, train_ric 0.021236, train_ricir 0.239201, train_mae 0.019291, train_rmse 0.028585, train_mape 140.354584, train_acc 0.442906, valid_loss 0.0011915970, valid_ic 0.019118, valid_icir 0.543836, valid_ric 0.010596, valid_ricir 0.189275, valid_prec@10 0.560905, valid_prec@30 0.546091, valid_mae 0.022922, valid_rmse 0.035032, valid_mape 166.068344, valid_acc 0.288839, test_loss 0.001484, ic 0.010128, icir 0.303484, ric 0.003683, ricir 0.077202, prec@10 0.499177, prec@30 0.508230, test_mae 0.019573, test_rmse 0.034829, test_mape 219.940598, test_acc 0.389434
Epoch 169, train_loss 0.001042, train_ic 0.044406, train_icir 0.416180, train_ric 0.029491, train_ricir 0.246835, train_mae 0.015766, train_rmse 0.023625, train_mape 175.388596, train_acc 0.553432, valid_loss 0.0012507524, valid_ic 0.004832, valid_icir 0.065473, valid_ric 0.002514, valid_ricir 0.019976, valid_prec@10 0.582716, valid_prec@30 0.542661, valid_mae 0.021135, valid_rmse 0.034319, valid_mape 161.692856, valid_acc 0.591847, test_loss 0.001556, ic 0.010695, icir 0.133604, ric 0.020105, ricir 0.155490, prec@10 0.517284, prec@30 0.527984, test_mae 0.019550, test_rmse 0.034752, test_mape 272.025238, test_acc 0.564868
Epoch 170, train_loss 0.001051, train_ic 0.047033, train_icir 0.445669, train_ric 0.029275, train_ricir 0.246062, train_mae 0.023011, train_rmse 0.033442, train_mape 174.859970, train_acc 0.550683, valid_loss 0.0012876005, valid_ic 0.005298, valid_icir 0.077959, valid_ric 0.005329, valid_ricir 0.044284, valid_prec@10 0.605350, valid_prec@30 0.602058, valid_mae 0.020668, valid_rmse 0.033105, valid_mape 165.992325, valid_acc 0.617201, test_loss 0.001542, ic 0.012072, icir 0.179008, ric 0.016922, ricir 0.148092, prec@10 0.562963, prec@30 0.570645, test_mae 0.019346, test_rmse 0.033839, test_mape 225.931625, test_acc 0.563754
Epoch 171, train_loss 0.001042, train_ic 0.060006, train_icir 0.626841, train_ric 0.033299, train_ricir 0.316722, train_mae 0.025131, train_rmse 0.035266, train_mape 126.390053, train_acc 0.525829, valid_loss 0.0012013141, valid_ic 0.012814, valid_icir 0.257137, valid_ric 0.005852, valid_ricir 0.061588, valid_prec@10 0.593416, valid_prec@30 0.560219, valid_mae 0.024182, valid_rmse 0.036522, valid_mape 180.202744, valid_acc 0.216505, test_loss 0.001498, ic 0.012008, icir 0.201522, ric 0.018506, ricir 0.185698, prec@10 0.525514, prec@30 0.546502, test_mae 0.020126, test_rmse 0.035382, test_mape 239.827225, test_acc 0.377396
Epoch 172, train_loss 0.001044, train_ic 0.054532, train_icir 0.607852, train_ric 0.064108, train_ricir 0.606434, train_mae 0.027655, train_rmse 0.034196, train_mape 142.918228, train_acc 0.327349, valid_loss 0.0012450634, valid_ic 0.003313, valid_icir 0.069701, valid_ric 0.020672, valid_ricir 0.240310, valid_prec@10 0.581070, valid_prec@30 0.589712, valid_mae 0.018170, valid_rmse 0.030883, valid_mape 166.730042, valid_acc 0.711658, test_loss 0.001501, ic 0.009162, icir 0.163935, ric 0.034416, ricir 0.377564, prec@10 0.526749, prec@30 0.536214, test_mae 0.018580, test_rmse 0.032926, test_mape 240.331863, test_acc 0.588720
Epoch 173, train_loss 0.001049, train_ic 0.044254, train_icir 0.531698, train_ric 0.050114, train_ricir 0.512348, train_mae 0.038297, train_rmse 0.044517, train_mape 173.268494, train_acc 0.152408, valid_loss 0.0012845794, valid_ic 0.004390, valid_icir 0.118261, valid_ric 0.014853, valid_ricir 0.190277, valid_prec@10 0.584362, valid_prec@30 0.573663, valid_mae 0.017921, valid_rmse 0.030582, valid_mape 183.128937, valid_acc 0.741486, test_loss 0.001568, ic 0.008569, icir 0.215087, ric 0.034268, ricir 0.492892, prec@10 0.509053, prec@30 0.529904, test_mae 0.019403, test_rmse 0.033750, test_mape 299.089203, test_acc 0.591618
Epoch 174, train_loss 0.001052, train_ic 0.058943, train_icir 0.551701, train_ric 0.026676, train_ricir 0.209710, train_mae 0.019835, train_rmse 0.026020, train_mape 146.172424, train_acc 0.359933, valid_loss 0.0011806441, valid_ic 0.028292, valid_icir 0.490914, valid_ric 0.014352, valid_ricir 0.113748, valid_prec@10 0.571605, valid_prec@30 0.550892, valid_mae 0.018428, valid_rmse 0.030878, valid_mape 153.076492, valid_acc 0.649267, test_loss 0.001474, ic 0.011492, icir 0.357500, ric -0.007285, ricir -0.061037, prec@10 0.492593, prec@30 0.515226, test_mae 0.018572, test_rmse 0.033475, test_mape 246.794861, test_acc 0.554169
Epoch 175, train_loss 0.001062, train_ic 0.069997, train_icir 0.753401, train_ric 0.034341, train_ricir 0.334432, train_mae 0.011931, train_rmse 0.018292, train_mape 151.890945, train_acc 0.523362, valid_loss 0.0011667025, valid_ic 0.023098, valid_icir 0.495857, valid_ric 0.010421, valid_ricir 0.152904, valid_prec@10 0.587243, valid_prec@30 0.558985, valid_mae 0.020909, valid_rmse 0.033141, valid_mape 148.417664, valid_acc 0.488939, test_loss 0.001444, ic 0.014230, icir 0.281292, ric 0.009600, ricir 0.146732, prec@10 0.532099, prec@30 0.535528, test_mae 0.018082, test_rmse 0.033221, test_mape 179.653580, test_acc 0.542577
Epoch 176, train_loss 0.001041, train_ic 0.064749, train_icir 0.661265, train_ric 0.002640, train_ricir 0.023766, train_mae 0.019677, train_rmse 0.026781, train_mape 185.663605, train_acc 0.437815, valid_loss 0.0011795741, valid_ic 0.019201, valid_icir 0.383670, valid_ric -0.003837, valid_ricir -0.050620, valid_prec@10 0.591358, valid_prec@30 0.596433, valid_mae 0.020798, valid_rmse 0.033037, valid_mape 137.053589, valid_acc 0.464082, test_loss 0.001448, ic 0.012124, icir 0.271108, ric -0.011025, ricir -0.166175, prec@10 0.551440, prec@30 0.543347, test_mae 0.018023, test_rmse 0.033178, test_mape 165.062820, test_acc 0.522737
Epoch 177, train_loss 0.001051, train_ic 0.055927, train_icir 0.616202, train_ric 0.051910, train_ricir 0.498014, train_mae 0.018357, train_rmse 0.024937, train_mape 171.491531, train_acc 0.347975, valid_loss 0.0011770048, valid_ic 0.012323, valid_icir 0.303309, valid_ric 0.020300, valid_ricir 0.259084, valid_prec@10 0.553909, valid_prec@30 0.536488, valid_mae 0.018843, valid_rmse 0.031655, valid_mape 139.069366, valid_acc 0.663932, test_loss 0.001450, ic 0.010067, icir 0.201134, ric 0.026242, ricir 0.329097, prec@10 0.497531, prec@30 0.515226, test_mae 0.018091, test_rmse 0.033080, test_mape 223.000092, test_acc 0.582033
Epoch 178, train_loss 0.001048, train_ic 0.057980, train_icir 0.678667, train_ric 0.047527, train_ricir 0.524608, train_mae 0.014742, train_rmse 0.022889, train_mape 137.961227, train_acc 0.290310, valid_loss 0.0011643510, valid_ic 0.013367, valid_icir 0.329095, valid_ric 0.019226, valid_ricir 0.306024, valid_prec@10 0.587654, valid_prec@30 0.553909, valid_mae 0.022466, valid_rmse 0.034532, valid_mape 158.734833, valid_acc 0.297042, test_loss 0.001434, ic 0.010241, icir 0.201376, ric 0.023157, ricir 0.364407, prec@10 0.510288, prec@30 0.524280, test_mae 0.019458, test_rmse 0.034254, test_mape 205.653717, test_acc 0.395007
Epoch 179, train_loss 0.001047, train_ic 0.064610, train_icir 0.687361, train_ric 0.022957, train_ricir 0.207864, train_mae 0.060965, train_rmse 0.070197, train_mape 203.277847, train_acc 0.173128, valid_loss 0.0014528240, valid_ic 0.031101, valid_icir 0.634239, valid_ric 0.011786, valid_ricir 0.128363, valid_prec@10 0.590535, valid_prec@30 0.565158, valid_mae 0.018578, valid_rmse 0.030009, valid_mape 258.440765, valid_acc 0.751181, test_loss 0.001735, ic 0.013625, icir 0.368211, ric -0.006021, ricir -0.075474, prec@10 0.521399, prec@30 0.527023, test_mae 0.023893, test_rmse 0.036082, test_mape 459.741028, test_acc 0.594962
Epoch 180, train_loss 0.001041, train_ic 0.072489, train_icir 0.843755, train_ric 0.041274, train_ricir 0.427011, train_mae 0.028271, train_rmse 0.035568, train_mape 123.543945, train_acc 0.283857, valid_loss 0.0011385191, valid_ic 0.020363, valid_icir 0.525252, valid_ric 0.016151, valid_ricir 0.248002, valid_prec@10 0.591770, valid_prec@30 0.569410, valid_mae 0.019875, valid_rmse 0.032591, valid_mape 132.157318, valid_acc 0.578175, test_loss 0.001415, ic 0.012911, icir 0.267713, ric 0.010451, ricir 0.173713, prec@10 0.511523, prec@30 0.532785, test_mae 0.018061, test_rmse 0.033291, test_mape 165.633057, test_acc 0.537227
Epoch 181, train_loss 0.001047, train_ic 0.075361, train_icir 0.787628, train_ric 0.023675, train_ricir 0.211130, train_mae 0.015023, train_rmse 0.023068, train_mape 141.600006, train_acc 0.506243, valid_loss 0.0011383081, valid_ic 0.029723, valid_icir 0.712075, valid_ric 0.012088, valid_ricir 0.156408, valid_prec@10 0.581893, valid_prec@30 0.569684, valid_mae 0.020437, valid_rmse 0.032376, valid_mape 139.836533, valid_acc 0.434999, test_loss 0.001404, ic 0.013021, icir 0.377030, ric -0.009108, ricir -0.131394, prec@10 0.519342, prec@30 0.523320, test_mae 0.018061, test_rmse 0.032818, test_mape 165.331375, test_acc 0.448061
Epoch 182, train_loss 0.001035, train_ic 0.063655, train_icir 0.756974, train_ric 0.031016, train_ricir 0.340238, train_mae 0.023117, train_rmse 0.029264, train_mape 185.452362, train_acc 0.219408, valid_loss 0.0011699752, valid_ic 0.022189, valid_icir 0.606553, valid_ric 0.015711, valid_ricir 0.268426, valid_prec@10 0.577778, valid_prec@30 0.565295, valid_mae 0.018008, valid_rmse 0.030250, valid_mape 140.409225, valid_acc 0.711409, test_loss 0.001425, ic 0.012022, icir 0.366542, ric 0.003481, ricir 0.061752, prec@10 0.523868, prec@30 0.523594, test_mae 0.018269, test_rmse 0.032590, test_mape 229.810028, test_acc 0.587829
Epoch 183, train_loss 0.001045, train_ic 0.060782, train_icir 0.663138, train_ric 0.009944, train_ricir 0.099436, train_mae 0.015217, train_rmse 0.020444, train_mape 213.450668, train_acc 0.330461, valid_loss 0.0011924654, valid_ic 0.024015, valid_icir 0.543121, valid_ric 0.001364, valid_ricir 0.022046, valid_prec@10 0.599588, valid_prec@30 0.568176, valid_mae 0.017931, valid_rmse 0.030386, valid_mape 147.509506, valid_acc 0.701715, test_loss 0.001461, ic 0.011683, icir 0.348762, ric -0.007894, ricir -0.161548, prec@10 0.518519, prec@30 0.535940, test_mae 0.018663, test_rmse 0.033150, test_mape 260.290558, test_acc 0.582925
Epoch 184, train_loss 0.001045, train_ic 0.055534, train_icir 0.688380, train_ric 0.036162, train_ricir 0.398745, train_mae 0.013841, train_rmse 0.022037, train_mape 115.226540, train_acc 0.646761, valid_loss 0.0011618172, valid_ic 0.015425, valid_icir 0.384553, valid_ric 0.012532, valid_ricir 0.178980, valid_prec@10 0.584362, valid_prec@30 0.546091, valid_mae 0.018567, valid_rmse 0.031364, valid_mape 130.932205, valid_acc 0.674372, test_loss 0.001424, ic 0.010640, icir 0.227185, ric 0.013045, ricir 0.221672, prec@10 0.516872, prec@30 0.530178, test_mae 0.017871, test_rmse 0.032662, test_mape 178.091248, test_acc 0.565983
Epoch 185, train_loss 0.001047, train_ic 0.041990, train_icir 0.421162, train_ric 0.026235, train_ricir 0.219573, train_mae 0.021539, train_rmse 0.029953, train_mape 158.300522, train_acc 0.362329, valid_loss 0.0012357133, valid_ic 0.024923, valid_icir 0.452743, valid_ric 0.016287, valid_ricir 0.137435, valid_prec@10 0.555967, valid_prec@30 0.538820, valid_mae 0.019612, valid_rmse 0.031898, valid_mape 165.079742, valid_acc 0.601293, test_loss 0.001489, ic 0.011005, icir 0.260278, ric -0.000164, ricir -0.001522, prec@10 0.521399, prec@30 0.524829, test_mae 0.019112, test_rmse 0.033305, test_mape 252.809906, test_acc 0.520285
Epoch 186, train_loss 0.001040, train_ic 0.069118, train_icir 0.703629, train_ric 0.037501, train_ricir 0.329376, train_mae 0.015724, train_rmse 0.024642, train_mape 109.269249, train_acc 0.862483, valid_loss 0.0012172640, valid_ic 0.017923, valid_icir 0.378365, valid_ric 0.008451, valid_ricir 0.086222, valid_prec@10 0.578189, valid_prec@30 0.561591, valid_mae 0.018664, valid_rmse 0.030708, valid_mape 159.068817, valid_acc 0.706438, test_loss 0.001463, ic 0.013230, icir 0.290078, ric 0.016087, ricir 0.182129, prec@10 0.520165, prec@30 0.526612, test_mae 0.019082, test_rmse 0.032930, test_mape 286.109100, test_acc 0.592956
Epoch 187, train_loss 0.001039, train_ic 0.055108, train_icir 0.576366, train_ric 0.045617, train_ricir 0.422065, train_mae 0.018168, train_rmse 0.027692, train_mape 127.607704, train_acc 0.521032, valid_loss 0.0011524196, valid_ic 0.008957, valid_icir 0.221502, valid_ric 0.012212, valid_ricir 0.138561, valid_prec@10 0.576543, valid_prec@30 0.545816, valid_mae 0.021351, valid_rmse 0.033427, valid_mape 151.510788, valid_acc 0.427293, test_loss 0.001416, ic 0.009715, icir 0.218279, ric 0.026342, ricir 0.283969, prec@10 0.490535, prec@30 0.516049, test_mae 0.018838, test_rmse 0.033934, test_mape 190.600586, test_acc 0.460767
Epoch 188, train_loss 0.001047, train_ic 0.049181, train_icir 0.539666, train_ric 0.038450, train_ricir 0.363705, train_mae 0.017820, train_rmse 0.024357, train_mape 128.052765, train_acc 0.382743, valid_loss 0.0011604179, valid_ic 0.007493, valid_icir 0.176274, valid_ric 0.008254, valid_ricir 0.086651, valid_prec@10 0.582716, valid_prec@30 0.548971, valid_mae 0.020466, valid_rmse 0.032628, valid_mape 138.455933, valid_acc 0.510564, test_loss 0.001417, ic 0.009956, icir 0.206890, ric 0.025409, ricir 0.271264, prec@10 0.511523, prec@30 0.523457, test_mae 0.017955, test_rmse 0.032922, test_mape 199.465164, test_acc 0.534329
Epoch 189, train_loss 0.001033, train_ic 0.063171, train_icir 0.679392, train_ric 0.031680, train_ricir 0.322924, train_mae 0.020270, train_rmse 0.027691, train_mape 695.882996, train_acc 0.580887, valid_loss 0.0011689721, valid_ic 0.010360, valid_icir 0.214255, valid_ric 0.007990, valid_ricir 0.090956, valid_prec@10 0.585597, valid_prec@30 0.559534, valid_mae 0.020296, valid_rmse 0.032901, valid_mape 130.858231, valid_acc 0.573453, test_loss 0.001414, ic 0.011541, icir 0.191397, ric 0.014471, ricir 0.165036, prec@10 0.555144, prec@30 0.541975, test_mae 0.018056, test_rmse 0.033270, test_mape 193.532043, test_acc 0.551939
Epoch 190, train_loss 0.001028, train_ic 0.055481, train_icir 0.543092, train_ric 0.034654, train_ricir 0.300904, train_mae 0.020921, train_rmse 0.028724, train_mape 199.648834, train_acc 0.481350, valid_loss 0.0013063467, valid_ic 0.010064, valid_icir 0.183166, valid_ric 0.007550, valid_ricir 0.064351, valid_prec@10 0.598354, valid_prec@30 0.557476, valid_mae 0.029098, valid_rmse 0.039548, valid_mape 260.935760, valid_acc 0.191897, test_loss 0.001570, ic 0.010934, icir 0.191744, ric 0.020900, ricir 0.181302, prec@10 0.506173, prec@30 0.536763, test_mae 0.023803, test_rmse 0.036829, test_mape 343.756989, test_acc 0.370486
Epoch 191, train_loss 0.001046, train_ic 0.052200, train_icir 0.515544, train_ric 0.018775, train_ricir 0.157942, train_mae 0.016437, train_rmse 0.023481, train_mape 7795.815430, train_acc 0.316127, valid_loss 0.0011791252, valid_ic 0.027865, valid_icir 0.469438, valid_ric 0.008873, valid_ricir 0.073675, valid_prec@10 0.570782, valid_prec@30 0.562689, valid_mae 0.021149, valid_rmse 0.032320, valid_mape 150.714462, valid_acc 0.409147, test_loss 0.001423, ic 0.011297, icir 0.332402, ric -0.007561, ricir -0.063857, prec@10 0.515226, prec@30 0.518244, test_mae 0.019107, test_rmse 0.033415, test_mape 214.380951, test_acc 0.441373
Epoch 192, train_loss 0.001046, train_ic 0.062618, train_icir 0.724266, train_ric 0.040353, train_ricir 0.448519, train_mae 0.017403, train_rmse 0.024419, train_mape 200.705093, train_acc 0.285941, valid_loss 0.0012097747, valid_ic 0.014780, valid_icir 0.318633, valid_ric 0.013546, valid_ricir 0.196927, valid_prec@10 0.586008, valid_prec@30 0.563374, valid_mae 0.024851, valid_rmse 0.036060, valid_mape 195.789368, valid_acc 0.218245, test_loss 0.001455, ic 0.012476, icir 0.230871, ric 0.017588, ricir 0.244615, prec@10 0.506996, prec@30 0.532236, test_mae 0.020885, test_rmse 0.034771, test_mape 259.375610, test_acc 0.372715
Epoch 193, train_loss 0.001050, train_ic 0.066409, train_icir 0.768648, train_ric 0.038725, train_ricir 0.389322, train_mae 0.054693, train_rmse 0.066898, train_mape 118.585548, train_acc 0.385359, valid_loss 0.0012040517, valid_ic 0.019310, valid_icir 0.547668, valid_ric 0.013695, valid_ricir 0.201707, valid_prec@10 0.578601, valid_prec@30 0.561454, valid_mae 0.017491, valid_rmse 0.029992, valid_mape 158.446304, valid_acc 0.734526, test_loss 0.001472, ic 0.012061, icir 0.311840, ric 0.009364, ricir 0.146890, prec@10 0.513580, prec@30 0.532236, test_mae 0.018679, test_rmse 0.032854, test_mape 281.422546, test_acc 0.594293
Epoch 194, train_loss 0.001028, train_ic 0.072063, train_icir 0.804813, train_ric 0.021898, train_ricir 0.221198, train_mae 0.013251, train_rmse 0.020920, train_mape 4356.087891, train_acc 0.412566, valid_loss 0.0011871527, valid_ic 0.029062, valid_icir 0.700437, valid_ric 0.009139, valid_ricir 0.157809, valid_prec@10 0.589712, valid_prec@30 0.563512, valid_mae 0.023856, valid_rmse 0.034942, valid_mape 174.899506, valid_acc 0.244842, test_loss 0.001409, ic 0.014737, icir 0.359558, ric -0.003816, ricir -0.076559, prec@10 0.528807, prec@30 0.530453, test_mae 0.019370, test_rmse 0.033448, test_mape 205.933350, test_acc 0.384307
Epoch 195, train_loss 0.001036, train_ic 0.041927, train_icir 0.399785, train_ric 0.045155, train_ricir 0.379953, train_mae 0.018979, train_rmse 0.024767, train_mape 6974.710938, train_acc 0.410740, valid_loss 0.0014223933, valid_ic -0.000597, valid_icir -0.009616, valid_ric 0.003996, valid_ricir 0.034051, valid_prec@10 0.572840, valid_prec@30 0.549108, valid_mae 0.032395, valid_rmse 0.042273, valid_mape 318.281281, valid_acc 0.197117, test_loss 0.001669, ic 0.009680, icir 0.155756, ric 0.028874, ricir 0.235221, prec@10 0.500823, prec@30 0.523868, test_mae 0.027192, test_rmse 0.039246, test_mape 434.447815, test_acc 0.367142
Epoch 196, train_loss 0.001033, train_ic 0.070033, train_icir 0.792245, train_ric 0.026849, train_ricir 0.260946, train_mae 0.020600, train_rmse 0.028025, train_mape 204.014084, train_acc 0.221578, valid_loss 0.0011959691, valid_ic 0.024832, valid_icir 0.621920, valid_ric 0.010225, valid_ricir 0.131064, valid_prec@10 0.588066, valid_prec@30 0.562963, valid_mae 0.024899, valid_rmse 0.035290, valid_mape 195.536057, valid_acc 0.226945, test_loss 0.001427, ic 0.012446, icir 0.331062, ric -0.001975, ricir -0.030081, prec@10 0.521399, prec@30 0.529081, test_mae 0.020600, test_rmse 0.034079, test_mape 226.074509, test_acc 0.370486
Epoch 197, train_loss 0.001027, train_ic 0.061311, train_icir 0.737250, train_ric 0.024524, train_ricir 0.273673, train_mae 0.013699, train_rmse 0.020373, train_mape 119.016861, train_acc 0.622268, valid_loss 0.0011686552, valid_ic 0.017234, valid_icir 0.418846, valid_ric 0.007352, valid_ricir 0.149030, valid_prec@10 0.623045, valid_prec@30 0.610288, valid_mae 0.023079, valid_rmse 0.034427, valid_mape 158.200241, valid_acc 0.301019, test_loss 0.001391, ic 0.012427, icir 0.248750, ric 0.007223, ricir 0.144312, prec@10 0.558436, prec@30 0.558436, test_mae 0.018779, test_rmse 0.032995, test_mape 177.801727, test_acc 0.430896
Epoch 198, train_loss 0.001047, train_ic 0.072407, train_icir 0.805475, train_ric 0.043711, train_ricir 0.451932, train_mae 0.017146, train_rmse 0.022723, train_mape 159.363083, train_acc 0.187758, valid_loss 0.0011577933, valid_ic 0.021086, valid_icir 0.497833, valid_ric 0.016091, valid_ricir 0.254679, valid_prec@10 0.585185, valid_prec@30 0.557339, valid_mae 0.022855, valid_rmse 0.034281, valid_mape 158.802231, valid_acc 0.307482, test_loss 0.001389, ic 0.014093, icir 0.267367, ric 0.014566, ricir 0.203359, prec@10 0.526337, prec@30 0.532510, test_mae 0.019492, test_rmse 0.033497, test_mape 213.287231, test_acc 0.393669
Epoch 199, train_loss 0.001031, train_ic 0.058835, train_icir 0.597089, train_ric 0.037389, train_ricir 0.329028, train_mae 0.020302, train_rmse 0.030218, train_mape 155.312454, train_acc 0.415021, valid_loss 0.0012906386, valid_ic 0.012788, valid_icir 0.243156, valid_ric 0.008979, valid_ricir 0.085300, valid_prec@10 0.591358, valid_prec@30 0.563512, valid_mae 0.028011, valid_rmse 0.038732, valid_mape 244.518372, valid_acc 0.194879, test_loss 0.001543, ic 0.013099, icir 0.226233, ric 0.019642, ricir 0.203949, prec@10 0.530453, prec@30 0.531962, test_mae 0.021811, test_rmse 0.035634, test_mape 315.153778, test_acc 0.381855
Epoch 200, train_loss 0.001046, train_ic 0.072647, train_icir 0.734694, train_ric 0.019388, train_ricir 0.169689, train_mae 0.019801, train_rmse 0.027646, train_mape 189.581665, train_acc 0.229305, valid_loss 0.0012295649, valid_ic 0.027991, valid_icir 0.529642, valid_ric 0.005825, valid_ricir 0.069474, valid_prec@10 0.605350, valid_prec@30 0.582030, valid_mae 0.025585, valid_rmse 0.036365, valid_mape 199.807678, valid_acc 0.217997, test_loss 0.001484, ic 0.015194, icir 0.318256, ric -0.005096, ricir -0.067864, prec@10 0.527572, prec@30 0.532922, test_mae 0.020793, test_rmse 0.034859, test_mape 264.153656, test_acc 0.383192
Best valid loss: 0
Best valid loss epoch: 181
Model saved to:  ../saved_models/LSTM/LSTM-CSI-2026-04-17-03-10-23
------- Test -----
{'IC': np.float64(0.015194358596799788), 'ICIR': np.float64(0.3182556747026416), 'RIC': np.float64(-0.005096006966552695), 'RICIR': np.float64(-0.06786374125637498), 'Prec@10': np.float64(0.5275720164609053), 'Prec@30': np.float64(0.5329218106995884), 'MAE': np.float32(0.020793373), 'MAPE': np.float32(264.15366), 'RMSE': np.float32(0.03485855), 'ACC': np.float64(0.38319215336602763)}
