Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2022,
        "test_year": 2023,
        "window": 32,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 172, train_loss 0.005646, train_ic -0.011654, train_icir -0.134915, train_ric 0.021678, train_ricir 0.240311, train_mae 0.097032, train_rmse 0.111251, train_mape 1831.804077, train_acc 0.498758, valid_loss 0.0135348743, valid_ic 0.005445, valid_icir 0.083105, valid_ric 0.026009, valid_ricir 0.332623, valid_mae 0.083614, valid_rmse 0.107533, valid_mape 1674.687744, valid_acc 0.372638, test_loss 0.012260, ic -0.001291, icir -0.022001, ric 0.016819, ricir 0.234454, prec@10 0.472314, prec@30 0.494628, test_mae 0.101725, test_rmse 0.121343, test_mape 1631.901367, test_acc 0.214891
Epoch 173, train_loss 0.006936, train_ic -0.009722, train_icir -0.104491, train_ric 0.022481, train_ricir 0.232730, train_mae 0.108178, train_rmse 0.127681, train_mape 2278.338623, train_acc 0.358826, valid_loss 0.0156867861, valid_ic 0.007292, valid_icir 0.099008, valid_ric 0.028688, valid_ricir 0.314846, valid_mae 0.089217, valid_rmse 0.111884, valid_mape 1727.569946, valid_acc 0.404478, test_loss 0.014677, ic -0.005262, icir -0.075501, ric 0.017093, ricir 0.207256, prec@10 0.467769, prec@30 0.507713, test_mae 0.109589, test_rmse 0.130819, test_mape 1649.397217, test_acc 0.213118
Epoch 174, train_loss 0.007246, train_ic -0.014245, train_icir -0.142517, train_ric 0.030270, train_ricir 0.290627, train_mae 0.043194, train_rmse 0.058377, train_mape 508.386719, train_acc 0.454339, valid_loss 0.0066515506, valid_ic 0.002488, valid_icir 0.033820, valid_ric 0.031272, valid_ricir 0.357789, valid_mae 0.048965, valid_rmse 0.065805, valid_mape 851.179016, valid_acc 0.433237, test_loss 0.005453, ic -0.004199, icir -0.060877, ric 0.025708, ricir 0.342958, prec@10 0.427273, prec@30 0.448347, test_mae 0.065702, test_rmse 0.079975, test_mape 942.729736, test_acc 0.254284
Epoch 175, train_loss 0.006164, train_ic -0.011939, train_icir -0.116579, train_ric 0.030148, train_ricir 0.288778, train_mae 0.048053, train_rmse 0.063590, train_mape 643.501526, train_acc 0.530369, valid_loss 0.0098444499, valid_ic 0.005698, valid_icir 0.070719, valid_ric 0.031475, valid_ricir 0.345691, valid_mae 0.058603, valid_rmse 0.077290, valid_mape 1109.378662, valid_acc 0.405505, test_loss 0.008296, ic -0.002587, icir -0.033949, ric 0.025288, ricir 0.320610, prec@10 0.433884, prec@30 0.463223, test_mae 0.076814, test_rmse 0.092780, test_mape 1203.005493, test_acc 0.253102
Epoch 176, train_loss 0.007070, train_ic -0.018323, train_icir -0.168305, train_ric 0.032897, train_ricir 0.287769, train_mae 0.050421, train_rmse 0.062191, train_mape 818.526733, train_acc 0.202420, valid_loss 0.0060928630, valid_ic 0.004108, valid_icir 0.049367, valid_ric 0.034043, valid_ricir 0.354295, valid_mae 0.043003, valid_rmse 0.060968, valid_mape 776.423401, valid_acc 0.423377, test_loss 0.004726, ic -0.002941, icir -0.037651, ric 0.025939, ricir 0.307790, prec@10 0.440083, prec@30 0.464463, test_mae 0.059804, test_rmse 0.074472, test_mape 881.526672, test_acc 0.246208
Epoch 177, train_loss 0.008225, train_ic -0.016326, train_icir -0.140286, train_ric 0.035122, train_ricir 0.286712, train_mae 0.033959, train_rmse 0.047676, train_mape 562.245728, train_acc 0.434340, valid_loss 0.0055298130, valid_ic 0.004532, valid_icir 0.050201, valid_ric 0.036131, valid_ricir 0.337730, valid_mae 0.037814, valid_rmse 0.054285, valid_mape 687.018372, valid_acc 0.561832, test_loss 0.003717, ic -0.000659, icir -0.007427, ric 0.032830, ricir 0.344295, prec@10 0.410331, prec@30 0.469284, test_mae 0.038684, test_rmse 0.054589, test_mape 579.009338, test_acc 0.463266
Epoch 178, train_loss 0.006169, train_ic -0.020394, train_icir -0.174524, train_ric 0.036465, train_ricir 0.288458, train_mae 0.093701, train_rmse 0.115015, train_mape 1089.554199, train_acc 0.288633, valid_loss 0.0051808820, valid_ic 0.004613, valid_icir 0.053219, valid_ric 0.037019, valid_ricir 0.342547, valid_mae 0.035380, valid_rmse 0.054549, valid_mape 625.182800, valid_acc 0.484388, test_loss 0.003715, ic 0.001371, icir 0.016947, ric 0.035672, ricir 0.379711, prec@10 0.419421, prec@30 0.451928, test_mae 0.047691, test_rmse 0.063222, test_mape 699.011353, test_acc 0.301162
Epoch 179, train_loss 0.007284, train_ic -0.010988, train_icir -0.108409, train_ric 0.028507, train_ricir 0.272682, train_mae 0.062327, train_rmse 0.078923, train_mape 15073.570312, train_acc 0.461131, valid_loss 0.0110274413, valid_ic 0.008876, valid_icir 0.109573, valid_ric 0.034411, valid_ricir 0.363247, valid_mae 0.057312, valid_rmse 0.088052, valid_mape 1109.027466, valid_acc 0.512942, test_loss 0.008766, ic 0.003104, icir 0.045077, ric 0.028290, ricir 0.343691, prec@10 0.420248, prec@30 0.473278, test_mae 0.063414, test_rmse 0.090601, test_mape 1086.355225, test_acc 0.374237
Epoch 180, train_loss 0.007929, train_ic -0.015886, train_icir -0.147649, train_ric 0.031258, train_ricir 0.270093, train_mae 0.033986, train_rmse 0.047036, train_mape 781.948364, train_acc 0.436649, valid_loss 0.0053319251, valid_ic 0.003608, valid_icir 0.045150, valid_ric 0.029177, valid_ricir 0.301051, valid_mae 0.036334, valid_rmse 0.054487, valid_mape 621.338745, valid_acc 0.479869, test_loss 0.003862, ic -0.001737, icir -0.022533, ric 0.022335, ricir 0.266610, prec@10 0.419008, prec@30 0.444215, test_mae 0.047405, test_rmse 0.062930, test_mape 676.197510, test_acc 0.320859
Epoch 181, train_loss 0.004826, train_ic -0.021100, train_icir -0.197484, train_ric 0.030995, train_ricir 0.273044, train_mae 0.034725, train_rmse 0.049848, train_mape 228.450729, train_acc 0.688813, valid_loss 0.0041801734, valid_ic -0.000141, valid_icir -0.001748, valid_ric 0.029703, valid_ricir 0.309638, valid_mae 0.032782, valid_rmse 0.047787, valid_mape 530.512207, valid_acc 0.441044, test_loss 0.003006, ic -0.006499, icir -0.082402, ric 0.022079, ricir 0.256975, prec@10 0.430165, prec@30 0.453581, test_mae 0.050466, test_rmse 0.062195, test_mape 702.418945, test_acc 0.240496
Epoch 182, train_loss 0.004403, train_ic -0.021929, train_icir -0.228618, train_ric 0.021467, train_ricir 0.204417, train_mae 0.034545, train_rmse 0.046716, train_mape 594.292236, train_acc 0.450611, valid_loss 0.0045849401, valid_ic -0.006549, valid_icir -0.088583, valid_ric 0.016180, valid_ricir 0.167750, valid_mae 0.037032, valid_rmse 0.052850, valid_mape 633.774475, valid_acc 0.388866, test_loss 0.003233, ic -0.010419, icir -0.149939, ric 0.007920, ricir 0.093933, prec@10 0.430992, prec@30 0.435399, test_mae 0.050176, test_rmse 0.061331, test_mape 711.747620, test_acc 0.266102
Epoch 183, train_loss 0.004606, train_ic -0.019578, train_icir -0.183568, train_ric 0.032284, train_ricir 0.281981, train_mae 0.028990, train_rmse 0.037962, train_mape 804.989441, train_acc 0.483208, valid_loss 0.0039820791, valid_ic -0.001105, valid_icir -0.013350, valid_ric 0.030655, valid_ricir 0.313787, valid_mae 0.031076, valid_rmse 0.045669, valid_mape 511.266144, valid_acc 0.447617, test_loss 0.002812, ic -0.007655, icir -0.098663, ric 0.021894, ricir 0.251036, prec@10 0.454132, prec@30 0.450413, test_mae 0.045705, test_rmse 0.056889, test_mape 624.083191, test_acc 0.258420
Epoch 184, train_loss 0.004281, train_ic -0.020029, train_icir -0.213230, train_ric 0.019673, train_ricir 0.201256, train_mae 0.037919, train_rmse 0.053771, train_mape 670.863586, train_acc 0.493811, valid_loss 0.0045699765, valid_ic 0.004595, valid_icir 0.057156, valid_ric 0.031011, valid_ricir 0.316485, valid_mae 0.041190, valid_rmse 0.056716, valid_mape 795.953552, valid_acc 0.440222, test_loss 0.003669, ic -0.001485, icir -0.020900, ric 0.021870, ricir 0.253176, prec@10 0.453719, prec@30 0.464187, test_mae 0.059679, test_rmse 0.072288, test_mape 883.902710, test_acc 0.207012
Epoch 185, train_loss 0.004746, train_ic -0.023534, train_icir -0.227640, train_ric 0.029406, train_ricir 0.261736, train_mae 0.035419, train_rmse 0.047524, train_mape 492.647949, train_acc 0.433768, valid_loss 0.0033837546, valid_ic 0.003673, valid_icir 0.046480, valid_ric 0.037138, valid_ricir 0.364337, valid_mae 0.027261, valid_rmse 0.042791, valid_mape 463.187592, valid_acc 0.547658, test_loss 0.002301, ic 0.000837, icir 0.011790, ric 0.033516, ricir 0.366111, prec@10 0.408678, prec@30 0.453306, test_mae 0.041180, test_rmse 0.054801, test_mape 595.147339, test_acc 0.277723
Epoch 186, train_loss 0.003379, train_ic -0.024380, train_icir -0.234028, train_ric 0.029302, train_ricir 0.251541, train_mae 0.071621, train_rmse 0.084831, train_mape 1092.686279, train_acc 0.359754, valid_loss 0.0033017945, valid_ic 0.002401, valid_icir 0.032516, valid_ric 0.038663, valid_ricir 0.384103, valid_mae 0.031223, valid_rmse 0.044583, valid_mape 535.940002, valid_acc 0.413517, test_loss 0.002401, ic -0.001919, icir -0.026538, ric 0.033116, ricir 0.352991, prec@10 0.442149, prec@30 0.448347, test_mae 0.051862, test_rmse 0.061621, test_mape 713.286194, test_acc 0.193421
Epoch 187, train_loss 0.002908, train_ic -0.019397, train_icir -0.183929, train_ric 0.019897, train_ricir 0.170455, train_mae 0.043180, train_rmse 0.053714, train_mape 120.536385, train_acc 0.808296, valid_loss 0.0037012185, valid_ic 0.005622, valid_icir 0.068883, valid_ric 0.034494, valid_ricir 0.290637, valid_mae 0.040055, valid_rmse 0.052111, valid_mape 756.227661, valid_acc 0.371816, test_loss 0.003047, ic -0.004193, icir -0.052756, ric 0.025338, ricir 0.236099, prec@10 0.436777, prec@30 0.470799, test_mae 0.058292, test_rmse 0.068620, test_mape 835.139465, test_acc 0.184361
Epoch 188, train_loss 0.002612, train_ic -0.015210, train_icir -0.220618, train_ric -0.000532, train_ricir -0.006422, train_mae 0.045866, train_rmse 0.058482, train_mape 801.814819, train_acc 0.368760, valid_loss 0.0036408568, valid_ic -0.002187, valid_icir -0.044403, valid_ric 0.009210, valid_ricir 0.111047, valid_mae 0.047859, valid_rmse 0.056747, valid_mape 872.558777, valid_acc 0.340181, test_loss 0.002869, ic -0.013994, icir -0.269157, ric -0.002022, ricir -0.026279, prec@10 0.454132, prec@30 0.455785, test_mae 0.057146, test_rmse 0.065574, test_mape 775.386169, test_acc 0.166634
Epoch 189, train_loss 0.002244, train_ic -0.026061, train_icir -0.289540, train_ric 0.018058, train_ricir 0.183759, train_mae 0.019206, train_rmse 0.031580, train_mape 311.902557, train_acc 0.420027, valid_loss 0.0021593370, valid_ic -0.000171, valid_icir -0.002862, valid_ric 0.028805, valid_ricir 0.317447, valid_mae 0.020933, valid_rmse 0.033371, valid_mape 302.055511, valid_acc 0.445563, test_loss 0.001390, ic -0.004904, icir -0.079187, ric 0.023321, ricir 0.270624, prec@10 0.439256, prec@30 0.455785, test_mae 0.031687, test_rmse 0.041519, test_mape 391.232666, test_acc 0.231436
Epoch 190, train_loss 0.002026, train_ic -0.018269, train_icir -0.228133, train_ric 0.018569, train_ricir 0.221277, train_mae 0.025953, train_rmse 0.036753, train_mape 384.302460, train_acc 0.521352, valid_loss 0.0023449280, valid_ic 0.002184, valid_icir 0.038747, valid_ric 0.027490, valid_ricir 0.335968, valid_mae 0.027765, valid_rmse 0.038823, valid_mape 440.465454, valid_acc 0.324774, test_loss 0.001649, ic -0.004397, icir -0.077596, ric 0.018364, ricir 0.241531, prec@10 0.456612, prec@30 0.461433, test_mae 0.039128, test_rmse 0.048463, test_mape 502.884918, test_acc 0.188497
Epoch 191, train_loss 0.002090, train_ic -0.013235, train_icir -0.265724, train_ric -0.004101, train_ricir -0.084420, train_mae 0.047345, train_rmse 0.053456, train_mape 9342.540039, train_acc 0.302267, valid_loss 0.0036574367, valid_ic -0.004048, valid_icir -0.122381, valid_ric -0.000900, valid_ricir -0.028483, valid_mae 0.051810, valid_rmse 0.059996, valid_mape 928.293823, valid_acc 0.311627, test_loss 0.003066, ic -0.012760, icir -0.388676, ric -0.009463, ricir -0.305791, prec@10 0.472727, prec@30 0.472176, test_mae 0.059032, test_rmse 0.065504, test_mape 826.127747, test_acc 0.165058
Epoch 192, train_loss 0.004273, train_ic -0.014470, train_icir -0.174070, train_ric 0.019030, train_ricir 0.222714, train_mae 0.031042, train_rmse 0.045217, train_mape 17506.351562, train_acc 0.509303, valid_loss 0.0034474624, valid_ic 0.001764, valid_icir 0.028222, valid_ric 0.022169, valid_ricir 0.317860, valid_mae 0.029698, valid_rmse 0.044342, valid_mape 513.856567, valid_acc 0.510682, test_loss 0.002655, ic -0.005089, icir -0.083909, ric 0.016452, ricir 0.259179, prec@10 0.466116, prec@30 0.457438, test_mae 0.041680, test_rmse 0.056971, test_mape 559.290894, test_acc 0.338192
Epoch 193, train_loss 0.003327, train_ic -0.016960, train_icir -0.178764, train_ric 0.025004, train_ricir 0.249178, train_mae 0.038274, train_rmse 0.057788, train_mape 430.806061, train_acc 0.399248, valid_loss 0.0029970637, valid_ic 0.000284, valid_icir 0.004107, valid_ric 0.026646, valid_ricir 0.312342, valid_mae 0.030299, valid_rmse 0.042929, valid_mape 497.410675, valid_acc 0.343673, test_loss 0.002210, ic -0.005297, icir -0.074991, ric 0.020683, ricir 0.263200, prec@10 0.461983, prec@30 0.460468, test_mae 0.044898, test_rmse 0.055147, test_mape 587.593323, test_acc 0.199330
Epoch 194, train_loss 0.003245, train_ic -0.012486, train_icir -0.127904, train_ric 0.027929, train_ricir 0.272690, train_mae 0.113945, train_rmse 0.123201, train_mape 1473.244995, train_acc 0.549173, valid_loss 0.0082717576, valid_ic 0.003506, valid_icir 0.045474, valid_ric 0.031605, valid_ricir 0.348679, valid_mae 0.063753, valid_rmse 0.076891, valid_mape 1204.222534, valid_acc 0.333813, test_loss 0.007774, ic -0.003039, icir -0.042798, ric 0.025370, ricir 0.320346, prec@10 0.457438, prec@30 0.453719, test_mae 0.085517, test_rmse 0.096858, test_mape 1214.778564, test_acc 0.188497
Epoch 195, train_loss 0.004556, train_ic -0.015911, train_icir -0.181905, train_ric 0.021754, train_ricir 0.240294, train_mae 0.052156, train_rmse 0.063497, train_mape 923.335388, train_acc 0.512863, valid_loss 0.0046828282, valid_ic 0.000926, valid_icir 0.014821, valid_ric 0.026315, valid_ricir 0.347596, valid_mae 0.044391, valid_rmse 0.057811, valid_mape 807.361694, valid_acc 0.368529, test_loss 0.003932, ic -0.007423, icir -0.118210, ric 0.016014, ricir 0.229880, prec@10 0.426860, prec@30 0.445041, test_mae 0.061812, test_rmse 0.073515, test_mape 878.585815, test_acc 0.221785
Epoch 196, train_loss 0.003381, train_ic -0.017567, train_icir -0.189004, train_ric 0.024172, train_ricir 0.241106, train_mae 0.022868, train_rmse 0.033814, train_mape 309.803467, train_acc 0.404129, valid_loss 0.0031670985, valid_ic 0.002445, valid_icir 0.037762, valid_ric 0.028680, valid_ricir 0.346494, valid_mae 0.029266, valid_rmse 0.042559, valid_mape 499.037750, valid_acc 0.503492, test_loss 0.002371, ic -0.008180, icir -0.125669, ric 0.018295, ricir 0.231573, prec@10 0.452066, prec@30 0.461157, test_mae 0.042476, test_rmse 0.055130, test_mape 564.806213, test_acc 0.276935
Epoch 197, train_loss 0.003751, train_ic -0.013754, train_icir -0.121857, train_ric 0.029802, train_ricir 0.241995, train_mae 0.037385, train_rmse 0.052864, train_mape 645.214722, train_acc 0.460952, valid_loss 0.0049738324, valid_ic 0.010462, valid_icir 0.114833, valid_ric 0.042328, valid_ricir 0.338441, valid_mae 0.037594, valid_rmse 0.059575, valid_mape 710.063049, valid_acc 0.462818, test_loss 0.003938, ic 0.005638, icir 0.069260, ric 0.036183, ricir 0.323924, prec@10 0.463636, prec@30 0.493113, test_mae 0.054366, test_rmse 0.069326, test_mape 846.878601, test_acc 0.214694
Epoch 198, train_loss 0.003129, train_ic -0.010199, train_icir -0.092886, train_ric 0.025843, train_ricir 0.224279, train_mae 0.046582, train_rmse 0.060935, train_mape 834.851624, train_acc 0.290710, valid_loss 0.0041592341, valid_ic 0.011413, valid_icir 0.116989, valid_ric 0.039039, valid_ricir 0.308015, valid_mae 0.039355, valid_rmse 0.053991, valid_mape 765.613342, valid_acc 0.485210, test_loss 0.003637, ic 0.004574, icir 0.049933, ric 0.035589, ricir 0.314502, prec@10 0.442975, prec@30 0.458953, test_mae 0.055431, test_rmse 0.069462, test_mape 785.993469, test_acc 0.234784
Epoch 199, train_loss 0.002489, train_ic -0.008763, train_icir -0.082202, train_ric 0.021406, train_ricir 0.191788, train_mae 0.051434, train_rmse 0.071983, train_mape 524.234680, train_acc 0.606037, valid_loss 0.0046486608, valid_ic 0.011536, valid_icir 0.118145, valid_ric 0.036076, valid_ricir 0.278830, valid_mae 0.045297, valid_rmse 0.061185, valid_mape 882.721924, valid_acc 0.436935, test_loss 0.004319, ic 0.003771, icir 0.041593, ric 0.032136, ricir 0.279828, prec@10 0.443802, prec@30 0.454270, test_mae 0.063568, test_rmse 0.078319, test_mape 890.254517, test_acc 0.197558
Epoch 200, train_loss 0.002170, train_ic -0.007832, train_icir -0.076240, train_ric 0.020647, train_ricir 0.180795, train_mae 0.024481, train_rmse 0.035033, train_mape 510.415833, train_acc 0.585173, valid_loss 0.0029976568, valid_ic 0.011451, valid_icir 0.131060, valid_ric 0.036510, valid_ricir 0.280156, valid_mae 0.032417, valid_rmse 0.045259, valid_mape 587.298889, valid_acc 0.456656, test_loss 0.002471, ic 0.002628, icir 0.030896, ric 0.029203, ricir 0.249857, prec@10 0.450826, prec@30 0.463912, test_mae 0.046889, test_rmse 0.059520, test_mape 625.965027, test_acc 0.207209
Best valid loss: 0
Best valid loss epoch: 96
Model saved to:  ../saved_models/GRU/GRU-CSI-2026-04-08-04-08-48
------- Test -----
{'IC': np.float64(0.0026275388059381977), 'ICIR': np.float64(0.030896000741787152), 'RIC': np.float64(0.02920308588071054), 'RICIR': np.float64(0.24985679403023608), 'Prec@10': np.float64(0.4508264462809917), 'Prec@30': np.float64(0.4639118457300276), 'MAE': np.float32(0.046889037), 'MAPE': np.float32(625.965), 'RMSE': np.float32(0.059520118), 'ACC': np.float64(0.20720898168209573)}
