Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2019,
        "test_year": 2020,
        "window": 16,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 174, train_loss 0.001193, train_ic 0.028925, train_icir 0.318670, train_ric 0.031778, train_ricir 0.298489, train_mae 0.035437, train_rmse 0.044003, train_mape 390.221252, train_acc 0.271708, valid_loss 0.0014469861, valid_ic 0.004470, valid_icir 0.134245, valid_ric 0.012114, valid_ricir 0.200240, valid_mae 0.027736, valid_rmse 0.037598, valid_mape 457.188690, valid_acc 0.351229, test_loss 0.002379, ic -0.000510, icir -0.016438, ric 0.006331, ricir 0.079709, prec@10 0.536214, prec@30 0.515364, test_mae 0.038479, test_rmse 0.058493, test_mape 419.700256, test_acc 0.207998
Epoch 175, train_loss 0.001224, train_ic 0.045188, train_icir 0.516361, train_ric 0.050845, train_ricir 0.489417, train_mae 0.026450, train_rmse 0.034977, train_mape 198.087280, train_acc 0.648814, valid_loss 0.0014018138, valid_ic 0.010827, valid_icir 0.321003, valid_ric 0.028409, valid_ricir 0.409126, valid_mae 0.027484, valid_rmse 0.037406, valid_mape 473.002960, valid_acc 0.348291, test_loss 0.002325, ic -0.000444, icir -0.012996, ric 0.019046, ricir 0.242174, prec@10 0.531276, prec@30 0.518930, test_mae 0.036531, test_rmse 0.057419, test_mape 398.750519, test_acc 0.198244
Epoch 176, train_loss 0.001224, train_ic 0.044427, train_icir 0.480222, train_ric 0.042797, train_ricir 0.380095, train_mae 0.015867, train_rmse 0.023923, train_mape 217.534927, train_acc 0.304210, valid_loss 0.0010979545, valid_ic 0.009119, valid_icir 0.188395, valid_ric 0.016448, valid_ricir 0.187992, valid_mae 0.019430, valid_rmse 0.031607, valid_mape 285.900909, valid_acc 0.367521, test_loss 0.002054, ic -0.002676, icir -0.060007, ric 0.012641, ricir 0.125192, prec@10 0.601235, prec@30 0.586557, test_mae 0.029031, test_rmse 0.053326, test_mape 282.532471, test_acc 0.276762
Epoch 177, train_loss 0.001206, train_ic 0.038618, train_icir 0.442267, train_ric 0.041616, train_ricir 0.362214, train_mae 0.015340, train_rmse 0.022367, train_mape 134.077454, train_acc 0.656053, valid_loss 0.0010211352, valid_ic 0.008836, valid_icir 0.287147, valid_ric 0.023452, valid_ricir 0.296264, valid_mae 0.016851, valid_rmse 0.029396, valid_mape 197.427399, valid_acc 0.378205, test_loss 0.001973, ic 0.002201, icir 0.074299, ric 0.016407, ricir 0.155655, prec@10 0.520988, prec@30 0.525789, test_mae 0.026339, test_rmse 0.051153, test_mape 247.162979, test_acc 0.303584
Epoch 178, train_loss 0.001187, train_ic 0.046377, train_icir 0.543952, train_ric 0.053540, train_ricir 0.513984, train_mae 0.011026, train_rmse 0.016683, train_mape 155.889130, train_acc 0.759333, valid_loss 0.0010522304, valid_ic 0.008458, valid_icir 0.275538, valid_ric 0.019501, valid_ricir 0.341382, valid_mae 0.016407, valid_rmse 0.028104, valid_mape 266.170044, valid_acc 0.576923, test_loss 0.002009, ic 0.000326, icir 0.009359, ric 0.011811, ricir 0.183193, prec@10 0.530041, prec@30 0.518656, test_mae 0.020464, test_rmse 0.047903, test_mape 214.119339, test_acc 0.714704
Epoch 179, train_loss 0.001209, train_ic 0.035541, train_icir 0.362302, train_ric 0.039903, train_ricir 0.336053, train_mae 0.017633, train_rmse 0.025570, train_mape 333.947235, train_acc 0.514331, valid_loss 0.0011134303, valid_ic -0.001604, valid_icir -0.030877, valid_ric 0.008596, valid_ricir 0.106969, valid_mae 0.018242, valid_rmse 0.030885, valid_mape 247.285370, valid_acc 0.436966, test_loss 0.002102, ic -0.010014, icir -0.207344, ric 0.003596, ricir 0.037321, prec@10 0.634568, prec@30 0.594102, test_mae 0.029982, test_rmse 0.053451, test_mape 289.286194, test_acc 0.303097
Epoch 180, train_loss 0.001198, train_ic 0.050308, train_icir 0.480042, train_ric 0.051437, train_ricir 0.405814, train_mae 0.034912, train_rmse 0.042442, train_mape 147.182663, train_acc 0.304956, valid_loss 0.0010835174, valid_ic 0.009506, valid_icir 0.197250, valid_ric 0.013529, valid_ricir 0.148281, valid_mae 0.016690, valid_rmse 0.028212, valid_mape 239.772675, valid_acc 0.577724, test_loss 0.002032, ic -0.000972, icir -0.022253, ric 0.010684, ricir 0.099489, prec@10 0.529218, prec@30 0.519067, test_mae 0.022133, test_rmse 0.048162, test_mape 243.967133, test_acc 0.713728
Epoch 181, train_loss 0.001185, train_ic 0.054619, train_icir 0.585899, train_ric 0.036882, train_ricir 0.328583, train_mae 0.044669, train_rmse 0.054331, train_mape 440.317474, train_acc 0.376298, valid_loss 0.0010173457, valid_ic 0.015776, valid_icir 0.393034, valid_ric 0.009257, valid_ricir 0.126074, valid_mae 0.016681, valid_rmse 0.029308, valid_mape 204.787018, valid_acc 0.383280, test_loss 0.001960, ic 0.004243, icir 0.114833, ric 0.011566, ricir 0.140316, prec@10 0.579012, prec@30 0.550206, test_mae 0.026658, test_rmse 0.051351, test_mape 239.885071, test_acc 0.289685
Epoch 182, train_loss 0.001179, train_ic 0.048457, train_icir 0.539411, train_ric 0.019466, train_ricir 0.177261, train_mae 0.038712, train_rmse 0.046822, train_mape 329.216370, train_acc 0.216224, valid_loss 0.0014173644, valid_ic 0.010756, valid_icir 0.286210, valid_ric -0.008717, valid_ricir -0.145739, valid_mae 0.027602, valid_rmse 0.037047, valid_mape 468.015381, valid_acc 0.348291, test_loss 0.002364, ic 0.004638, icir 0.138171, ric -0.001476, ricir -0.020848, prec@10 0.547325, prec@30 0.537586, test_mae 0.040251, test_rmse 0.059358, test_mape 458.457703, test_acc 0.201170
Epoch 183, train_loss 0.001196, train_ic 0.050032, train_icir 0.459092, train_ric 0.048204, train_ricir 0.384760, train_mae 0.033544, train_rmse 0.040772, train_mape 151.812500, train_acc 0.260771, valid_loss 0.0010487486, valid_ic 0.007647, valid_icir 0.137878, valid_ric 0.010790, valid_ricir 0.116092, valid_mae 0.016576, valid_rmse 0.029781, valid_mape 206.927826, valid_acc 0.430823, test_loss 0.002028, ic -0.004262, icir -0.075776, ric 0.009366, ricir 0.076623, prec@10 0.655967, prec@30 0.601372, test_mae 0.026735, test_rmse 0.051857, test_mape 243.175415, test_acc 0.328944
Epoch 184, train_loss 0.001182, train_ic 0.048332, train_icir 0.494030, train_ric 0.061829, train_ricir 0.537579, train_mae 0.014451, train_rmse 0.020562, train_mape 121.146347, train_acc 0.538669, valid_loss 0.0009953731, valid_ic 0.007881, valid_icir 0.172720, valid_ric 0.027746, valid_ricir 0.346310, valid_mae 0.014766, valid_rmse 0.028025, valid_mape 156.256104, valid_acc 0.510150, test_loss 0.001949, ic -0.005471, icir -0.121666, ric 0.015621, ricir 0.170390, prec@10 0.628807, prec@30 0.591084, test_mae 0.022500, test_rmse 0.048805, test_mape 192.195129, test_acc 0.577420
Epoch 185, train_loss 0.001202, train_ic 0.039159, train_icir 0.345499, train_ric 0.034772, train_ricir 0.266368, train_mae 0.025797, train_rmse 0.035542, train_mape 163.363693, train_acc 0.385555, valid_loss 0.0011185564, valid_ic -0.000721, valid_icir -0.010873, valid_ric 0.000265, valid_ricir 0.002725, valid_mae 0.018722, valid_rmse 0.030440, valid_mape 272.836090, valid_acc 0.477297, test_loss 0.002079, ic -0.008752, icir -0.135673, ric -0.003468, ricir -0.026961, prec@10 0.637860, prec@30 0.595610, test_mae 0.029156, test_rmse 0.052392, test_mape 291.011627, test_acc 0.359181
Epoch 186, train_loss 0.001396, train_ic 0.044387, train_icir 0.510323, train_ric 0.059809, train_ricir 0.570214, train_mae 0.015647, train_rmse 0.023965, train_mape 135.604706, train_acc 0.501547, valid_loss 0.0009703029, valid_ic 0.013060, valid_icir 0.335911, valid_ric 0.031420, valid_ricir 0.424868, valid_mae 0.014137, valid_rmse 0.027140, valid_mape 155.008362, valid_acc 0.551549, test_loss 0.001897, ic 0.000198, icir 0.004819, ric 0.022211, ricir 0.273774, prec@10 0.539095, prec@30 0.531962, test_mae 0.021648, test_rmse 0.048450, test_mape 192.375031, test_acc 0.626189
Epoch 187, train_loss 0.001183, train_ic 0.049815, train_icir 0.418186, train_ric 0.020738, train_ricir 0.146891, train_mae 0.017726, train_rmse 0.024876, train_mape 122.136688, train_acc 0.521440, valid_loss 0.0011435665, valid_ic 0.011850, valid_icir 0.201602, valid_ric -0.010639, valid_ricir -0.109284, valid_mae 0.019465, valid_rmse 0.031711, valid_mape 285.278046, valid_acc 0.353098, test_loss 0.002126, ic 0.003743, icir 0.065391, ric -0.002628, ricir -0.019639, prec@10 0.588889, prec@30 0.545953, test_mae 0.032915, test_rmse 0.055250, test_mape 336.793610, test_acc 0.214094
Epoch 188, train_loss 0.001191, train_ic 0.047116, train_icir 0.587333, train_ric 0.036043, train_ricir 0.365137, train_mae 0.020590, train_rmse 0.029062, train_mape 116.817024, train_acc 0.496965, valid_loss 0.0009732412, valid_ic 0.008409, valid_icir 0.273414, valid_ric 0.002076, valid_ricir 0.040935, valid_mae 0.014667, valid_rmse 0.027372, valid_mape 154.216995, valid_acc 0.494391, test_loss 0.001895, ic 0.004788, icir 0.179774, ric 0.010619, ricir 0.181945, prec@10 0.542387, prec@30 0.539232, test_mae 0.023790, test_rmse 0.048988, test_mape 206.437500, test_acc 0.406730
Epoch 189, train_loss 0.001200, train_ic 0.041257, train_icir 0.429635, train_ric 0.037006, train_ricir 0.294958, train_mae 0.022435, train_rmse 0.030328, train_mape 305.739960, train_acc 0.287352, valid_loss 0.0011150412, valid_ic 0.009044, valid_icir 0.252203, valid_ric 0.010439, valid_ricir 0.135490, valid_mae 0.020515, valid_rmse 0.031498, valid_mape 289.820496, valid_acc 0.351763, test_loss 0.002017, ic 0.002364, icir 0.071430, ric 0.005674, ricir 0.056072, prec@10 0.543210, prec@30 0.526337, test_mae 0.030857, test_rmse 0.052791, test_mape 310.163574, test_acc 0.216045
Epoch 190, train_loss 0.001184, train_ic 0.056961, train_icir 0.660827, train_ric 0.034161, train_ricir 0.339178, train_mae 0.017921, train_rmse 0.024712, train_mape 240.537354, train_acc 0.545081, valid_loss 0.0010791962, valid_ic 0.014186, valid_icir 0.401980, valid_ric -0.000987, valid_ricir -0.018667, valid_mae 0.019191, valid_rmse 0.030840, valid_mape 261.170135, valid_acc 0.349893, test_loss 0.001983, ic 0.007690, icir 0.230452, ric 0.008055, ricir 0.134368, prec@10 0.552263, prec@30 0.538683, test_mae 0.029975, test_rmse 0.052449, test_mape 285.048523, test_acc 0.224336
Epoch 191, train_loss 0.001191, train_ic 0.056239, train_icir 0.650285, train_ric 0.060723, train_ricir 0.588575, train_mae 0.043451, train_rmse 0.053007, train_mape 143.350098, train_acc 0.706871, valid_loss 0.0011319668, valid_ic 0.012185, valid_icir 0.357614, valid_ric 0.026108, valid_ricir 0.389222, valid_mae 0.020675, valid_rmse 0.031928, valid_mape 309.413025, valid_acc 0.352831, test_loss 0.002002, ic 0.000245, icir 0.007322, ric 0.017563, ricir 0.240322, prec@10 0.553498, prec@30 0.533882, test_mae 0.029768, test_rmse 0.052282, test_mape 283.894684, test_acc 0.222629
Epoch 192, train_loss 0.001174, train_ic 0.056452, train_icir 0.599057, train_ric 0.022901, train_ricir 0.203169, train_mae 0.016983, train_rmse 0.022756, train_mape 170.363083, train_acc 0.223501, valid_loss 0.0009665282, valid_ic 0.013081, valid_icir 0.363985, valid_ric -0.005284, valid_ricir -0.076546, valid_mae 0.015694, valid_rmse 0.027729, valid_mape 170.950180, valid_acc 0.390491, test_loss 0.001852, ic 0.007350, icir 0.232575, ric 0.002746, ricir 0.032973, prec@10 0.573663, prec@30 0.542798, test_mae 0.024829, test_rmse 0.049040, test_mape 218.244339, test_acc 0.327481
Epoch 193, train_loss 0.001184, train_ic 0.048682, train_icir 0.467333, train_ric 0.044766, train_ricir 0.372243, train_mae 0.018789, train_rmse 0.027066, train_mape 218.761948, train_acc 0.403706, valid_loss 0.0010951753, valid_ic -0.000003, valid_icir -0.000048, valid_ric 0.004045, valid_ricir 0.045245, valid_mae 0.016843, valid_rmse 0.029827, valid_mape 209.102463, valid_acc 0.463675, test_loss 0.002071, ic -0.007862, icir -0.138088, ric 0.002832, ricir 0.025831, prec@10 0.634568, prec@30 0.592730, test_mae 0.025587, test_rmse 0.050125, test_mape 237.147522, test_acc 0.448915
Epoch 194, train_loss 0.001207, train_ic 0.041562, train_icir 0.432477, train_ric 0.025889, train_ricir 0.215837, train_mae 0.017415, train_rmse 0.023098, train_mape 318.839966, train_acc 0.392374, valid_loss 0.0011963313, valid_ic 0.012006, valid_icir 0.333888, valid_ric 0.009863, valid_ricir 0.118398, valid_mae 0.022382, valid_rmse 0.032948, valid_mape 321.126404, valid_acc 0.348291, test_loss 0.002065, ic 0.006842, icir 0.214949, ric 0.012186, ricir 0.106860, prec@10 0.540741, prec@30 0.531962, test_mae 0.032679, test_rmse 0.053377, test_mape 328.094177, test_acc 0.211168
Epoch 195, train_loss 0.001177, train_ic 0.035340, train_icir 0.321984, train_ric 0.044241, train_ricir 0.339815, train_mae 0.029498, train_rmse 0.038695, train_mape 103.842476, train_acc 0.630145, valid_loss 0.0010686833, valid_ic 0.000718, valid_icir 0.011383, valid_ric 0.011980, valid_ricir 0.117864, valid_mae 0.016663, valid_rmse 0.029730, valid_mape 219.164490, valid_acc 0.475427, test_loss 0.002036, ic -0.010159, icir -0.159522, ric 0.004772, ricir 0.036252, prec@10 0.644033, prec@30 0.597531, test_mae 0.027318, test_rmse 0.051489, test_mape 255.635208, test_acc 0.397464
Epoch 196, train_loss 0.001190, train_ic 0.047993, train_icir 0.449531, train_ric 0.045646, train_ricir 0.369446, train_mae 0.034912, train_rmse 0.042109, train_mape 125.734116, train_acc 0.776969, valid_loss 0.0011273536, valid_ic 0.006319, valid_icir 0.114778, valid_ric 0.014571, valid_ricir 0.164188, valid_mae 0.019624, valid_rmse 0.031347, valid_mape 291.611176, valid_acc 0.398237, test_loss 0.002008, ic -0.004164, icir -0.078391, ric 0.010317, ricir 0.096286, prec@10 0.516461, prec@30 0.514129, test_mae 0.028651, test_rmse 0.051723, test_mape 276.222931, test_acc 0.293831
Epoch 197, train_loss 0.001183, train_ic 0.056507, train_icir 0.633214, train_ric 0.025324, train_ricir 0.251542, train_mae 0.028140, train_rmse 0.038708, train_mape 155.491776, train_acc 0.521755, valid_loss 0.0009566980, valid_ic 0.018922, valid_icir 0.610840, valid_ric 0.013037, valid_ricir 0.252912, valid_mae 0.015114, valid_rmse 0.027594, valid_mape 157.449921, valid_acc 0.379808, test_loss 0.001843, ic 0.006117, icir 0.189121, ric 0.011948, ricir 0.203235, prec@10 0.576543, prec@30 0.547599, test_mae 0.024311, test_rmse 0.048771, test_mape 204.043396, test_acc 0.335040
Epoch 198, train_loss 0.001194, train_ic 0.045271, train_icir 0.449088, train_ric 0.037193, train_ricir 0.312097, train_mae 0.017261, train_rmse 0.024799, train_mape 158.111176, train_acc 0.575880, valid_loss 0.0011665977, valid_ic 0.004183, valid_icir 0.080154, valid_ric -0.001811, valid_ricir -0.021730, valid_mae 0.021114, valid_rmse 0.032358, valid_mape 325.156006, valid_acc 0.337874, test_loss 0.002048, ic -0.000860, icir -0.019605, ric -0.001195, ricir -0.012416, prec@10 0.542387, prec@30 0.523868, test_mae 0.033377, test_rmse 0.054316, test_mape 347.154602, test_acc 0.202146
Epoch 199, train_loss 0.001180, train_ic 0.054411, train_icir 0.502995, train_ric 0.027806, train_ricir 0.215933, train_mae 0.020909, train_rmse 0.031067, train_mape 138.405167, train_acc 0.551204, valid_loss 0.0010325217, valid_ic 0.006189, valid_icir 0.113245, valid_ric -0.008819, valid_ricir -0.099070, valid_mae 0.015906, valid_rmse 0.027904, valid_mape 194.418289, valid_acc 0.533120, test_loss 0.001929, ic -0.000129, icir -0.002713, ric -0.001529, ricir -0.013626, prec@10 0.640741, prec@30 0.611385, test_mae 0.025340, test_rmse 0.049005, test_mape 227.835724, test_acc 0.413070
Epoch 200, train_loss 0.001172, train_ic 0.053420, train_icir 0.450783, train_ric 0.033887, train_ricir 0.246441, train_mae 0.022178, train_rmse 0.031208, train_mape 345.700348, train_acc 0.415852, valid_loss 0.0012074591, valid_ic 0.006590, valid_icir 0.097897, valid_ric -0.002477, valid_ricir -0.024276, valid_mae 0.021619, valid_rmse 0.033244, valid_mape 344.314972, valid_acc 0.414797, test_loss 0.002121, ic -0.003196, icir -0.052150, ric -0.001014, ricir -0.007708, prec@10 0.640741, prec@30 0.603704, test_mae 0.032427, test_rmse 0.053878, test_mape 337.637848, test_acc 0.287247
Best valid loss: 0
Best valid loss epoch: 197
Model saved to:  ../saved_models/GRU/GRU-CSI-2026-04-07-07-14-39
------- Test -----
{'IC': np.float64(-0.0031959633107342495), 'ICIR': np.float64(-0.05214957861504805), 'RIC': np.float64(-0.0010141207043566963), 'RICIR': np.float64(-0.007707506414459774), 'Prec@10': np.float64(0.6407407407407407), 'Prec@30': np.float64(0.6037037037037036), 'MAE': np.float32(0.032427393), 'MAPE': np.float32(337.63785), 'RMSE': np.float32(0.053878468), 'ACC': np.float64(0.28724701292367716)}
