Dataset:  CSI
Radom seed: 1234
GPU: 7
Learning rate: 0.001
Loss: MaskedMSELoss

---------- GRU ----------
{
    "epochs": 200,
    "lookback_length": 16,
    "steps": 1,
    "lr": 0.0001,
    "clip_grad": 3.0,
    "data_args": {
        "dataset": "CSI",
        "batch_size": 1,
        "shuffle_train": true,
        "n_jobs": 4,
        "valid_year": 2021,
        "test_year": 2022,
        "window": 8,
        "steps": 1
    },
    "early_stop": 20,
    "runner": "csi",
    "loss": "mse",
    "model_args": {
        "d_feat": 1,
        "hidden_size": 64,
        "num_layers": 2,
        "dropout": 0.1
    }
}
Epoch 130, train_loss 0.001259, train_ic 0.052329, train_icir 0.647967, train_ric 0.012096, train_ricir 0.159197, train_mae 0.018494, train_rmse 0.023832, train_mape 455.922028, train_acc 0.574677, valid_loss 0.0026004298, valid_ic 0.006321, valid_icir 0.185671, valid_ric -0.001074, valid_ricir -0.023262, valid_mae 0.029115, valid_rmse 0.049199, valid_mape 486.888733, valid_acc 0.371809, test_loss 0.002235, ic 0.005204, icir 0.223234, ric -0.004497, ricir -0.075416, prec@10 0.509917, prec@30 0.484160, test_mae 0.027934, test_rmse 0.041450, test_mape 410.287842, test_acc 0.305663
Epoch 131, train_loss 0.001248, train_ic 0.054201, train_icir 0.654737, train_ric 0.017231, train_ricir 0.214522, train_mae 0.017663, train_rmse 0.025319, train_mape 209.860138, train_acc 0.708502, valid_loss 0.0025438636, valid_ic 0.006766, valid_icir 0.131512, valid_ric 0.009279, valid_ricir 0.167933, valid_mae 0.027946, valid_rmse 0.048754, valid_mape 458.120209, valid_acc 0.366790, test_loss 0.002175, ic 0.007735, icir 0.224477, ric 0.008807, ricir 0.186939, prec@10 0.507438, prec@30 0.512948, test_mae 0.026185, test_rmse 0.040194, test_mape 383.165894, test_acc 0.306072
Epoch 132, train_loss 0.001256, train_ic 0.061130, train_icir 0.706688, train_ric 0.010326, train_ricir 0.127005, train_mae 0.017212, train_rmse 0.026575, train_mape 224.148682, train_acc 0.487267, valid_loss 0.0023475280, valid_ic 0.006543, valid_icir 0.187048, valid_ric -0.008240, valid_ricir -0.150454, valid_mae 0.023931, valid_rmse 0.045946, valid_mape 334.406372, valid_acc 0.365481, test_loss 0.001999, ic 0.005136, icir 0.197252, ric -0.012859, ricir -0.179452, prec@10 0.505785, prec@30 0.492424, test_mae 0.022446, test_rmse 0.037421, test_mape 276.693634, test_acc 0.304232
Epoch 133, train_loss 0.001242, train_ic 0.044362, train_icir 0.552995, train_ric 0.009954, train_ricir 0.117875, train_mae 0.023881, train_rmse 0.035200, train_mape 344.972870, train_acc 0.440682, valid_loss 0.0024857171, valid_ic 0.004885, valid_icir 0.170518, valid_ric -0.004015, valid_ricir -0.046684, valid_mae 0.027285, valid_rmse 0.047828, valid_mape 415.046021, valid_acc 0.372900, test_loss 0.002125, ic 0.001720, icir 0.066563, ric -0.014496, ricir -0.132886, prec@10 0.482231, prec@30 0.471901, test_mae 0.026079, test_rmse 0.039986, test_mape 347.289215, test_acc 0.298916
Epoch 134, train_loss 0.001251, train_ic 0.051455, train_icir 0.650770, train_ric 0.020499, train_ricir 0.301498, train_mae 0.031059, train_rmse 0.047621, train_mape 130.666122, train_acc 0.740312, valid_loss 0.0023918794, valid_ic 0.005217, valid_icir 0.143892, valid_ric 0.010415, valid_ricir 0.240043, valid_mae 0.026340, valid_rmse 0.047131, valid_mape 404.871368, valid_acc 0.365918, test_loss 0.002037, ic 0.004516, icir 0.179939, ric 0.005281, ricir 0.094173, prec@10 0.495455, prec@30 0.478099, test_mae 0.024055, test_rmse 0.038315, test_mape 322.772705, test_acc 0.303619
Epoch 135, train_loss 0.001254, train_ic 0.019931, train_icir 0.253028, train_ric 0.015039, train_ricir 0.190592, train_mae 0.017466, train_rmse 0.027412, train_mape 16632.968750, train_acc 0.543418, valid_loss 0.0023050491, valid_ic 0.002463, valid_icir 0.053171, valid_ric 0.015788, valid_ricir 0.293537, valid_mae 0.023407, valid_rmse 0.045608, valid_mape 326.576752, valid_acc 0.409993, test_loss 0.001973, ic 0.002328, icir 0.065744, ric 0.013467, ricir 0.225562, prec@10 0.474380, prec@30 0.467769, test_mae 0.019240, test_rmse 0.035260, test_mape 224.941422, test_acc 0.425884
Epoch 136, train_loss 0.001250, train_ic 0.046427, train_icir 0.596180, train_ric 0.008000, train_ricir 0.102191, train_mae 0.031721, train_rmse 0.039292, train_mape 215.594742, train_acc 0.140603, valid_loss 0.0023324584, valid_ic 0.006343, valid_icir 0.165721, valid_ric 0.002945, valid_ricir 0.071813, valid_mae 0.023641, valid_rmse 0.045566, valid_mape 330.122528, valid_acc 0.386646, test_loss 0.002005, ic 0.004761, icir 0.189987, ric -0.003215, ricir -0.063727, prec@10 0.487603, prec@30 0.479339, test_mae 0.022437, test_rmse 0.037324, test_mape 275.534668, test_acc 0.316704
Epoch 137, train_loss 0.001252, train_ic 0.036268, train_icir 0.509661, train_ric 0.016532, train_ricir 0.227305, train_mae 0.025008, train_rmse 0.030693, train_mape 376.823547, train_acc 0.286145, valid_loss 0.0024629481, valid_ic 0.004696, valid_icir 0.154626, valid_ric 0.008803, valid_ricir 0.166437, valid_mae 0.027572, valid_rmse 0.047805, valid_mape 436.638367, valid_acc 0.367445, test_loss 0.002119, ic 0.002322, icir 0.098866, ric -0.000206, ricir -0.002861, prec@10 0.475620, prec@30 0.472452, test_mae 0.026177, test_rmse 0.040062, test_mape 360.726135, test_acc 0.299121
Epoch 138, train_loss 0.001234, train_ic 0.039509, train_icir 0.453145, train_ric 0.027883, train_ricir 0.302942, train_mae 0.033273, train_rmse 0.046017, train_mape 187.451385, train_acc 0.312000, valid_loss 0.0022751071, valid_ic 0.005040, valid_icir 0.082231, valid_ric 0.027988, valid_ricir 0.311217, valid_mae 0.021198, valid_rmse 0.043414, valid_mape 326.081573, valid_acc 0.581933, test_loss 0.001980, ic 0.008112, icir 0.169932, ric 0.031936, ricir 0.370046, prec@10 0.526033, prec@30 0.511846, test_mae 0.016402, test_rmse 0.032587, test_mape 244.145615, test_acc 0.665508
Epoch 139, train_loss 0.001233, train_ic 0.047271, train_icir 0.550599, train_ric 0.007787, train_ricir 0.086967, train_mae 0.039408, train_rmse 0.045696, train_mape 515.984558, train_acc 0.162817, valid_loss 0.0027957988, valid_ic 0.005810, valid_icir 0.128864, valid_ric 0.000184, valid_ricir 0.003022, valid_mae 0.034423, valid_rmse 0.052081, valid_mape 625.719238, valid_acc 0.363736, test_loss 0.002454, ic 0.005076, icir 0.144619, ric -0.001719, ricir -0.025959, prec@10 0.488430, prec@30 0.473416, test_mae 0.033146, test_rmse 0.044765, test_mape 545.533447, test_acc 0.305050
Epoch 140, train_loss 0.001249, train_ic 0.051849, train_icir 0.602396, train_ric 0.011425, train_ricir 0.128057, train_mae 0.020101, train_rmse 0.036419, train_mape 196.180588, train_acc 0.473320, valid_loss 0.0022025181, valid_ic 0.006154, valid_icir 0.161279, valid_ric -0.005442, valid_ricir -0.088550, valid_mae 0.021038, valid_rmse 0.043532, valid_mape 264.755890, valid_acc 0.477417, test_loss 0.001890, ic 0.005157, icir 0.181567, ric -0.010201, ricir -0.118402, prec@10 0.516942, prec@30 0.501102, test_mae 0.018891, test_rmse 0.034627, test_mape 201.068695, test_acc 0.411572
Epoch 141, train_loss 0.001245, train_ic 0.053920, train_icir 0.665029, train_ric 0.020332, train_ricir 0.263610, train_mae 0.016560, train_rmse 0.022283, train_mape 130.640045, train_acc 0.447725, valid_loss 0.0021791383, valid_ic 0.006154, valid_icir 0.119707, valid_ric 0.011811, valid_ricir 0.209224, valid_mae 0.020049, valid_rmse 0.043119, valid_mape 242.837524, valid_acc 0.493345, test_loss 0.001869, ic 0.006714, icir 0.182906, ric 0.013854, ricir 0.262927, prec@10 0.556612, prec@30 0.535537, test_mae 0.016669, test_rmse 0.033079, test_mape 165.293365, test_acc 0.525250
Epoch 142, train_loss 0.001233, train_ic 0.039690, train_icir 0.549953, train_ric 0.022083, train_ricir 0.318211, train_mae 0.015260, train_rmse 0.024230, train_mape 173.190063, train_acc 0.545355, valid_loss 0.0022075772, valid_ic 0.005819, valid_icir 0.142051, valid_ric 0.013945, valid_ricir 0.359557, valid_mae 0.021766, valid_rmse 0.043890, valid_mape 271.918945, valid_acc 0.429631, test_loss 0.001903, ic 0.005618, icir 0.211275, ric 0.009972, ricir 0.201072, prec@10 0.486364, prec@30 0.478375, test_mae 0.018497, test_rmse 0.034229, test_mape 194.475906, test_acc 0.431814
Epoch 143, train_loss 0.001244, train_ic 0.045236, train_icir 0.550203, train_ric 0.009677, train_ricir 0.102655, train_mae 0.022574, train_rmse 0.031511, train_mape 2301.564453, train_acc 0.520365, valid_loss 0.0022999979, valid_ic 0.005832, valid_icir 0.179761, valid_ric -0.007861, valid_ricir -0.085017, valid_mae 0.024476, valid_rmse 0.045272, valid_mape 330.000793, valid_acc 0.372245, test_loss 0.001977, ic 0.003748, icir 0.118408, ric -0.015376, ricir -0.125688, prec@10 0.496281, prec@30 0.484711, test_mae 0.023252, test_rmse 0.037557, test_mape 272.748291, test_acc 0.302188
Epoch 144, train_loss 0.001231, train_ic 0.054792, train_icir 0.656157, train_ric 0.008366, train_ricir 0.099157, train_mae 0.018802, train_rmse 0.025097, train_mape 270.327423, train_acc 0.383089, valid_loss 0.0022262946, valid_ic 0.006550, valid_icir 0.185865, valid_ric -0.005689, valid_ricir -0.110883, valid_mae 0.022820, valid_rmse 0.044307, valid_mape 293.002350, valid_acc 0.394065, test_loss 0.001926, ic 0.005466, icir 0.220684, ric -0.009907, ricir -0.143226, prec@10 0.517769, prec@30 0.499587, test_mae 0.021364, test_rmse 0.036033, test_mape 253.161240, test_acc 0.319975
Epoch 145, train_loss 0.001230, train_ic 0.046178, train_icir 0.534050, train_ric 0.007487, train_ricir 0.079886, train_mae 0.020290, train_rmse 0.029952, train_mape 195.273193, train_acc 0.496120, valid_loss 0.0022187533, valid_ic 0.006064, valid_icir 0.163250, valid_ric -0.007847, valid_ricir -0.132212, valid_mae 0.021497, valid_rmse 0.043216, valid_mape 306.450775, valid_acc 0.497927, test_loss 0.001930, ic 0.005770, icir 0.195761, ric -0.011005, ricir -0.140926, prec@10 0.493802, prec@30 0.490083, test_mae 0.019418, test_rmse 0.034742, test_mape 233.689117, test_acc 0.442854
Epoch 146, train_loss 0.001239, train_ic 0.041644, train_icir 0.516594, train_ric 0.003827, train_ricir 0.046588, train_mae 0.026411, train_rmse 0.037034, train_mape 174.799255, train_acc 0.755221, valid_loss 0.0024901767, valid_ic 0.004952, valid_icir 0.164989, valid_ric -0.008312, valid_ricir -0.103680, valid_mae 0.029455, valid_rmse 0.048224, valid_mape 464.876221, valid_acc 0.366790, test_loss 0.002162, ic 0.001804, icir 0.064858, ric -0.015568, ricir -0.160344, prec@10 0.497107, prec@30 0.487466, test_mae 0.028208, test_rmse 0.041049, test_mape 396.954285, test_acc 0.298712
Epoch 147, train_loss 0.001240, train_ic 0.050313, train_icir 0.645228, train_ric 0.018844, train_ricir 0.258493, train_mae 0.059234, train_rmse 0.070163, train_mape 97.167702, train_acc 0.561983, valid_loss 0.0021892604, valid_ic 0.005790, valid_icir 0.140739, valid_ric 0.008260, valid_ricir 0.227706, valid_mae 0.022671, valid_rmse 0.044072, valid_mape 292.289673, valid_acc 0.384683, test_loss 0.001883, ic 0.005437, icir 0.187969, ric 0.004488, ricir 0.107013, prec@10 0.485950, prec@30 0.476860, test_mae 0.020729, test_rmse 0.035422, test_mape 240.556091, test_acc 0.335923
Epoch 148, train_loss 0.001229, train_ic 0.050843, train_icir 0.590959, train_ric 0.007906, train_ricir 0.084456, train_mae 0.046667, train_rmse 0.050319, train_mape 387.981628, train_acc 0.056359, valid_loss 0.0028445580, valid_ic 0.005816, valid_icir 0.222136, valid_ric -0.010776, valid_ricir -0.127065, valid_mae 0.035747, valid_rmse 0.052073, valid_mape 633.177917, valid_acc 0.367445, test_loss 0.002512, ic 0.003260, icir 0.110178, ric -0.018003, ricir -0.166506, prec@10 0.482645, prec@30 0.470248, test_mae 0.035300, test_rmse 0.046426, test_mape 556.192505, test_acc 0.301165
Epoch 149, train_loss 0.001211, train_ic 0.042224, train_icir 0.533230, train_ric 0.021594, train_ricir 0.270369, train_mae 0.033689, train_rmse 0.041112, train_mape 97.900993, train_acc 0.704690, valid_loss 0.0023110496, valid_ic 0.006714, valid_icir 0.178875, valid_ric 0.010130, valid_ricir 0.208317, valid_mae 0.026580, valid_rmse 0.046236, valid_mape 400.282135, valid_acc 0.385555, test_loss 0.002000, ic 0.005424, icir 0.205881, ric 0.002189, ricir 0.035079, prec@10 0.490496, prec@30 0.486364, test_mae 0.024470, test_rmse 0.038175, test_mape 335.758362, test_acc 0.353098
Epoch 150, train_loss 0.001238, train_ic 0.053156, train_icir 0.674611, train_ric 0.019743, train_ricir 0.252849, train_mae 0.020144, train_rmse 0.026787, train_mape 264.927185, train_acc 0.590424, valid_loss 0.0023555376, valid_ic 0.007454, valid_icir 0.240231, valid_ric 0.005008, valid_ricir 0.096436, valid_mae 0.026709, valid_rmse 0.046231, valid_mape 408.709106, valid_acc 0.375736, test_loss 0.002069, ic 0.006292, icir 0.277424, ric 0.001128, ricir 0.016848, prec@10 0.497934, prec@30 0.482645, test_mae 0.025793, test_rmse 0.039051, test_mape 353.183838, test_acc 0.304028
Epoch 151, train_loss 0.001203, train_ic 0.032889, train_icir 0.382305, train_ric 0.016943, train_ricir 0.173765, train_mae 0.017143, train_rmse 0.023544, train_mape 309.548798, train_acc 0.653858, valid_loss 0.0024308774, valid_ic 0.005686, valid_icir 0.163516, valid_ric 0.000652, valid_ricir 0.006597, valid_mae 0.028637, valid_rmse 0.047292, valid_mape 439.671936, valid_acc 0.367881, test_loss 0.002109, ic 0.004479, icir 0.105698, ric -0.006367, ricir -0.049466, prec@10 0.476446, prec@30 0.483196, test_mae 0.026537, test_rmse 0.039610, test_mape 356.553802, test_acc 0.300961
Epoch 152, train_loss 0.001221, train_ic 0.045614, train_icir 0.553614, train_ric 0.008684, train_ricir 0.123937, train_mae 0.043617, train_rmse 0.049593, train_mape 206.947403, train_acc 0.087633, valid_loss 0.0023827902, valid_ic 0.006545, valid_icir 0.163519, valid_ric -0.000403, valid_ricir -0.009798, valid_mae 0.027988, valid_rmse 0.046719, valid_mape 455.149597, valid_acc 0.400175, test_loss 0.002086, ic 0.004612, icir 0.146638, ric -0.004760, ricir -0.098901, prec@10 0.578512, prec@30 0.566942, test_mae 0.026697, test_rmse 0.039471, test_mape 395.925385, test_acc 0.363116
Epoch 153, train_loss 0.001224, train_ic 0.044451, train_icir 0.572850, train_ric 0.011651, train_ricir 0.185209, train_mae 0.016668, train_rmse 0.021984, train_mape 5310.521484, train_acc 0.401747, valid_loss 0.0021336675, valid_ic 0.005712, valid_icir 0.100553, valid_ric 0.010024, valid_ricir 0.163242, valid_mae 0.020943, valid_rmse 0.042557, valid_mape 260.815430, valid_acc 0.489199, test_loss 0.001855, ic 0.006604, icir 0.154678, ric 0.010866, ricir 0.190890, prec@10 0.564876, prec@30 0.562534, test_mae 0.017011, test_rmse 0.032598, test_mape 184.358185, test_acc 0.514210
Epoch 154, train_loss 0.001208, train_ic 0.049236, train_icir 0.602262, train_ric 0.005478, train_ricir 0.071426, train_mae 0.017328, train_rmse 0.024534, train_mape 3785.850098, train_acc 0.377997, valid_loss 0.0021868872, valid_ic 0.007322, valid_icir 0.191239, valid_ric -0.004160, valid_ricir -0.106926, valid_mae 0.023486, valid_rmse 0.043826, valid_mape 309.573090, valid_acc 0.404102, test_loss 0.001912, ic 0.005202, icir 0.201110, ric -0.009063, ricir -0.170706, prec@10 0.507025, prec@30 0.497658, test_mae 0.022220, test_rmse 0.036273, test_mape 268.173309, test_acc 0.355960
Epoch 155, train_loss 0.001217, train_ic 0.045079, train_icir 0.568699, train_ric 0.014604, train_ricir 0.175537, train_mae 0.018632, train_rmse 0.025234, train_mape 325.907776, train_acc 0.602707, valid_loss 0.0023768754, valid_ic 0.005814, valid_icir 0.175797, valid_ric 0.000811, valid_ricir 0.014579, valid_mae 0.028283, valid_rmse 0.046761, valid_mape 440.962067, valid_acc 0.367881, test_loss 0.002081, ic 0.004849, icir 0.188227, ric -0.003568, ricir -0.046866, prec@10 0.517769, prec@30 0.497521, test_mae 0.026833, test_rmse 0.039558, test_mape 375.188629, test_acc 0.301983
Epoch 156, train_loss 0.001208, train_ic 0.050985, train_icir 0.578548, train_ric 0.004834, train_ricir 0.053084, train_mae 0.018674, train_rmse 0.029038, train_mape 283.785370, train_acc 0.569644, valid_loss 0.0021946996, valid_ic 0.007576, valid_icir 0.258848, valid_ric -0.011660, valid_ricir -0.183286, valid_mae 0.023354, valid_rmse 0.043647, valid_mape 307.307373, valid_acc 0.426576, test_loss 0.001926, ic 0.004543, icir 0.151088, ric -0.018604, ricir -0.221816, prec@10 0.494215, prec@30 0.484711, test_mae 0.022815, test_rmse 0.036798, test_mape 278.651123, test_acc 0.360049
Epoch 157, train_loss 0.001225, train_ic 0.049738, train_icir 0.647007, train_ric 0.013204, train_ricir 0.180134, train_mae 0.020105, train_rmse 0.027202, train_mape 271.020355, train_acc 0.589595, valid_loss 0.0023268716, valid_ic 0.006505, valid_icir 0.188420, valid_ric 0.003188, valid_ricir 0.080030, valid_mae 0.027634, valid_rmse 0.046265, valid_mape 431.890442, valid_acc 0.367227, test_loss 0.002046, ic 0.005012, icir 0.223871, ric -0.001023, ricir -0.018976, prec@10 0.485950, prec@30 0.485124, test_mae 0.026450, test_rmse 0.038950, test_mape 382.301697, test_acc 0.302597
Epoch 158, train_loss 0.001224, train_ic 0.046954, train_icir 0.513578, train_ric 0.016649, train_ricir 0.149858, train_mae 0.017416, train_rmse 0.025129, train_mape 245.482681, train_acc 0.493291, valid_loss 0.0022494987, valid_ic 0.007439, valid_icir 0.135241, valid_ric 0.008516, valid_ricir 0.095190, valid_mae 0.025425, valid_rmse 0.045163, valid_mape 404.214539, valid_acc 0.387083, test_loss 0.001970, ic 0.007961, icir 0.184770, ric 0.010194, ricir 0.113039, prec@10 0.493802, prec@30 0.490634, test_mae 0.024241, test_rmse 0.037231, test_mape 348.131104, test_acc 0.312206
Epoch 159, train_loss 0.001199, train_ic 0.052265, train_icir 0.626731, train_ric 0.007003, train_ricir 0.087052, train_mae 0.016655, train_rmse 0.025532, train_mape 181.346405, train_acc 0.663353, valid_loss 0.0021604607, valid_ic 0.005713, valid_icir 0.162621, valid_ric -0.006395, valid_ricir -0.119408, valid_mae 0.023957, valid_rmse 0.043727, valid_mape 321.433533, valid_acc 0.365045, test_loss 0.001884, ic 0.004401, icir 0.168502, ric -0.009453, ricir -0.128206, prec@10 0.507025, prec@30 0.486915, test_mae 0.022376, test_rmse 0.036003, test_mape 266.766846, test_acc 0.300756
Epoch 160, train_loss 0.001244, train_ic 0.039625, train_icir 0.480654, train_ric -0.000342, train_ricir -0.003980, train_mae 0.069437, train_rmse 0.076888, train_mape 205.919830, train_acc 0.025153, valid_loss 0.0025391067, valid_ic 0.005820, valid_icir 0.151809, valid_ric -0.010017, valid_ricir -0.210864, valid_mae 0.030706, valid_rmse 0.048313, valid_mape 503.270325, valid_acc 0.361990, test_loss 0.002266, ic 0.003695, icir 0.128020, ric -0.013031, ricir -0.218222, prec@10 0.499174, prec@30 0.494490, test_mae 0.030382, test_rmse 0.042475, test_mape 456.582214, test_acc 0.304641
Epoch 161, train_loss 0.001218, train_ic 0.052628, train_icir 0.603196, train_ric 0.008536, train_ricir 0.111364, train_mae 0.016584, train_rmse 0.024490, train_mape 171.924576, train_acc 0.663939, valid_loss 0.0021365755, valid_ic 0.007615, valid_icir 0.149108, valid_ric 0.003262, valid_ricir 0.067379, valid_mae 0.024354, valid_rmse 0.043889, valid_mape 345.607208, valid_acc 0.404757, test_loss 0.001877, ic 0.006634, icir 0.182038, ric -0.001859, ricir -0.038418, prec@10 0.548347, prec@30 0.531543, test_mae 0.022584, test_rmse 0.035899, test_mape 309.112946, test_acc 0.378246
Epoch 162, train_loss 0.001205, train_ic 0.038986, train_icir 0.388107, train_ric 0.035629, train_ricir 0.309906, train_mae 0.017161, train_rmse 0.025729, train_mape 4706.124512, train_acc 0.423958, valid_loss 0.0021169147, valid_ic 0.006786, valid_icir 0.117269, valid_ric 0.019577, valid_ricir 0.225791, valid_mae 0.020348, valid_rmse 0.041679, valid_mape 263.544647, valid_acc 0.567750, test_loss 0.001898, ic 0.008187, icir 0.169025, ric 0.017261, ricir 0.161345, prec@10 0.494215, prec@30 0.491873, test_mae 0.016234, test_rmse 0.031988, test_mape 208.282990, test_acc 0.635248
Epoch 163, train_loss 0.001214, train_ic 0.033134, train_icir 0.347281, train_ric -0.007568, train_ricir -0.068851, train_mae 0.025021, train_rmse 0.032357, train_mape 415.002258, train_acc 0.373399, valid_loss 0.0023236827, valid_ic 0.003899, valid_icir 0.120419, valid_ric -0.014253, valid_ricir -0.126367, valid_mae 0.028544, valid_rmse 0.046419, valid_mape 423.348297, valid_acc 0.369627, test_loss 0.002048, ic -0.001495, icir -0.040753, ric -0.025407, ricir -0.186614, prec@10 0.500826, prec@30 0.485537, test_mae 0.027632, test_rmse 0.039843, test_mape 373.043640, test_acc 0.296258
Epoch 164, train_loss 0.001205, train_ic 0.045843, train_icir 0.547571, train_ric 0.004761, train_ricir 0.051410, train_mae 0.026574, train_rmse 0.033577, train_mape 461.002594, train_acc 0.361442, valid_loss 0.0024677743, valid_ic 0.008137, valid_icir 0.223269, valid_ric -0.011789, valid_ricir -0.163208, valid_mae 0.026267, valid_rmse 0.045377, valid_mape 357.709534, valid_acc 0.372682, test_loss 0.002173, ic 0.006404, icir 0.173445, ric -0.017063, ricir -0.173297, prec@10 0.510744, prec@30 0.508678, test_mae 0.025945, test_rmse 0.039152, test_mape 324.080811, test_acc 0.305868
Epoch 165, train_loss 0.001207, train_ic 0.033768, train_icir 0.405054, train_ric 0.009614, train_ricir 0.098765, train_mae 0.019427, train_rmse 0.026672, train_mape 208.390137, train_acc 0.386647, valid_loss 0.0021000984, valid_ic 0.005257, valid_icir 0.139759, valid_ric -0.003386, valid_ricir -0.037053, valid_mae 0.022735, valid_rmse 0.042442, valid_mape 300.909943, valid_acc 0.444469, test_loss 0.001848, ic 0.003889, icir 0.102114, ric -0.008054, ricir -0.068116, prec@10 0.486364, prec@30 0.486364, test_mae 0.021048, test_rmse 0.034630, test_mape 254.774887, test_acc 0.384584
Epoch 166, train_loss 0.001197, train_ic 0.056039, train_icir 0.648992, train_ric 0.010766, train_ricir 0.126072, train_mae 0.030367, train_rmse 0.035599, train_mape 371.916840, train_acc 0.158862, valid_loss 0.0023011996, valid_ic 0.008869, valid_icir 0.222905, valid_ric -0.000096, valid_ricir -0.001950, valid_mae 0.028141, valid_rmse 0.046011, valid_mape 447.561707, valid_acc 0.370063, test_loss 0.002047, ic 0.007090, icir 0.260618, ric -0.006889, ricir -0.124376, prec@10 0.508264, prec@30 0.498072, test_mae 0.028040, test_rmse 0.039998, test_mape 419.934692, test_acc 0.301983
Epoch 167, train_loss 0.001216, train_ic 0.049459, train_icir 0.598770, train_ric 0.012194, train_ricir 0.133175, train_mae 0.029956, train_rmse 0.035836, train_mape 477.445221, train_acc 0.257744, valid_loss 0.0023583316, valid_ic 0.006317, valid_icir 0.186753, valid_ric -0.002242, valid_ricir -0.024563, valid_mae 0.029344, valid_rmse 0.046764, valid_mape 450.061096, valid_acc 0.363954, test_loss 0.002077, ic 0.004201, icir 0.135935, ric -0.008104, ricir -0.069371, prec@10 0.514050, prec@30 0.490771, test_mae 0.028128, test_rmse 0.040116, test_mape 396.845459, test_acc 0.303823
Epoch 168, train_loss 0.001210, train_ic 0.047178, train_icir 0.538907, train_ric 0.022347, train_ricir 0.283241, train_mae 0.021536, train_rmse 0.028868, train_mape 299.118958, train_acc 0.730755, valid_loss 0.0028031043, valid_ic 0.008122, valid_icir 0.130621, valid_ric 0.015069, valid_ricir 0.203141, valid_mae 0.037833, valid_rmse 0.052911, valid_mape 714.849304, valid_acc 0.376391, test_loss 0.002514, ic 0.009794, icir 0.199618, ric 0.017426, ricir 0.253334, prec@10 0.542149, prec@30 0.554408, test_mae 0.036448, test_rmse 0.046452, test_mape 630.885803, test_acc 0.315273
Epoch 169, train_loss 0.001216, train_ic 0.048858, train_icir 0.648888, train_ric 0.015913, train_ricir 0.236835, train_mae 0.028443, train_rmse 0.036160, train_mape 441.848816, train_acc 0.577213, valid_loss 0.0028272045, valid_ic 0.006533, valid_icir 0.192694, valid_ric 0.006349, valid_ricir 0.198820, valid_mae 0.037826, valid_rmse 0.052523, valid_mape 693.682739, valid_acc 0.366572, test_loss 0.002536, ic 0.005329, icir 0.244590, ric 0.002171, ricir 0.051172, prec@10 0.482645, prec@30 0.476446, test_mae 0.036779, test_rmse 0.046705, test_mape 611.950562, test_acc 0.305255
Epoch 170, train_loss 0.001219, train_ic 0.041818, train_icir 0.510255, train_ric 0.010212, train_ricir 0.127079, train_mae 0.023396, train_rmse 0.031950, train_mape 212.180664, train_acc 0.607441, valid_loss 0.0021813213, valid_ic 0.006057, valid_icir 0.180295, valid_ric 0.000333, valid_ricir 0.006721, valid_mae 0.025942, valid_rmse 0.044197, valid_mape 382.865021, valid_acc 0.400829, test_loss 0.001939, ic 0.003326, icir 0.130956, ric -0.005438, ricir -0.083475, prec@10 0.533471, prec@30 0.536915, test_mae 0.024497, test_rmse 0.036976, test_mape 342.165253, test_acc 0.362707
Epoch 171, train_loss 0.001198, train_ic 0.040798, train_icir 0.463071, train_ric 0.018296, train_ricir 0.207923, train_mae 0.013652, train_rmse 0.019525, train_mape 239.960052, train_acc 0.423898, valid_loss 0.0020836293, valid_ic 0.006347, valid_icir 0.143463, valid_ric 0.014637, valid_ricir 0.224314, valid_mae 0.020757, valid_rmse 0.040892, valid_mape 265.036530, valid_acc 0.566005, test_loss 0.001851, ic 0.005524, icir 0.145689, ric 0.015465, ricir 0.186192, prec@10 0.470661, prec@30 0.478926, test_mae 0.016581, test_rmse 0.031200, test_mape 195.118347, test_acc 0.646085
Epoch 172, train_loss 0.001193, train_ic 0.030112, train_icir 0.338682, train_ric 0.033905, train_ricir 0.351711, train_mae 0.041686, train_rmse 0.047433, train_mape 281.687775, train_acc 0.084607, valid_loss 0.0023458351, valid_ic 0.006302, valid_icir 0.112464, valid_ric 0.028853, valid_ricir 0.374398, valid_mae 0.028970, valid_rmse 0.046623, valid_mape 479.722534, valid_acc 0.399520, test_loss 0.002066, ic 0.008464, icir 0.182213, ric 0.032977, ricir 0.423757, prec@10 0.564463, prec@30 0.556061, test_mae 0.026042, test_rmse 0.038261, test_mape 391.619537, test_acc 0.359436
Epoch 173, train_loss 0.001231, train_ic 0.049006, train_icir 0.642022, train_ric 0.014576, train_ricir 0.186454, train_mae 0.022478, train_rmse 0.034117, train_mape 16115.685547, train_acc 0.612468, valid_loss 0.0023409384, valid_ic 0.006745, valid_icir 0.213299, valid_ric 0.001118, valid_ricir 0.017017, valid_mae 0.029888, valid_rmse 0.046599, valid_mape 475.462006, valid_acc 0.363736, test_loss 0.002070, ic 0.004609, icir 0.172522, ric -0.006792, ricir -0.074722, prec@10 0.508678, prec@30 0.495317, test_mae 0.029375, test_rmse 0.040754, test_mape 431.221863, test_acc 0.301574
